#: table_doi: 10.17182/hepdata.58995.v1/t108
#: name: Table 108
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 6 to 8 GeV.

#: data_file: Table108.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0115784,4.63136e-05,-4.63136e-05,0.00188294,-0.00188294
0.55,0.5,0.6,0.0582355,0.000232942,-0.000232942,0.00422639,-0.00422639
0.6499999999999999,0.6,0.7,0.152342,0.000304684,-0.000304684,0.00660363,-0.00660363
0.75,0.7,0.8,0.301102,0.000301102,-0.000301102,0.012473,-0.012473
0.8500000000000001,0.8,0.9,0.418539,0.000418539,-0.000418539,0.0164673,-0.0164673
0.95,0.9,1.0,0.429593,0.000429593,-0.000429593,0.0163528,-0.0163528
1.05,1.0,1.1,0.351911,0.000351911,-0.000351911,0.012068,-0.012068
1.15,1.1,1.2,0.249353,0.000249353,-0.000249353,0.00933327,-0.00933327
1.25,1.2,1.3,0.163223,0.000326446,-0.000326446,0.0067713,-0.0067713
1.35,1.3,1.4,0.103801,0.000207602,-0.000207602,0.00453292,-0.00453292
1.5,1.4,1.6,0.0531942,0.000106388,-0.000106388,0.00298078,-0.00298078
1.7000000000000002,1.6,1.8,0.0222981,6.68942e-05,-6.68942e-05,0.00234193,-0.00234193
1.9,1.8,2.0,0.0102797,5.13985e-05,-5.13985e-05,0.00203052,-0.00203052
2.1,2.0,2.2,0.00528542,3.6998e-05,-3.6998e-05,0.0012917,-0.0012917
2.3,2.2,2.4,0.00282744,2.82744e-05,-2.82744e-05,0.000732302,-0.000732302
2.5,2.4,2.6,0.00168103,2.01724e-05,-2.01724e-05,0.000436667,-0.000436667
2.7,2.6,2.8,0.00103246,1.65194e-05,-1.65194e-05,0.000272944,-0.000272944
2.9,2.8,3.0,0.000685081,1.37016e-05,-1.37016e-05,0.00020353,-0.00020353
3.15,3.0,3.3,0.000436837,9.61041e-06,-9.61041e-06,0.000128705,-0.000128705
3.45,3.3,3.6,0.000251294,7.28752e-06,-7.28752e-06,7.40043e-05,-7.40043e-05
3.75,3.6,3.9,0.000143014,5.29151e-06,-5.29151e-06,4.25708e-05,-4.25708e-05
4.05,3.9,4.2,7.48565e-05,3.59311e-06,-3.59311e-06,2.19204e-05,-2.19204e-05
4.35,4.2,4.5,5.8572e-05,3.98289e-06,-3.98289e-06,1.74351e-05,-1.74351e-05
4.65,4.5,4.8,4.99787e-05,3.44853e-06,-3.44853e-06,1.46354e-05,-1.46354e-05
4.949999999999999,4.8,5.1,3.39168e-05,2.74726e-06,-2.74726e-06,8.26876e-06,-8.26876e-06
5.25,5.1,5.4,1.97387e-05,1.95414e-06,-1.95414e-06,5.78015e-06,-5.78015e-06
5.550000000000001,5.4,5.7,1.68038e-05,2.47016e-06,-2.47016e-06,5.00875e-06,-5.00875e-06
5.85,5.7,6.0,1.09177e-05,1.76866e-06,-1.76866e-06,3.2375e-06,-3.2375e-06
6.5,6.0,7.0,5.5831e-06,6.6997e-07,-6.6997e-07,1.12966e-06,-1.12966e-06

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.019759,5.92771e-05,-5.92771e-05,0.00285291,-0.00285291
0.55,0.5,0.6,0.0920888,0.000276266,-0.000276266,0.00577155,-0.00577155
0.6499999999999999,0.6,0.7,0.203361,0.000406722,-0.000406722,0.00926577,-0.00926577
0.75,0.7,0.8,0.339267,0.000339267,-0.000339267,0.0126897,-0.0126897
0.8500000000000001,0.8,0.9,0.423442,0.000423442,-0.000423442,0.016943,-0.016943
0.95,0.9,1.0,0.403746,0.000403746,-0.000403746,0.0172244,-0.0172244
1.05,1.0,1.1,0.316698,0.000316698,-0.000316698,0.0107444,-0.0107444
1.15,1.1,1.2,0.218487,0.000218487,-0.000218487,0.00979297,-0.00979297
1.25,1.2,1.3,0.139878,0.000279756,-0.000279756,0.00807425,-0.00807425
1.35,1.3,1.4,0.0868745,0.000173749,-0.000173749,0.00587672,-0.00587672
1.5,1.4,1.6,0.0442088,8.84176e-05,-8.84176e-05,0.00415374,-0.00415374
1.7000000000000002,1.6,1.8,0.0181202,7.24809e-05,-7.24809e-05,0.00223577,-0.00223577
1.9,1.8,2.0,0.00823419,4.1171e-05,-4.1171e-05,0.00168837,-0.00168837
2.1,2.0,2.2,0.00425142,3.40113e-05,-3.40113e-05,0.00112445,-0.00112445
2.3,2.2,2.4,0.00216782,2.3846e-05,-2.3846e-05,0.000575432,-0.000575432
2.5,2.4,2.6,0.00125609,1.88413e-05,-1.88413e-05,0.00034638,-0.00034638
2.7,2.6,2.8,0.000792323,1.42618e-05,-1.42618e-05,0.000221385,-0.000221385
2.9,2.8,3.0,0.000491123,1.1787e-05,-1.1787e-05,0.000144769,-0.000144769
3.15,3.0,3.3,0.000302063,8.45777e-06,-8.45777e-06,8.84802e-05,-8.84802e-05
3.45,3.3,3.6,0.000146799,5.28477e-06,-5.28477e-06,4.42231e-05,-4.42231e-05
3.75,3.6,3.9,8.93236e-05,4.64483e-06,-4.64483e-06,2.66433e-05,-2.66433e-05
4.05,3.9,4.2,6.24876e-05,3.56179e-06,-3.56179e-06,1.82984e-05,-1.82984e-05
4.35,4.2,4.5,3.99157e-05,3.0336e-06,-3.0336e-06,1.16886e-05,-1.16886e-05
4.65,4.5,4.8,2.41985e-05,2.56505e-06,-2.56505e-06,7.08612e-06,-7.08612e-06
4.949999999999999,4.8,5.1,1.23418e-05,1.56741e-06,-1.56741e-06,3.63801e-06,-3.63801e-06
5.25,5.1,5.4,1.19695e-05,2.10663e-06,-2.10663e-06,3.73029e-06,-3.73029e-06
5.550000000000001,5.4,5.7,1.1268e-05,2.10712e-06,-2.10712e-06,3.38623e-06,-3.38623e-06
5.85,5.7,6.0,3.4759e-06,8.02925e-07,-8.02925e-07,1.03466e-06,-1.03466e-06
6.5,6.0,7.0,1.4759e-06,3.68972e-07,-3.68972e-07,4.59165e-07,-4.59165e-07

