#: table_doi: 10.17182/hepdata.58995.v1/t94
#: name: Table 94
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 31 to 50 GeV.

#: data_file: Table94.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,2.17613e-05,9.46615e-06,-9.46615e-06,6.04676e-06,-6.04676e-06
0.55,0.5,0.6,7.89005e-05,3.66099e-05,-3.66099e-05,1.7526e-05,-1.7526e-05
0.6499999999999999,0.6,0.7,0.000159591,5.28246e-05,-5.28246e-05,2.33274e-05,-2.33274e-05
0.75,0.7,0.8,0.000285007,6.75468e-05,-6.75468e-05,4.00018e-05,-4.00018e-05
0.8500000000000001,0.8,0.9,0.000418523,7.86823e-05,-7.86823e-05,3.39437e-05,-3.39437e-05
0.95,0.9,1.0,0.00054286,8.63147e-05,-8.63147e-05,4.23709e-05,-4.23709e-05
1.05,1.0,1.1,0.000613993,8.90291e-05,-8.90291e-05,3.87935e-05,-3.87935e-05
1.15,1.1,1.2,0.000620153,8.68214e-05,-8.68214e-05,4.20242e-05,-4.20242e-05
1.25,1.2,1.3,0.00058813,8.11619e-05,-8.11619e-05,6.89103e-05,-6.89103e-05
1.35,1.3,1.4,0.000577615,7.74004e-05,-7.74004e-05,5.81553e-05,-5.81553e-05
1.5,1.4,1.6,0.000535299,6.31653e-05,-6.31653e-05,5.21461e-05,-5.21461e-05
1.7000000000000002,1.6,1.8,0.000498343,5.98011e-05,-5.98011e-05,8.59593e-05,-8.59593e-05
1.9,1.8,2.0,0.000388189,4.85236e-05,-4.85236e-05,0.000130737,-0.000130737
2.1,2.0,2.2,0.000320642,4.23247e-05,-4.23247e-05,0.000165749,-0.000165749
2.3,2.2,2.4,0.000254338,3.58616e-05,-3.58616e-05,0.000129623,-0.000129623
2.5,2.4,2.6,0.000192439,2.94432e-05,-2.94432e-05,9.9708e-05,-9.9708e-05
2.7,2.6,2.8,0.00014365,2.39895e-05,-2.39895e-05,7.43573e-05,-7.43573e-05
2.9,2.8,3.0,0.000103402,1.89225e-05,-1.89225e-05,6.12375e-05,-6.12375e-05
3.15,3.0,3.3,7.70345e-05,1.51758e-05,-1.51758e-05,4.52053e-05,-4.52053e-05
3.45,3.3,3.6,4.93397e-05,1.15455e-05,-1.15455e-05,2.92457e-05,-2.92457e-05
3.75,3.6,3.9,3.23056e-05,9.14248e-06,-9.14248e-06,1.92512e-05,-1.92512e-05
3.9000000000000004,3.6,4.2,-,0,0,0,0
4.05,3.9,4.2,2.19547e-05,7.06943e-06,-7.06943e-06,1.42244e-05,-1.42244e-05
4.5,4.2,4.8,-,0,0,0,0
4.35,4.2,4.5,1.53967e-05,6.05092e-06,-6.05092e-06,9.22319e-06,-9.22319e-06
4.65,4.5,4.8,1.01783e-05,4.69221e-06,-4.69221e-06,6.59035e-06,-6.59035e-06
4.949999999999999,4.8,5.1,8.186e-06,4.46954e-06,-4.46954e-06,4.87706e-06,-4.87706e-06
5.25,5.1,5.4,5.7506e-06,3.4676e-06,-3.4676e-06,2.45003e-06,-2.45003e-06
5.7,5.4,6.0,3.4258e-06,1.92676e-06,-1.92676e-06,1.5928e-06,-1.5928e-06
6.5,6.0,7.0,1.6687e-06,1.35833e-06,-1.35833e-06,9.99817e-07,-9.99817e-07

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
