#: table_doi: 10.17182/hepdata.58995.v1/t151
#: name: Table 151
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 14 to 19 GeV.

#: data_file: Table151.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000520157,1.35241e-05,-1.35241e-05,4.68488e-05,-4.68488e-05
0.75,0.5,1.0,0.000625388,1.31331e-05,-1.31331e-05,4.11047e-05,-4.11047e-05
1.5,1.0,2.0,0.00061266,8.57724e-06,-8.57724e-06,2.93246e-05,-2.93246e-05
2.5,2.0,3.0,0.000740044,8.14048e-06,-8.14048e-06,3.81105e-05,-3.81105e-05
3.5,3.0,4.0,0.000871137,8.71137e-06,-8.71137e-06,6.47343e-05,-6.47343e-05
4.5,4.0,5.0,0.000988224,7.90579e-06,-7.90579e-06,7.72018e-05,-7.72018e-05
5.5,5.0,6.0,0.00107687,8.61499e-06,-8.61499e-06,8.17432e-05,-8.17432e-05
6.5,6.0,7.0,0.00115525,8.08674e-06,-8.08674e-06,7.95277e-05,-7.95277e-05
7.5,7.0,8.0,0.00119458,8.36206e-06,-8.36206e-06,7.78587e-05,-7.78587e-05
8.5,8.0,9.0,0.00122282,7.33693e-06,-7.33693e-06,7.6746e-05,-7.6746e-05
9.5,9.0,10.0,0.00123021,7.38127e-06,-7.38127e-06,8.51161e-05,-8.51161e-05
11.0,10.0,12.0,0.00118994,5.94972e-06,-5.94972e-06,8.03191e-05,-8.03191e-05
13.5,12.0,15.0,0.00106892,5.34458e-06,-5.34458e-06,7.88394e-05,-7.88394e-05
16.5,15.0,18.0,0.000837518,4.18759e-06,-4.18759e-06,6.46084e-05,-6.46084e-05
19.5,18.0,21.0,0.000563613,3.38168e-06,-3.38168e-06,5.71894e-05,-5.71894e-05
22.5,21.0,24.0,0.000336382,2.69106e-06,-2.69106e-06,4.37685e-05,-4.37685e-05
25.5,24.0,27.0,0.000184154,1.84154e-06,-1.84154e-06,2.90777e-05,-2.90777e-05
28.5,27.0,30.0,9.50365e-05,1.33051e-06,-1.33051e-06,1.57035e-05,-1.57035e-05
31.5,30.0,33.0,4.50475e-05,9.0095e-07,-9.0095e-07,8.82885e-06,-8.82885e-06
34.5,33.0,36.0,1.92966e-05,5.78897e-07,-5.78897e-07,4.81591e-06,-4.81591e-06
37.5,36.0,39.0,7.2932e-06,3.13608e-07,-3.13608e-07,1.78299e-06,-1.78299e-06
40.5,39.0,42.0,2.6432e-06,2.24671e-07,-2.24671e-07,6.26334e-07,-6.26334e-07

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
