#: table_doi: 10.17182/hepdata.58995.v1/t18
#: name: Table 18
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 6 to 8 GeV.

#: data_file: Table18.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00417708,5.43021e-05,-5.43021e-05,0.000266549,-0.000266549
1.5,1.0,2.0,0.00785335,7.06801e-05,-7.06801e-05,0.000404428,-0.000404428
2.5,2.0,3.0,0.0110669,7.74682e-05,-7.74682e-05,0.000483662,-0.000483662
3.5,3.0,4.0,0.0134524,8.07145e-05,-8.07145e-05,0.000644454,-0.000644454
4.5,4.0,5.0,0.0149742,7.48711e-05,-7.48711e-05,0.000547123,-0.000547123
5.5,5.0,6.0,0.0155697,7.78483e-05,-7.78483e-05,0.000557255,-0.000557255
6.5,6.0,7.0,0.015246,7.62298e-05,-7.62298e-05,0.000594983,-0.000594983
7.5,7.0,8.0,0.0143551,5.74204e-05,-5.74204e-05,0.000628353,-0.000628353
8.5,8.0,9.0,0.0129286,6.4643e-05,-6.4643e-05,0.000451392,-0.000451392
9.5,9.0,10.0,0.011396,5.69802e-05,-5.69802e-05,0.000467516,-0.000467516
11.0,10.0,12.0,0.00887325,4.43662e-05,-4.43662e-05,0.000390322,-0.000390322
13.5,12.0,15.0,0.00538852,2.69426e-05,-2.69426e-05,0.000268725,-0.000268725
16.5,15.0,18.0,0.00260431,1.82302e-05,-1.82302e-05,0.000185547,-0.000185547
19.5,18.0,21.0,0.00112239,1.23463e-05,-1.23463e-05,0.000118984,-0.000118984
22.5,21.0,24.0,0.000455665,7.74631e-06,-7.74631e-06,5.83394e-05,-5.83394e-05
25.5,24.0,27.0,0.000166085,4.65037e-06,-4.65037e-06,2.91974e-05,-2.91974e-05
28.5,27.0,30.0,5.19697e-05,2.54651e-06,-2.54651e-06,1.17786e-05,-1.17786e-05
32.0,30.0,34.0,1.20486e-05,9.63887e-07,-9.63887e-07,2.64408e-06,-2.64408e-06

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,0.00755285,7.55285e-05,-7.55285e-05,0.000393401,-0.000393401
1.5,1.0,2.0,0.0130838,9.15866e-05,-9.15866e-05,0.000559093,-0.000559093
2.5,2.0,3.0,0.016352,9.81117e-05,-9.81117e-05,0.000634995,-0.000634995
3.5,3.0,4.0,0.0175097,8.75483e-05,-8.75483e-05,0.000619307,-0.000619307
4.5,4.0,5.0,0.0174467,8.72337e-05,-8.72337e-05,0.000637463,-0.000637463
5.5,5.0,6.0,0.0163078,8.15392e-05,-8.15392e-05,0.000613877,-0.000613877
6.5,6.0,7.0,0.0147398,7.36988e-05,-7.36988e-05,0.000511238,-0.000511238
7.5,7.0,8.0,0.0127964,6.39822e-05,-6.39822e-05,0.000511217,-0.000511217
8.5,8.0,9.0,0.0107926,5.39631e-05,-5.39631e-05,0.000452776,-0.000452776
9.5,9.0,10.0,0.00897427,4.48713e-05,-4.48713e-05,0.000373377,-0.000373377
11.0,10.0,12.0,0.00661486,3.96892e-05,-3.96892e-05,0.000307075,-0.000307075
13.5,12.0,15.0,0.0037316,2.23896e-05,-2.23896e-05,0.000200641,-0.000200641
16.5,15.0,18.0,0.00165019,1.48517e-05,-1.48517e-05,0.000136627,-0.000136627
19.5,18.0,21.0,0.000679543,9.51361e-06,-9.51361e-06,7.69026e-05,-7.69026e-05
22.5,21.0,24.0,0.000270872,5.95918e-06,-5.95918e-06,3.48689e-05,-3.48689e-05
25.5,24.0,27.0,9.87028e-05,3.5533e-06,-3.5533e-06,2.14124e-05,-2.14124e-05
28.5,27.0,30.0,3.28366e-05,2.06871e-06,-2.06871e-06,8.01147e-06,-8.01147e-06
32.0,30.0,34.0,9.7532e-06,1.0631e-06,-1.0631e-06,2.32598e-06,-2.32598e-06

