#: table_doi: 10.17182/hepdata.58995.v1/t136
#: name: Table 136
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 4 to 5 GeV.

#: data_file: Table136.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0307757,9.23271e-05,-9.23271e-05,0.00217835,-0.00217835
0.75,0.5,1.0,0.0416915,0.000125075,-0.000125075,0.00277021,-0.00277021
1.5,1.0,2.0,0.0407795,8.15589e-05,-8.15589e-05,0.00205926,-0.00205926
2.5,2.0,3.0,0.0470832,9.41664e-05,-9.41664e-05,0.00203876,-0.00203876
3.5,3.0,4.0,0.0486592,4.86592e-05,-4.86592e-05,0.00259586,-0.00259586
4.5,4.0,5.0,0.0459505,4.59505e-05,-4.59505e-05,0.00265362,-0.00265362
5.5,5.0,6.0,0.0400919,4.00919e-05,-4.00919e-05,0.00231772,-0.00231772
6.5,6.0,7.0,0.032799,3.2799e-05,-3.2799e-05,0.00170113,-0.00170113
7.5,7.0,8.0,0.0253482,2.53482e-05,-2.53482e-05,0.00134082,-0.00134082
8.5,8.0,9.0,0.018594,3.71881e-05,-3.71881e-05,0.00112275,-0.00112275
9.5,9.0,10.0,0.013055,2.61099e-05,-2.61099e-05,0.000934229,-0.000934229
11.0,10.0,12.0,0.00722431,1.44486e-05,-1.44486e-05,0.000700349,-0.000700349
13.5,12.0,15.0,0.00223119,6.69357e-06,-6.69357e-06,0.000302678,-0.000302678
16.5,15.0,18.0,0.000379038,2.27423e-06,-2.27423e-06,6.05583e-05,-6.05583e-05
19.5,18.0,21.0,5.27734e-05,7.91601e-07,-7.91601e-07,8.8469e-06,-8.8469e-06
22.5,21.0,24.0,4.7936e-06,3.69105e-07,-3.69105e-07,8.30908e-07,-8.30908e-07

#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0459338,0.000137801,-0.000137801,0.00346062,-0.00346062
0.75,0.5,1.0,0.0577976,0.000115595,-0.000115595,0.00305563,-0.00305563
1.5,1.0,2.0,0.0504878,0.000100976,-0.000100976,0.00199347,-0.00199347
2.5,2.0,3.0,0.0522845,5.22845e-05,-5.22845e-05,0.00213728,-0.00213728
3.5,3.0,4.0,0.0487701,4.87701e-05,-4.87701e-05,0.00225611,-0.00225611
4.5,4.0,5.0,0.0426884,4.26884e-05,-4.26884e-05,0.00219793,-0.00219793
5.5,5.0,6.0,0.0350776,3.50776e-05,-3.50776e-05,0.0017366,-0.0017366
6.5,6.0,7.0,0.0271569,2.71569e-05,-2.71569e-05,0.00136489,-0.00136489
7.5,7.0,8.0,0.0204057,4.08114e-05,-4.08114e-05,0.00102314,-0.00102314
8.5,8.0,9.0,0.0144799,2.89598e-05,-2.89598e-05,0.000856031,-0.000856031
9.5,9.0,10.0,0.00999409,1.99882e-05,-1.99882e-05,0.000696008,-0.000696008
11.0,10.0,12.0,0.00554417,1.10883e-05,-1.10883e-05,0.000506253,-0.000506253
13.5,12.0,15.0,0.00178859,7.15434e-06,-7.15434e-06,0.000235435,-0.000235435
16.5,15.0,18.0,0.000325053,2.27537e-06,-2.27537e-06,5.44558e-05,-5.44558e-05
19.5,18.0,21.0,4.97704e-05,7.46556e-07,-7.46556e-07,8.94414e-06,-8.94414e-06
22.5,21.0,24.0,5.0693e-06,1.67287e-07,-1.67287e-07,9.40735e-07,-9.40735e-07

