#: table_doi: 10.17182/hepdata.58995.v1/t86
#: name: Table 86
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 4 to 5 GeV.

#: data_file: Table86.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.029475,8.84249e-05,-8.84249e-05,0.00347442,-0.00347442
0.55,0.5,0.6,0.123889,0.000371667,-0.000371667,0.00826907,-0.00826907
0.6499999999999999,0.6,0.7,0.282218,0.000564436,-0.000564436,0.0108535,-0.0108535
0.75,0.7,0.8,0.489271,0.000978541,-0.000978541,0.0224532,-0.0224532
0.8500000000000001,0.8,0.9,0.634691,0.000634691,-0.000634691,0.0247692,-0.0247692
0.95,0.9,1.0,0.620971,0.000620971,-0.000620971,0.0248,-0.0248
1.05,1.0,1.1,0.488375,0.000488375,-0.000488375,0.0159752,-0.0159752
1.15,1.1,1.2,0.334954,0.000669908,-0.000669908,0.0116994,-0.0116994
1.25,1.2,1.3,0.212395,0.00042479,-0.00042479,0.00912062,-0.00912062
1.35,1.3,1.4,0.130887,0.000261774,-0.000261774,0.00610838,-0.00610838
1.5,1.4,1.6,0.0644974,0.000193492,-0.000193492,0.00294648,-0.00294648
1.7000000000000002,1.6,1.8,0.0264874,0.00010595,-0.00010595,0.00198054,-0.00198054
1.9,1.8,2.0,0.0122113,8.54792e-05,-8.54792e-05,0.00207107,-0.00207107
2.1,2.0,2.2,0.00621638,5.59475e-05,-5.59475e-05,0.0016165,-0.0016165
2.3,2.2,2.4,0.00320378,3.84453e-05,-3.84453e-05,0.000818959,-0.000818959
2.5,2.4,2.6,0.00188922,3.02275e-05,-3.02275e-05,0.000484411,-0.000484411
2.7,2.6,2.8,0.00114244,2.51336e-05,-2.51336e-05,0.000293564,-0.000293564
