#: table_doi: 10.17182/hepdata.58995.v1/t74
#: name: Table 74
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 31 to 50 GeV.

#: data_file: Table74.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,3.94988e-05,2.31463e-05,-2.31463e-05,8.05588e-06,-8.05588e-06
0.55,0.5,0.6,0.000129457,9.28209e-05,-9.28209e-05,2.10565e-05,-2.10565e-05
0.6499999999999999,0.6,0.7,0.000188402,0.000102868,-0.000102868,3.61925e-05,-3.61925e-05
0.75,0.7,0.8,0.000388764,0.000146564,-0.000146564,5.24801e-05,-5.24801e-05
0.8500000000000001,0.8,0.9,0.000526798,0.000162254,-0.000162254,0.000129335,-0.000129335
0.95,0.9,1.0,0.00061667,0.000161568,-0.000161568,0.000140068,-0.000140068
1.05,1.0,1.1,0.000642431,0.00015868,-0.00015868,7.00143e-05,-7.00143e-05
1.15,1.1,1.2,0.000610615,0.00014899,-0.00014899,4.90299e-05,-4.90299e-05
1.25,1.2,1.3,0.000573077,0.000136965,-0.000136965,4.04204e-05,-4.04204e-05
1.35,1.3,1.4,0.000624827,0.00014371,-0.00014371,9.16134e-05,-9.16134e-05
1.5,1.4,1.6,0.000625607,0.000117614,-0.000117614,8.58483e-05,-8.58483e-05
1.7000000000000002,1.6,1.8,0.000662326,0.000123193,-0.000123193,7.13909e-05,-7.13909e-05
1.9,1.8,2.0,0.000508973,9.82317e-05,-9.82317e-05,6.22595e-05,-6.22595e-05
2.1,2.0,2.2,0.000426113,8.43704e-05,-8.43704e-05,0.000109887,-0.000109887
2.3,2.2,2.4,0.000363382,7.48566e-05,-7.48566e-05,9.62158e-05,-9.62158e-05
2.5,2.4,2.6,0.000306532,6.65174e-05,-6.65174e-05,6.39812e-05,-6.39812e-05
2.7,2.6,2.8,0.000244986,5.80616e-05,-5.80616e-05,4.76269e-05,-4.76269e-05
2.8,2.6,3.0,-,0,0,0,0
2.9,2.8,3.0,0.000175273,4.39936e-05,-4.39936e-05,6.20715e-05,-6.20715e-05
3.15,3.0,3.3,0.000146086,3.81284e-05,-3.81284e-05,5.16154e-05,-5.16154e-05
3.5999999999999996,3.3,3.9,-,0,0,0,0
3.45,3.3,3.6,0.000108739,3.24042e-05,-3.24042e-05,4.30144e-05,-4.30144e-05
3.75,3.6,3.9,6.7839e-05,2.34723e-05,-2.34723e-05,4.19844e-05,-4.19844e-05
4.05,3.9,4.2,4.45583e-05,1.81352e-05,-1.81352e-05,2.32099e-05,-2.32099e-05
4.35,4.2,4.5,3.39818e-05,1.59035e-05,-1.59035e-05,1.99108e-05,-1.99108e-05
4.65,4.5,4.8,2.19706e-05,1.21937e-05,-1.21937e-05,1.34068e-05,-1.34068e-05
4.949999999999999,4.8,5.1,1.6139e-05,9.65115e-06,-9.65115e-06,1.05894e-05,-1.05894e-05
5.4,5.1,5.7,1.18957e-05,7.54582e-06,-7.54582e-06,5.39832e-06,-5.39832e-06

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,8.60099e-05,3.33718e-05,-3.33718e-05,1.47661e-05,-1.47661e-05
0.55,0.5,0.6,0.000352824,0.000151714,-0.000151714,7.0684e-05,-7.0684e-05
0.6499999999999999,0.6,0.7,0.000565878,0.000181647,-0.000181647,6.5057e-05,-6.5057e-05
0.75,0.7,0.8,0.00109785,0.00024482,-0.00024482,9.03975e-05,-9.03975e-05
