#: table_doi: 10.17182/hepdata.58995.v1/t138
#: name: Table 138
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 6 to 8 GeV.

#: data_file: Table138.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00992836,5.95702e-05,-5.95702e-05,0.000717732,-0.000717732
0.75,0.5,1.0,0.0134561,6.72804e-05,-6.72804e-05,0.000920931,-0.000920931
1.5,1.0,2.0,0.0139135,4.17404e-05,-4.17404e-05,0.000733466,-0.000733466
2.5,2.0,3.0,0.0174388,5.23164e-05,-5.23164e-05,0.000838514,-0.000838514
3.5,3.0,4.0,0.0198633,3.97266e-05,-3.97266e-05,0.00109627,-0.00109627
4.5,4.0,5.0,0.0210098,4.20195e-05,-4.20195e-05,0.00119958,-0.00119958
5.5,5.0,6.0,0.0212571,4.25142e-05,-4.25142e-05,0.00121501,-0.00121501
6.5,6.0,7.0,0.0204064,4.08129e-05,-4.08129e-05,0.00104353,-0.00104353
7.5,7.0,8.0,0.0190165,3.80329e-05,-3.80329e-05,0.000982987,-0.000982987
8.5,8.0,9.0,0.016757,3.3514e-05,-3.3514e-05,0.000866678,-0.000866678
9.5,9.0,10.0,0.0143498,2.86997e-05,-2.86997e-05,0.000689241,-0.000689241
11.0,10.0,12.0,0.0109629,2.19258e-05,-2.19258e-05,0.000559323,-0.000559323
13.5,12.0,15.0,0.00621338,1.24268e-05,-1.24268e-05,0.000418885,-0.000418885
16.5,15.0,18.0,0.00263555,7.90664e-06,-7.90664e-06,0.000261438,-0.000261438
19.5,18.0,21.0,0.000923954,4.61977e-06,-4.61977e-06,0.000132006,-0.000132006
22.5,21.0,24.0,0.000280738,2.24591e-06,-2.24591e-06,4.86018e-05,-4.86018e-05
25.5,24.0,27.0,7.69339e-05,1.23094e-06,-1.23094e-06,1.40867e-05,-1.40867e-05
28.5,27.0,30.0,1.79196e-05,7.52625e-07,-7.52625e-07,3.50928e-06,-3.50928e-06
31.5,30.0,33.0,2.9112e-06,1.92138e-07,-1.92138e-07,5.65691e-07,-5.65691e-07

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0171761,8.58804e-05,-8.58804e-05,0.00131574,-0.00131574
0.75,0.5,1.0,0.0225528,9.02114e-05,-9.02114e-05,0.00120441,-0.00120441
1.5,1.0,2.0,0.0208094,6.24283e-05,-6.24283e-05,0.000831336,-0.000831336
2.5,2.0,3.0,0.0232615,4.6523e-05,-4.6523e-05,0.000929295,-0.000929295
3.5,3.0,4.0,0.0236657,4.73313e-05,-4.73313e-05,0.00107542,-0.00107542
4.5,4.0,5.0,0.0225479,4.50959e-05,-4.50959e-05,0.0011444,-0.0011444
5.5,5.0,6.0,0.020761,4.1522e-05,-4.1522e-05,0.00101198,-0.00101198
6.5,6.0,7.0,0.0186111,3.72222e-05,-3.72222e-05,0.00092139,-0.00092139
7.5,7.0,8.0,0.0160718,3.21437e-05,-3.21437e-05,0.00073703,-0.00073703
8.5,8.0,9.0,0.0136306,2.72612e-05,-2.72612e-05,0.00063875,-0.00063875
9.5,9.0,10.0,0.0111819,2.23638e-05,-2.23638e-05,0.000489839,-0.000489839
11.0,10.0,12.0,0.0081804,1.63608e-05,-1.63608e-05,0.000403999,-0.000403999
13.5,12.0,15.0,0.00439882,1.31964e-05,-1.31964e-05,0.000312254,-0.000312254
16.5,15.0,18.0,0.00178446,7.13783e-06,-7.13783e-06,0.000198548,-0.000198548
19.5,18.0,21.0,0.000639458,3.83675e-06,-3.83675e-06,0.000101802,-0.000101802
22.5,21.0,24.0,0.000212577,2.12577e-06,-2.12577e-06,3.9406e-05,-3.9406e-05
25.5,24.0,27.0,5.99449e-05,1.13895e-06,-1.13895e-06,1.25328e-05,-1.25328e-05
28.5,27.0,30.0,1.58531e-05,6.34123e-07,-6.34123e-07,3.94955e-06,-3.94955e-06
31.5,30.0,33.0,3.0001e-06,2.67011e-07,-2.67011e-07,8.61548e-07,-8.61548e-07

