#: table_doi: 10.17182/hepdata.58995.v1/t77
#: name: Table 77
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 5 to 6 GeV.

#: data_file: Table77.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
3.75,3.6,3.9,0.000125975,9.57414e-06,-9.57414e-06,3.68897e-05,-3.68897e-05
4.05,3.9,4.2,5.65698e-05,5.37413e-06,-5.37413e-06,1.44813e-05,-1.44813e-05
4.35,4.2,4.5,5.3288e-05,7.24717e-06,-7.24717e-06,1.47051e-05,-1.47051e-05
4.65,4.5,4.8,3.35769e-05,4.96938e-06,-4.96938e-06,9.8324e-06,-9.8324e-06
4.949999999999999,4.8,5.1,3.34822e-05,5.0893e-06,-5.0893e-06,9.45735e-06,-9.45735e-06
5.25,5.1,5.4,2.13015e-05,4.32421e-06,-4.32421e-06,6.23778e-06,-6.23778e-06
5.550000000000001,5.4,5.7,1.13513e-05,2.6108e-06,-2.6108e-06,3.47955e-06,-3.47955e-06

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.018662,0.000111972,-0.000111972,0.00194336,-0.00194336
0.55,0.5,0.6,0.0750418,0.000450251,-0.000450251,0.00403415,-0.00403415
0.6499999999999999,0.6,0.7,0.155215,0.000620862,-0.000620862,0.00540364,-0.00540364
0.75,0.7,0.8,0.261119,0.000783358,-0.000783358,0.00977367,-0.00977367
0.8500000000000001,0.8,0.9,0.350907,0.000701814,-0.000701814,0.0119566,-0.0119566
0.95,0.9,1.0,0.374517,0.000749034,-0.000749034,0.0124608,-0.0124608
1.05,1.0,1.1,0.321671,0.000643343,-0.000643343,0.0100287,-0.0100287
1.15,1.1,1.2,0.239626,0.000718879,-0.000718879,0.00949779,-0.00949779
1.25,1.2,1.3,0.158706,0.000476118,-0.000476118,0.00755314,-0.00755314
1.35,1.3,1.4,0.0982922,0.000393169,-0.000393169,0.00549821,-0.00549821
1.5,1.4,1.6,0.047749,0.000190996,-0.000190996,0.0029076,-0.0029076
1.7000000000000002,1.6,1.8,0.0182775,0.000127942,-0.000127942,0.00156334,-0.00156334
1.9,1.8,2.0,0.00771533,8.48686e-05,-8.48686e-05,0.000900514,-0.000900514
2.1,2.0,2.2,0.00376291,5.64437e-05,-5.64437e-05,0.000772552,-0.000772552
2.3,2.2,2.4,0.00205264,4.5158e-05,-4.5158e-05,0.000482217,-0.000482217
2.5,2.4,2.6,0.00110977,3.10737e-05,-3.10737e-05,0.000295089,-0.000295089
2.7,2.6,2.8,0.000679451,2.37808e-05,-2.37808e-05,0.00018102,-0.00018102
2.9,2.8,3.0,0.00033225,1.56158e-05,-1.56158e-05,9.95365e-05,-9.95365e-05
3.15,3.0,3.3,0.000219438,1.27274e-05,-1.27274e-05,6.49948e-05,-6.49948e-05
3.45,3.3,3.6,0.000109952,8.7962e-06,-8.7962e-06,2.45573e-05,-2.45573e-05
3.75,3.6,3.9,5.73263e-05,6.70718e-06,-6.70718e-06,1.83109e-05,-1.83109e-05
4.05,3.9,4.2,3.47603e-05,4.31028e-06,-4.31028e-06,1.04273e-05,-1.04273e-05
4.35,4.2,4.5,3.11596e-05,4.26887e-06,-4.26887e-06,6.52093e-06,-6.52093e-06
4.65,4.5,4.8,2.20696e-05,4.43598e-06,-4.43598e-06,6.46269e-06,-6.46269e-06
4.949999999999999,4.8,5.1,1.04226e-05,3.49157e-06,-3.49157e-06,3.09842e-06,-3.09842e-06
5.25,5.1,5.4,8.6732e-06,3.02694e-06,-3.02694e-06,2.27388e-06,-2.27388e-06
5.550000000000001,5.4,5.7,-,0,0,0,0

