#: table_doi: 10.17182/hepdata.58995.v1/t70
#: name: Table 70
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 11 to 14 GeV.

#: data_file: Table70.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00092628,3.70512e-05,-3.70512e-05,0.000104493,-0.000104493
0.55,0.5,0.6,0.00285842,0.000137204,-0.000137204,0.000201696,-0.000201696
0.6499999999999999,0.6,0.7,0.00651157,0.000201859,-0.000201859,0.00030031,-0.00030031
0.75,0.7,0.8,0.0115544,0.000254198,-0.000254198,0.000467206,-0.000467206
0.8500000000000001,0.8,0.9,0.0175221,0.000297876,-0.000297876,0.000619749,-0.000619749
0.95,0.9,1.0,0.0224455,0.000336682,-0.000336682,0.000769392,-0.000769392
1.05,1.0,1.1,0.0252463,0.000328203,-0.000328203,0.000852415,-0.000852415
1.15,1.1,1.2,0.0251104,0.000326435,-0.000326435,0.000801962,-0.000801962
1.25,1.2,1.3,0.0220253,0.000286329,-0.000286329,0.000732818,-0.000732818
1.35,1.3,1.4,0.0183054,0.000256276,-0.000256276,0.000713676,-0.000713676
1.5,1.4,1.6,0.0134606,0.000188449,-0.000188449,0.000492187,-0.000492187
1.7000000000000002,1.6,1.8,0.0082678,0.000140553,-0.000140553,0.000432462,-0.000432462
1.9,1.8,2.0,0.00460705,9.67481e-05,-9.67481e-05,0.000222669,-0.000222669
2.1,2.0,2.2,0.00269176,6.99858e-05,-6.99858e-05,0.000335089,-0.000335089
2.3,2.2,2.4,0.00159819,5.27402e-05,-5.27402e-05,0.000202251,-0.000202251
2.5,2.4,2.6,0.000975937,4.00134e-05,-4.00134e-05,9.14677e-05,-9.14677e-05
2.7,2.6,2.8,0.000623484,3.36681e-05,-3.36681e-05,5.78733e-05,-5.78733e-05
2.9,2.8,3.0,0.000381118,2.51538e-05,-2.51538e-05,8.2721e-05,-8.2721e-05
3.15,3.0,3.3,0.000211283,1.64801e-05,-1.64801e-05,3.75746e-05,-3.75746e-05
3.45,3.3,3.6,0.000124589,1.29573e-05,-1.29573e-05,2.50502e-05,-2.50502e-05
3.75,3.6,3.9,6.51261e-05,8.59665e-06,-8.59665e-06,1.77014e-05,-1.77014e-05
4.05,3.9,4.2,4.79718e-05,8.44304e-06,-8.44304e-06,1.28162e-05,-1.28162e-05
4.35,4.2,4.5,3.86826e-05,7.89126e-06,-7.89126e-06,1.1362e-05,-1.1362e-05
4.5,4.2,4.8,-,0,0,0,0
4.65,4.5,4.8,2.1922e-05,6.5766e-06,-6.5766e-06,6.64576e-06,-6.64576e-06
5.25,4.8,5.7,-,0,0,0,0
5.1,4.8,5.4,8.95e-06,2.761e-06,-2.761e-06,2.09067e-06,-2.09067e-06

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00196585,5.50439e-05,-5.50439e-05,0.000176665,-0.000176665
0.55,0.5,0.6,0.00700145,0.000224046,-0.000224046,0.000338613,-0.000338613
0.6499999999999999,0.6,0.7,0.0131522,0.000289347,-0.000289347,0.000505289,-0.000505289
0.75,0.7,0.8,0.0207342,0.000352481,-0.000352481,0.000852877,-0.000852877
0.8500000000000001,0.8,0.9,0.0275731,0.000386024,-0.000386024,0.00107747,-0.00107747
0.95,0.9,1.0,0.0306423,0.00039835,-0.00039835,0.0011974,-0.0011974
1.05,1.0,1.1,0.028728,0.000373464,-0.000373464,0.000942348,-0.000942348
1.15,1.1,1.2,0.0236173,0.000307025,-0.000307025,0.000797411,-0.000797411
1.25,1.2,1.3,0.0182905,0.000274357,-0.000274357,0.00075236,-0.00075236
1.35,1.3,1.4,0.0124174,0.000211095,-0.000211095,0.000568494,-0.000568494
1.5,1.4,1.6,0.00757914,0.000136425,-0.000136425,0.000381299,-0.000381299
1.7000000000000002,1.6,1.8,0.00378794,9.09106e-05,-9.09106e-05,0.0002128,-0.0002128
1.9,1.8,2.0,0.00187537,6.18874e-05,-6.18874e-05,0.000161151,-0.000161151
2.1,2.0,2.2,0.000938563,4.22353e-05,-4.22353e-05,0.000118724,-0.000118724
2.3,2.2,2.4,0.000543101,3.25861e-05,-3.25861e-05,3.32846e-05,-3.32846e-05
2.5,2.4,2.6,0.000306909,2.45527e-05,-2.45527e-05,3.67202e-05,-3.67202e-05
2.7,2.6,2.8,0.000165612,1.68924e-05,-1.68924e-05,3.78545e-05,-3.78545e-05
2.9,2.8,3.0,0.00011455,1.45478e-05,-1.45478e-05,2.62184e-05,-2.62184e-05
3.15,3.0,3.3,5.71575e-05,8.40215e-06,-8.40215e-06,1.09855e-05,-1.09855e-05
3.45,3.3,3.6,4.08294e-05,7.26763e-06,-7.26763e-06,1.05498e-05,-1.05498e-05
3.75,3.6,3.9,3.51191e-05,7.9018e-06,-7.9018e-06,9.86978e-06,-9.86978e-06
4.05,3.9,4.2,1.7032e-05,5.2118e-06,-5.2118e-06,5.00449e-06,-5.00449e-06
4.35,4.2,4.5,-,0,0,0,0
4.5,4.2,4.8,1.13772e-05,3.47878e-06,-3.47878e-06,2.37764e-06,-2.37764e-06
4.65,4.5,4.8,-,0,0,0,0
5.25,4.8,5.7,6.1126e-06,2.15529e-06,-2.15529e-06,1.39213e-06,-1.39213e-06
5.1,4.8,5.4,-,0,0,0,0

