#: table_doi: 10.17182/hepdata.58995.v1/t105
#: name: Table 105
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 50 to 100 GeV.

#: data_file: Table105.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,50.0-100.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,3.6634e-06,4.96393e-06,-4.96393e-06,1.08814e-06,-1.08814e-06
0.55,0.5,0.6,1.34047e-05,2.08578e-05,-2.08578e-05,4.2263e-06,-4.2263e-06
0.6499999999999999,0.6,0.7,1.9269e-05,1.62631e-05,-1.62631e-05,3.90207e-06,-3.90207e-06
0.75,0.7,0.8,3.81468e-05,2.73131e-05,-2.73131e-05,3.35258e-06,-3.35258e-06
0.8500000000000001,0.8,0.9,3.6874e-05,2.59593e-05,-2.59593e-05,7.44665e-06,-7.44665e-06
0.95,0.9,1.0,4.96937e-05,2.40518e-05,-2.40518e-05,9.47279e-06,-9.47279e-06
1.05,1.0,1.1,5.58293e-05,2.16618e-05,-2.16618e-05,1.28896e-05,-1.28896e-05
1.15,1.1,1.2,8.29561e-05,3.0279e-05,-3.0279e-05,7.03605e-06,-7.03605e-06
1.25,1.2,1.3,5.14959e-05,2.14738e-05,-2.14738e-05,7.61898e-06,-7.61898e-06
1.35,1.3,1.4,4.33147e-05,1.73259e-05,-1.73259e-05,9.2716e-06,-9.2716e-06
1.5,1.4,1.6,6.11655e-05,1.95118e-05,-1.95118e-05,7.44275e-06,-7.44275e-06
1.7000000000000002,1.6,1.8,6.31106e-05,2.00692e-05,-2.00692e-05,1.6183e-05,-1.6183e-05
