#: table_doi: 10.17182/hepdata.58995.v1/t90
#: name: Table 90
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 11 to 14 GeV.

#: data_file: Table90.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000988243,2.07531e-05,-2.07531e-05,0.000111505,-0.000111505
0.55,0.5,0.6,0.00362463,7.97419e-05,-7.97419e-05,0.000257093,-0.000257093
0.6499999999999999,0.6,0.7,0.00913456,0.000118749,-0.000118749,0.000361133,-0.000361133
0.75,0.7,0.8,0.0186166,0.000167549,-0.000167549,0.000838987,-0.000838987
0.8500000000000001,0.8,0.9,0.0320155,0.000192093,-0.000192093,0.00121827,-0.00121827
0.95,0.9,1.0,0.045271,0.000226355,-0.000226355,0.00176499,-0.00176499
1.05,1.0,1.1,0.0511827,0.000255914,-0.000255914,0.00161449,-0.00161449
1.15,1.1,1.2,0.0473819,0.000189528,-0.000189528,0.0016033,-0.0016033
1.25,1.2,1.3,0.0388149,0.000194074,-0.000194074,0.00163253,-0.00163253
1.35,1.3,1.4,0.0283709,0.000141854,-0.000141854,0.00130105,-0.00130105
1.5,1.4,1.6,0.0169678,0.000101807,-0.000101807,0.000761096,-0.000761096
1.7000000000000002,1.6,1.8,0.00803083,6.42467e-05,-6.42467e-05,0.000584653,-0.000584653
1.9,1.8,2.0,0.00381339,4.19473e-05,-4.19473e-05,0.000638318,-0.000638318
2.1,2.0,2.2,0.00194781,2.92171e-05,-2.92171e-05,0.000503428,-0.000503428
2.3,2.2,2.4,0.00109892,2.19784e-05,-2.19784e-05,0.000280024,-0.000280024
2.5,2.4,2.6,0.000630158,1.70143e-05,-1.70143e-05,0.000160475,-0.000160475
2.7,2.6,2.8,0.000373256,1.23174e-05,-1.23174e-05,9.73575e-05,-9.73575e-05
2.9,2.8,3.0,0.00024069,1.05903e-05,-1.05903e-05,7.23892e-05,-7.23892e-05
3.15,3.0,3.3,0.000129037,6.45186e-06,-6.45186e-06,3.77863e-05,-3.77863e-05
3.45,3.3,3.6,8.75694e-05,5.86715e-06,-5.86715e-06,2.56432e-05,-2.56432e-05
3.75,3.6,3.9,4.95966e-05,3.86854e-06,-3.86854e-06,1.45235e-05,-1.45235e-05
4.05,3.9,4.2,3.15632e-05,3.37726e-06,-3.37726e-06,9.3277e-06,-9.3277e-06
4.35,4.2,4.5,2.13964e-05,2.50337e-06,-2.50337e-06,6.02983e-06,-6.02983e-06
4.65,4.5,4.8,1.65345e-05,2.97621e-06,-2.97621e-06,4.90913e-06,-4.90913e-06
4.949999999999999,4.8,5.1,8.2893e-06,1.80706e-06,-1.80706e-06,2.71941e-06,-2.71941e-06
5.1,4.8,5.4,-,0,0,0,0
5.25,5.1,5.4,6.73e-06,1.60859e-06,-1.60859e-06,1.4782e-06,-1.4782e-06
5.7,5.4,6.0,4.5297e-06,9.99823e-07,-9.99823e-07,9.82092e-07,-9.82092e-07
6.5,6.0,7.0,1.9586e-06,4.58311e-07,-4.58311e-07,5.9757e-07,-5.9757e-07

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00212553,3.18829e-05,-3.18829e-05,0.000251217,-0.000251217
