#: table_doi: 10.17182/hepdata.58995.v1/t24
#: name: Table 24
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 31 to 50 GeV.

#: data_file: Table24.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,1.9026e-05,1.11493e-05,-1.11493e-05,2.38581e-06,-2.38581e-06
1.5,1.0,2.0,3.15896e-05,1.35203e-05,-1.35203e-05,2.35235e-06,-2.35235e-06
2.5,2.0,3.0,4.60972e-05,1.53964e-05,-1.53964e-05,3.73131e-06,-3.73131e-06
3.5,3.0,4.0,4.46933e-05,1.31845e-05,-1.31845e-05,1.09318e-05,-1.09318e-05
4.5,4.0,5.0,4.38413e-05,1.14426e-05,-1.14426e-05,1.33592e-05,-1.33592e-05
5.5,5.0,6.0,5.96215e-05,1.33552e-05,-1.33552e-05,8.15491e-06,-8.15491e-06
6.5,6.0,7.0,7.36724e-05,1.46608e-05,-1.46608e-05,8.1526e-06,-8.1526e-06
7.5,7.0,8.0,7.48821e-05,1.41527e-05,-1.41527e-05,6.93576e-06,-6.93576e-06
8.5,8.0,9.0,7.0943e-05,1.32663e-05,-1.32663e-05,1.26655e-05,-1.26655e-05
9.5,9.0,10.0,6.55804e-05,1.25914e-05,-1.25914e-05,9.40317e-06,-9.40317e-06
11.0,10.0,12.0,6.33993e-05,1.10315e-05,-1.10315e-05,6.65473e-06,-6.65473e-06
13.5,12.0,15.0,6.56525e-05,9.65092e-06,-9.65092e-06,6.60568e-06,-6.60568e-06
16.5,15.0,18.0,5.53863e-05,8.52949e-06,-8.52949e-06,4.26007e-06,-4.26007e-06
19.5,18.0,21.0,3.22567e-05,6.38683e-06,-6.38683e-06,8.48195e-06,-8.48195e-06
22.5,21.0,24.0,1.86983e-05,4.56239e-06,-4.56239e-06,4.95359e-06,-4.95359e-06
25.5,24.0,27.0,1.4027e-05,4.19407e-06,-4.19407e-06,3.82599e-06,-3.82599e-06
28.5,27.0,30.0,7.4881e-06,2.94281e-06,-2.94281e-06,2.75417e-06,-2.75417e-06

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,4.44799e-05,1.68134e-05,-1.68134e-05,4.63806e-06,-4.63806e-06
1.5,1.0,2.0,7.45624e-05,2.08029e-05,-2.08029e-05,1.73854e-05,-1.73854e-05
2.5,2.0,3.0,0.000107693,2.32616e-05,-2.32616e-05,9.55973e-06,-9.55973e-06
3.5,3.0,4.0,0.000136912,2.42335e-05,-2.42335e-05,1.04148e-05,-1.04148e-05
4.5,4.0,5.0,0.000121349,2.02653e-05,-2.02653e-05,1.49857e-05,-1.49857e-05
5.5,5.0,6.0,0.000115722,1.89783e-05,-1.89783e-05,1.58282e-05,-1.58282e-05
6.5,6.0,7.0,0.000105413,1.70769e-05,-1.70769e-05,1.29504e-05,-1.29504e-05
7.5,7.0,8.0,9.75297e-05,1.56048e-05,-1.56048e-05,1.06697e-05,-1.06697e-05
8.5,8.0,9.0,8.78774e-05,1.46755e-05,-1.46755e-05,1.14267e-05,-1.14267e-05
9.5,9.0,10.0,7.12485e-05,1.25397e-05,-1.25397e-05,6.0668e-06,-6.0668e-06
11.0,10.0,12.0,5.4305e-05,9.8292e-06,-9.8292e-06,1.00313e-05,-1.00313e-05
13.5,12.0,15.0,3.55746e-05,7.18607e-06,-7.18607e-06,4.95592e-06,-4.95592e-06
16.5,15.0,18.0,1.55214e-05,4.62538e-06,-4.62538e-06,3.80663e-06,-3.80663e-06
19.5,18.0,21.0,5.1935e-06,2.51883e-06,-2.51883e-06,1.20309e-06,-1.20309e-06
22.5,21.0,24.0,-,0,0,0,0
25.5,24.0,27.0,-,0,0,0,0
28.5,27.0,30.0,-,0,0,0,0

