#: table_doi: 10.17182/hepdata.58995.v1/t80
#: name: Table 80
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 11 to 14 GeV.

#: data_file: Table80.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000978636,2.64232e-05,-2.64232e-05,0.000114855,-0.000114855
0.55,0.5,0.6,0.00343026,9.94775e-05,-9.94775e-05,0.000223257,-0.000223257
0.6499999999999999,0.6,0.7,0.00785133,0.000141324,-0.000141324,0.000286869,-0.000286869
0.75,0.7,0.8,0.0148849,0.000193504,-0.000193504,0.000651546,-0.000651546
0.8500000000000001,0.8,0.9,0.023939,0.00023939,-0.00023939,0.000910941,-0.000910941
0.95,0.9,1.0,0.032202,0.000257616,-0.000257616,0.000993055,-0.000993055
1.05,1.0,1.1,0.0357547,0.000250283,-0.000250283,0.00115693,-0.00115693
1.15,1.1,1.2,0.0348731,0.000244111,-0.000244111,0.00125495,-0.00125495
1.25,1.2,1.3,0.0299864,0.000209905,-0.000209905,0.00102832,-0.00102832
1.35,1.3,1.4,0.0232315,0.000185852,-0.000185852,0.0010807,-0.0010807
1.5,1.4,1.6,0.0151881,0.000121505,-0.000121505,0.000692018,-0.000692018
1.7000000000000002,1.6,1.8,0.00797928,8.7772e-05,-8.7772e-05,0.000488238,-0.000488238
1.9,1.8,2.0,0.00419527,5.87337e-05,-5.87337e-05,0.000477911,-0.000477911
2.1,2.0,2.2,0.00224655,4.26844e-05,-4.26844e-05,0.000481962,-0.000481962
2.3,2.2,2.4,0.00125188,3.12971e-05,-3.12971e-05,0.000287694,-0.000287694
2.5,2.4,2.6,0.000720951,2.30704e-05,-2.30704e-05,0.00017981,-0.00017981
2.7,2.6,2.8,0.00045394,1.90655e-05,-1.90655e-05,0.00011929,-0.00011929
2.9,2.8,3.0,0.000282455,1.5535e-05,-1.5535e-05,8.2712e-05,-8.2712e-05
3.15,3.0,3.3,0.000148789,9.22495e-06,-9.22495e-06,4.56546e-05,-4.56546e-05
3.45,3.3,3.6,9.48605e-05,7.39912e-06,-7.39912e-06,2.82371e-05,-2.82371e-05
3.75,3.6,3.9,5.63058e-05,5.51796e-06,-5.51796e-06,1.70953e-05,-1.70953e-05
4.05,3.9,4.2,3.71282e-05,4.93805e-06,-4.93805e-06,9.46667e-06,-9.46667e-06
4.35,4.2,4.5,2.94816e-05,4.48121e-06,-4.48121e-06,8.31894e-06,-8.31894e-06
4.65,4.5,4.8,1.3713e-05,2.96202e-06,-2.96202e-06,4.49875e-06,-4.49875e-06
4.949999999999999,4.8,5.1,9.95e-06,2.98506e-06,-2.98506e-06,2.83583e-06,-2.83583e-06
5.25,5.1,5.4,1.09108e-05,2.73861e-06,-2.73861e-06,3.30377e-06,-3.30377e-06
5.7,5.4,6.0,4.5998e-06,1.31818e-06,-1.31818e-06,1.0754e-06,-1.0754e-06

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00218541,3.93375e-05,-3.93375e-05,0.000213936,-0.000213936
0.55,0.5,0.6,0.0078532,0.000157064,-0.000157064,0.000465331,-0.000465331
0.6499999999999999,0.6,0.7,0.0156322,0.000218851,-0.000218851,0.000544216,-0.000544216
0.75,0.7,0.8,0.0258178,0.000258178,-0.000258178,0.000966359,-0.000966359
0.8500000000000001,0.8,0.9,0.0347726,0.000278181,-0.000278181,0.00118482,-0.00118482
0.95,0.9,1.0,0.0392713,0.000274899,-0.000274899,0.00130662,-0.00130662
1.05,1.0,1.1,0.0377703,0.000264392,-0.000264392,0.00117756,-0.00117756
1.15,1.1,1.2,0.0311484,0.000249188,-0.000249188,0.00123459,-0.00123459
1.25,1.2,1.3,0.0235344,0.000188275,-0.000188275,0.00112005,-0.00112005
1.35,1.3,1.4,0.0158993,0.000158993,-0.000158993,0.000889369,-0.000889369
1.5,1.4,1.6,0.0088719,9.75908e-05,-9.75908e-05,0.000540239,-0.000540239
1.7000000000000002,1.6,1.8,0.00411098,6.16647e-05,-6.16647e-05,0.000350399,-0.000350399
1.9,1.8,2.0,0.00193996,4.07392e-05,-4.07392e-05,0.000226428,-0.000226428
