#: table_doi: 10.17182/hepdata.58995.v1/t91
#: name: Table 91
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 14 to 19 GeV.

#: data_file: Table91.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000499935,1.5498e-05,-1.5498e-05,5.32824e-05,-5.32824e-05
0.55,0.5,0.6,0.00163027,5.54292e-05,-5.54292e-05,0.000100853,-0.000100853
0.6499999999999999,0.6,0.7,0.00386688,8.12044e-05,-8.12044e-05,0.000144892,-0.000144892
0.75,0.7,0.8,0.00745774,0.000104408,-0.000104408,0.000336095,-0.000336095
0.8500000000000001,0.8,0.9,0.0125971,0.000138568,-0.000138568,0.000479352,-0.000479352
0.95,0.9,1.0,0.017571,0.000158139,-0.000158139,0.000685043,-0.000685043
1.05,1.0,1.1,0.0201443,0.000161155,-0.000161155,0.000635425,-0.000635425
1.15,1.1,1.2,0.0206132,0.000144292,-0.000144292,0.000697505,-0.000697505
1.25,1.2,1.3,0.0182678,0.000127875,-0.000127875,0.000768335,-0.000768335
1.35,1.3,1.4,0.0147409,0.000117927,-0.000117927,0.000675994,-0.000675994
1.5,1.4,1.6,0.00993725,7.9498e-05,-7.9498e-05,0.000445739,-0.000445739
1.7000000000000002,1.6,1.8,0.00542147,5.96361e-05,-5.96361e-05,0.000394689,-0.000394689
1.9,1.8,2.0,0.00293162,4.10427e-05,-4.10427e-05,0.00049072,-0.00049072
2.1,2.0,2.2,0.0016326,2.93868e-05,-2.93868e-05,0.00042196,-0.00042196
2.3,2.2,2.4,0.000967728,2.129e-05,-2.129e-05,0.000246594,-0.000246594
2.5,2.4,2.6,0.000562727,1.57563e-05,-1.57563e-05,0.000143303,-0.000143303
2.7,2.6,2.8,0.000363713,1.30937e-05,-1.30937e-05,9.34077e-05,-9.34077e-05
2.9,2.8,3.0,0.000224607,9.88269e-06,-9.88269e-06,6.57722e-05,-6.57722e-05
3.15,3.0,3.3,0.000123844,6.43989e-06,-6.43989e-06,3.84018e-05,-3.84018e-05
3.45,3.3,3.6,7.39422e-05,4.80624e-06,-4.80624e-06,2.17112e-05,-2.17112e-05
3.75,3.6,3.9,4.72645e-05,4.15928e-06,-4.15928e-06,1.38946e-05,-1.38946e-05
4.05,3.9,4.2,2.9122e-05,3.20342e-06,-3.20342e-06,8.52787e-06,-8.52787e-06
4.35,4.2,4.5,2.72985e-05,3.4669e-06,-3.4669e-06,8.00641e-06,-8.00641e-06
4.65,4.5,4.8,1.63426e-05,2.51676e-06,-2.51676e-06,4.79501e-06,-4.79501e-06
4.8,4.5,5.1,-,0,0,0,0
4.949999999999999,4.8,5.1,1.13155e-05,2.37626e-06,-2.37626e-06,3.45165e-06,-3.45165e-06
5.55,5.1,6.0,-,0,0,0,0
5.4,5.1,5.7,4.6425e-06,8.89339e-07,-8.89339e-07,8.31286e-07,-8.31286e-07
6.35,5.7,7.0,2.1488e-06,4.75763e-07,-4.75763e-07,4.54678e-07,-4.54678e-07

#: PT(C=JET) [GeV],,,14.0-19.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
