#: table_doi: 10.17182/hepdata.58995.v1/t54
#: name: Table 54
#: description: Distribution of the variable N(C=CHARGED) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 31 to 50 GeV.

#: data_file: Table54.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DN(C
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,9.9081e-06,3.96323e-06,-3.96323e-06,1.3687e-06,-1.3687e-06
1.5,1.0,2.0,2.26578e-05,5.68711e-06,-5.68711e-06,2.89909e-06,-2.89909e-06
2.5,2.0,3.0,3.02162e-05,5.80152e-06,-5.80152e-06,3.638e-06,-3.638e-06
3.5,3.0,4.0,3.22904e-05,5.19876e-06,-5.19876e-06,4.64355e-06,-4.64355e-06
4.5,4.0,5.0,3.86652e-05,5.49046e-06,-5.49046e-06,4.34016e-06,-4.34016e-06
5.5,5.0,6.0,4.53566e-05,5.71493e-06,-5.71493e-06,6.9715e-06,-6.9715e-06
6.5,6.0,7.0,5.34884e-05,6.09768e-06,-6.09768e-06,7.81124e-06,-7.81124e-06
7.5,7.0,8.0,5.77373e-05,6.06242e-06,-6.06242e-06,9.99605e-06,-9.99605e-06
8.5,8.0,9.0,5.77924e-05,5.83703e-06,-5.83703e-06,1.13697e-05,-1.13697e-05
9.5,9.0,10.0,5.78638e-05,5.72851e-06,-5.72851e-06,6.30051e-06,-6.30051e-06
11.0,10.0,12.0,5.62942e-05,5.06648e-06,-5.06648e-06,6.63406e-06,-6.63406e-06
13.5,12.0,15.0,5.12102e-05,4.25045e-06,-4.25045e-06,5.35376e-06,-5.35376e-06
16.5,15.0,18.0,4.00409e-05,3.60368e-06,-3.60368e-06,4.68256e-06,-4.68256e-06
19.5,18.0,21.0,2.57655e-05,2.80844e-06,-2.80844e-06,6.98761e-06,-6.98761e-06
22.5,21.0,24.0,1.5125e-05,2.04188e-06,-2.04188e-06,5.13131e-06,-5.13131e-06
25.5,24.0,27.0,8.4408e-06,1.48558e-06,-1.48558e-06,2.46407e-06,-2.46407e-06
28.5,27.0,30.0,4.1792e-06,9.9464e-07,-9.9464e-07,2.11305e-06,-2.11305e-06
32.0,30.0,34.0,1.5644e-06,5.74129e-07,-5.74129e-07,9.47823e-07,-9.47823e-07

#: PT(C=JET) [GeV],,,31.0-50.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
N(C=CHARGED),N(C=CHARGED) LOW,N(C=CHARGED) HIGH,(1/N(C=EVENTS)*D(N)/DN(C=CHARGED),stat +,stat -,sys +,sys -
0.5,0.0,1.0,3.13543e-05,7.52502e-06,-7.52502e-06,5.0968e-06,-5.0968e-06
1.5,1.0,2.0,5.14454e-05,8.53994e-06,-8.53994e-06,5.50242e-06,-5.50242e-06
2.5,2.0,3.0,6.68526e-05,8.55713e-06,-8.55713e-06,1.17291e-05,-1.17291e-05
3.5,3.0,4.0,8.63872e-05,9.15704e-06,-9.15704e-06,7.55875e-06,-7.55875e-06
4.5,4.0,5.0,8.79258e-05,8.5288e-06,-8.5288e-06,9.90717e-06,-9.90717e-06
5.5,5.0,6.0,8.59987e-05,7.91188e-06,-7.91188e-06,1.0482e-05,-1.0482e-05
6.5,6.0,7.0,8.21631e-05,7.31252e-06,-7.31252e-06,1.13055e-05,-1.13055e-05
7.5,7.0,8.0,7.76379e-05,6.83214e-06,-6.83214e-06,8.80976e-06,-8.80976e-06
8.5,8.0,9.0,7.17769e-05,6.5317e-06,-6.5317e-06,8.04785e-06,-8.04785e-06
9.5,9.0,10.0,6.11155e-05,5.68374e-06,-5.68374e-06,6.05506e-06,-6.05506e-06
11.0,10.0,12.0,4.65484e-05,4.4221e-06,-4.4221e-06,4.45602e-06,-4.45602e-06
13.5,12.0,15.0,2.82375e-05,3.02141e-06,-3.02141e-06,3.76506e-06,-3.76506e-06
16.5,15.0,18.0,1.40741e-05,1.97037e-06,-1.97037e-06,2.52406e-06,-2.52406e-06
19.5,18.0,21.0,6.8941e-06,1.34435e-06,-1.34435e-06,1.55598e-06,-1.55598e-06
22.5,21.0,24.0,3.637e-06,1.02562e-06,-1.02562e-06,1.572e-06,-1.572e-06
25.5,24.0,27.0,1.601e-06,6.82153e-07,-6.82153e-07,7.31607e-07,-7.31607e-07
28.5,27.0,30.0,-,0,0,0,0
32.0,30.0,34.0,-,0,0,0,0

