#: table_doi: 10.17182/hepdata.58995.v1/t98
#: name: Table 98
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 6 to 8 GeV.

#: data_file: Table98.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0101523,5.07613e-05,-5.07613e-05,0.00122532,-0.00122532
0.55,0.5,0.6,0.0481146,0.000240573,-0.000240573,0.00355918,-0.00355918
0.6499999999999999,0.6,0.7,0.12637,0.000379109,-0.000379109,0.00547051,-0.00547051
0.75,0.7,0.8,0.25953,0.00051906,-0.00051906,0.0113602,-0.0113602
0.8500000000000001,0.8,0.9,0.387303,0.000387303,-0.000387303,0.0153511,-0.0153511
0.95,0.9,1.0,0.428548,0.000428548,-0.000428548,0.0161717,-0.0161717
1.05,1.0,1.1,0.370972,0.000370972,-0.000370972,0.012899,-0.012899
1.15,1.1,1.2,0.270695,0.000270695,-0.000270695,0.00986829,-0.00986829
1.25,1.2,1.3,0.178687,0.000357374,-0.000357374,0.00861411,-0.00861411
1.35,1.3,1.4,0.113115,0.000226229,-0.000226229,0.00631115,-0.00631115
1.5,1.4,1.6,0.0573097,0.000114619,-0.000114619,0.00310585,-0.00310585
1.7000000000000002,1.6,1.8,0.023616,9.44639e-05,-9.44639e-05,0.00202547,-0.00202547
1.9,1.8,2.0,0.0103042,6.18253e-05,-6.18253e-05,0.00200048,-0.00200048
2.1,2.0,2.2,0.00523606,4.18885e-05,-4.18885e-05,0.00133341,-0.00133341
2.3,2.2,2.4,0.00272939,3.00233e-05,-3.00233e-05,0.000709537,-0.000709537
2.5,2.4,2.6,0.00163494,2.4524e-05,-2.4524e-05,0.000429873,-0.000429873
