#: table_doi: 10.17182/hepdata.58995.v1/t153
#: name: Table 153
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 24 to 31 GeV.

#: data_file: Table153.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
16.5,15.0,18.0,7.16795e-05,1.43359e-06,-1.43359e-06,5.83297e-06,-5.83297e-06
19.5,18.0,21.0,6.72449e-05,1.3449e-06,-1.3449e-06,6.5283e-06,-6.5283e-06
22.5,21.0,24.0,5.75193e-05,1.2079e-06,-1.2079e-06,6.73516e-06,-6.73516e-06
25.5,24.0,27.0,4.81973e-05,1.10854e-06,-1.10854e-06,6.49521e-06,-6.49521e-06
28.5,27.0,30.0,3.58071e-05,9.30985e-07,-9.30985e-07,5.10562e-06,-5.10562e-06
31.5,30.0,33.0,2.42323e-05,7.02738e-07,-7.02738e-07,4.47426e-06,-4.47426e-06
34.5,33.0,36.0,1.47161e-05,5.44496e-07,-5.44496e-07,3.33802e-06,-3.33802e-06
37.5,36.0,39.0,8.4648e-06,3.97845e-07,-3.97845e-07,1.87244e-06,-1.87244e-06
40.5,39.0,42.0,4.846e-06,2.85926e-07,-2.85926e-07,9.92371e-07,-9.92371e-07
43.5,42.0,45.0,2.6586e-06,2.04711e-07,-2.04711e-07,5.72356e-07,-5.72356e-07
47.5,45.0,50.0,1.2316e-06,1.26853e-07,-1.26853e-07,3.31448e-07,-3.31448e-07

#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000121859,6.45853e-06,-6.45853e-06,1.05441e-05,-1.05441e-05
0.75,0.5,1.0,0.000160341,6.89467e-06,-6.89467e-06,8.09841e-06,-8.09841e-06
1.5,1.0,2.0,0.000137265,4.2552e-06,-4.2552e-06,6.03964e-06,-6.03964e-06
2.5,2.0,3.0,0.000147345,3.97832e-06,-3.97832e-06,7.05721e-06,-7.05721e-06
3.5,3.0,4.0,0.000164171,3.94009e-06,-3.94009e-06,9.38361e-06,-9.38361e-06
4.5,4.0,5.0,0.000165005,3.79511e-06,-3.79511e-06,1.0654e-05,-1.0654e-05
5.5,5.0,6.0,0.000154481,3.2441e-06,-3.2441e-06,1.05783e-05,-1.05783e-05
6.5,6.0,7.0,0.000149114,3.13139e-06,-3.13139e-06,9.50709e-06,-9.50709e-06
7.5,7.0,8.0,0.000138017,2.89835e-06,-2.89835e-06,8.2902e-06,-8.2902e-06
8.5,8.0,9.0,0.000123246,2.58817e-06,-2.58817e-06,6.86204e-06,-6.86204e-06
9.5,9.0,10.0,0.000106947,2.24589e-06,-2.24589e-06,6.31712e-06,-6.31712e-06
11.0,10.0,12.0,9.15676e-05,1.92292e-06,-1.92292e-06,4.85222e-06,-4.85222e-06
13.5,12.0,15.0,6.58299e-05,1.38243e-06,-1.38243e-06,5.52187e-06,-5.52187e-06
16.5,15.0,18.0,4.19488e-05,1.04872e-06,-1.04872e-06,3.15454e-06,-3.15454e-06
19.5,18.0,21.0,2.64894e-05,7.94682e-07,-7.94682e-07,2.88564e-06,-2.88564e-06
22.5,21.0,24.0,1.5351e-05,5.67987e-07,-5.67987e-07,2.43588e-06,-2.43588e-06
25.5,24.0,27.0,8.5622e-06,3.76735e-07,-3.76735e-07,1.61578e-06,-1.61578e-06
28.5,27.0,30.0,5.4818e-06,3.06979e-07,-3.06979e-07,1.00763e-06,-1.00763e-06
31.5,30.0,33.0,3.5121e-06,2.45846e-07,-2.45846e-07,7.366e-07,-7.366e-07
34.5,33.0,36.0,2.4524e-06,2.06002e-07,-2.06002e-07,6.96065e-07,-6.96065e-07
37.5,36.0,39.0,1.5104e-06,1.60098e-07,-1.60098e-07,4.75342e-07,-4.75342e-07
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0
47.5,45.0,50.0,-,0,0,0,0

