#: table_doi: 10.17182/hepdata.58995.v1/t153
#: name: Table 153
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.8 and jet PT in the range 24 to 31 GeV.

#: data_file: Table153.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,24.0-31.0
#: R,,,0.8
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,5.04075e-05,4.08301e-06,-4.08301e-06,4.27811e-06,-4.27811e-06
0.75,0.5,1.0,6.39751e-05,4.22235e-06,-4.22235e-06,4.12825e-06,-4.12825e-06
1.5,1.0,2.0,5.51559e-05,2.59233e-06,-2.59233e-06,2.75669e-06,-2.75669e-06
2.5,2.0,3.0,6.63464e-05,2.65385e-06,-2.65385e-06,3.41668e-06,-3.41668e-06
3.5,3.0,4.0,7.03681e-05,2.46289e-06,-2.46289e-06,4.56634e-06,-4.56634e-06
4.5,4.0,5.0,7.50012e-05,2.40004e-06,-2.40004e-06,6.9868e-06,-6.9868e-06
5.5,5.0,6.0,7.91386e-05,2.37416e-06,-2.37416e-06,6.46519e-06,-6.46519e-06
6.5,6.0,7.0,7.9451e-05,2.22463e-06,-2.22463e-06,5.46944e-06,-5.46944e-06
7.5,7.0,8.0,7.91656e-05,2.13747e-06,-2.13747e-06,5.25543e-06,-5.25543e-06
8.5,8.0,9.0,7.7618e-05,2.01807e-06,-2.01807e-06,5.18939e-06,-5.18939e-06
9.5,9.0,10.0,7.57137e-05,1.89284e-06,-1.89284e-06,5.23849e-06,-5.23849e-06
11.0,10.0,12.0,7.81187e-05,1.71861e-06,-1.71861e-06,5.27287e-06,-5.27287e-06
13.5,12.0,15.0,7.56949e-05,1.5139e-06,-1.5139e-06,5.95253e-06,-5.95253e-06
