#: table_doi: 10.17182/hepdata.58995.v1/t69
#: name: Table 69
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 8 to 11 GeV.

#: data_file: Table69.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00297985,6.85366e-05,-6.85366e-05,0.000313409,-0.000313409
0.55,0.5,0.6,0.00998089,0.000259503,-0.000259503,0.000775946,-0.000775946
0.6499999999999999,0.6,0.7,0.0234588,0.000375341,-0.000375341,0.00104675,-0.00104675
0.75,0.7,0.8,0.043755,0.000481304,-0.000481304,0.00176924,-0.00176924
0.8500000000000001,0.8,0.9,0.0661802,0.000595622,-0.000595622,0.00234076,-0.00234076
0.95,0.9,1.0,0.0836072,0.000668858,-0.000668858,0.00286591,-0.00286591
1.05,1.0,1.1,0.0917025,0.000641918,-0.000641918,0.00309623,-0.00309623
1.15,1.1,1.2,0.0857998,0.000600599,-0.000600599,0.00274023,-0.00274023
1.25,1.2,1.3,0.0728106,0.000509675,-0.000509675,0.00242253,-0.00242253
1.35,1.3,1.4,0.0568635,0.000454908,-0.000454908,0.00221695,-0.00221695
1.5,1.4,1.6,0.0373745,0.000298996,-0.000298996,0.0013666,-0.0013666
1.7000000000000002,1.6,1.8,0.0191981,0.000211179,-0.000211179,0.00100419,-0.00100419
1.9,1.8,2.0,0.00993158,0.000139042,-0.000139042,0.000480015,-0.000480015
2.1,2.0,2.2,0.00527293,0.000100186,-0.000100186,0.000694987,-0.000694987
2.3,2.2,2.4,0.00293092,7.62039e-05,-7.62039e-05,0.000370909,-0.000370909
2.5,2.4,2.6,0.00167587,5.69796e-05,-5.69796e-05,0.000157068,-0.000157068
2.7,2.6,2.8,0.00108699,4.78275e-05,-4.78275e-05,0.000100897,-0.000100897
2.9,2.8,3.0,0.000635605,3.81363e-05,-3.81363e-05,0.000113256,-0.000113256
3.15,3.0,3.3,0.000380051,2.39432e-05,-2.39432e-05,6.12295e-05,-6.12295e-05
3.45,3.3,3.6,0.00018199,1.65611e-05,-1.65611e-05,3.83473e-05,-3.83473e-05
3.75,3.6,3.9,0.000121907,1.36536e-05,-1.36536e-05,3.31345e-05,-3.31345e-05
4.05,3.9,4.2,5.3463e-05,8.55407e-06,-8.55407e-06,1.28607e-05,-1.28607e-05
4.35,4.2,4.5,4.17101e-05,8.55058e-06,-8.55058e-06,1.17408e-05,-1.17408e-05
4.65,4.5,4.8,3.30912e-05,8.07425e-06,-8.07425e-06,1.00962e-05,-1.00962e-05
4.8,4.5,5.1,-,0,0,0,0
4.949999999999999,4.8,5.1,1.58868e-05,4.70248e-06,-4.70248e-06,4.65216e-06,-4.65216e-06
5.55,5.1,6.0,-,0,0,0,0
5.4,5.1,5.7,8.9662e-06,2.87884e-06,-2.87884e-06,2.34497e-06,-2.34497e-06
6.35,5.7,7.0,4.9246e-06,1.49077e-06,-1.49077e-06,1.16215e-06,-1.16215e-06

#: PT(C=JET) [GeV],,,8.0-11.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00597192,9.55508e-05,-9.55508e-05,0.000549547,-0.000549547
0.55,0.5,0.6,0.0219639,0.00039535,-0.00039535,0.00100435,-0.00100435
0.6499999999999999,0.6,0.7,0.0425019,0.000510023,-0.000510023,0.00163287,-0.00163287
0.75,0.7,0.8,0.068303,0.000614727,-0.000614727,0.00280957,-0.00280957
0.8500000000000001,0.8,0.9,0.091816,0.000734528,-0.000734528,0.00358788,-0.00358788
0.95,0.9,1.0,0.10043,0.000703013,-0.000703013,0.0039245,-0.0039245
1.05,1.0,1.1,0.0926002,0.000648201,-0.000648201,0.00303751,-0.00303751
1.15,1.1,1.2,0.076174,0.000609392,-0.000609392,0.00257193,-0.00257193
1.25,1.2,1.3,0.057837,0.000462696,-0.000462696,0.00237906,-0.00237906
1.35,1.3,1.4,0.0399471,0.000399471,-0.000399471,0.00182886,-0.00182886
1.5,1.4,1.6,0.0224955,0.000224955,-0.000224955,0.00113173,-0.00113173
1.7000000000000002,1.6,1.8,0.0102404,0.000153605,-0.000153605,0.000575286,-0.000575286
1.9,1.8,2.0,0.00485896,0.000102038,-0.000102038,0.000414581,-0.000414581
2.1,2.0,2.2,0.00242672,6.55216e-05,-6.55216e-05,0.000330177,-0.000330177
2.3,2.2,2.4,0.00131879,5.1433e-05,-5.1433e-05,9.38755e-05,-9.38755e-05
2.5,2.4,2.6,0.000747376,3.96109e-05,-3.96109e-05,8.70653e-05,-8.70653e-05
2.7,2.6,2.8,0.000441021,3.08715e-05,-3.08715e-05,7.68579e-05,-7.68579e-05
2.9,2.8,3.0,0.000275487,2.36919e-05,-2.36919e-05,5.7778e-05,-5.7778e-05
3.15,3.0,3.3,0.000170667,1.62133e-05,-1.62133e-05,3.28018e-05,-3.28018e-05
3.45,3.3,3.6,0.000130236,1.73213e-05,-1.73213e-05,3.20337e-05,-3.20337e-05
3.75,3.6,3.9,4.97384e-05,8.90317e-06,-8.90317e-06,1.32873e-05,-1.32873e-05
4.05,3.9,4.2,2.34568e-05,6.05186e-06,-6.05186e-06,6.37383e-06,-6.37383e-06
4.35,4.2,4.5,1.71369e-05,5.29531e-06,-5.29531e-06,5.622e-06,-5.622e-06
4.65,4.5,4.8,-,0,0,0,0
4.8,4.5,5.1,8.6848e-06,2.36712e-06,-2.36712e-06,1.8314e-06,-1.8314e-06
4.949999999999999,4.8,5.1,-,0,0,0,0
5.55,5.1,6.0,5.1979e-06,1.92964e-06,-1.92964e-06,1.01224e-06,-1.01224e-06
5.4,5.1,5.7,-,0,0,0,0
6.35,5.7,7.0,-,0,0,0,0

