#: table_doi: 10.17182/hepdata.58995.v1/t82
#: name: Table 82
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 19 to 24 GeV.

#: data_file: Table82.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000146417,1.02492e-05,-1.02492e-05,1.92192e-05,-1.92192e-05
0.55,0.5,0.6,0.000564094,4.34352e-05,-4.34352e-05,3.81421e-05,-3.81421e-05
0.6499999999999999,0.6,0.7,0.00109759,5.81725e-05,-5.81725e-05,4.01035e-05,-4.01035e-05
0.75,0.7,0.8,0.00168057,6.55422e-05,-6.55422e-05,6.68013e-05,-6.68013e-05
0.8500000000000001,0.8,0.9,0.00256414,7.69243e-05,-7.69243e-05,9.75723e-05,-9.75723e-05
0.95,0.9,1.0,0.00349571,8.73927e-05,-8.73927e-05,0.000107802,-0.000107802
1.05,1.0,1.1,0.00406997,8.95393e-05,-8.95393e-05,0.000131694,-0.000131694
1.15,1.1,1.2,0.00415911,8.73413e-05,-8.73413e-05,0.00014967,-0.00014967
1.25,1.2,1.3,0.0040111,8.42331e-05,-8.42331e-05,0.000137552,-0.000137552
1.35,1.3,1.4,0.00373295,7.8392e-05,-7.8392e-05,0.000175687,-0.000175687
1.5,1.4,1.6,0.00301586,6.03172e-05,-6.03172e-05,0.000137412,-0.000137412
1.7000000000000002,1.6,1.8,0.00211922,4.8742e-05,-4.8742e-05,0.000129671,-0.000129671
1.9,1.8,2.0,0.00139846,3.63599e-05,-3.63599e-05,0.000159308,-0.000159308
2.1,2.0,2.2,0.000911382,2.73415e-05,-2.73415e-05,0.000195523,-0.000195523
2.3,2.2,2.4,0.000593267,2.19509e-05,-2.19509e-05,0.000136596,-0.000136596
2.5,2.4,2.6,0.000383696,1.68826e-05,-1.68826e-05,9.90448e-05,-9.90448e-05
2.7,2.6,2.8,0.000229269,1.16927e-05,-1.16927e-05,6.02488e-05,-6.02488e-05
2.9,2.8,3.0,0.000163985,1.0495e-05,-1.0495e-05,4.8249e-05,-4.8249e-05
3.15,3.0,3.3,0.000100894,7.46619e-06,-7.46619e-06,2.95452e-05,-2.95452e-05
3.45,3.3,3.6,5.82484e-05,5.5336e-06,-5.5336e-06,1.72834e-05,-1.72834e-05
3.75,3.6,3.9,3.2132e-05,3.72731e-06,-3.72731e-06,1.05414e-05,-1.05414e-05
4.05,3.9,4.2,2.33142e-05,3.63701e-06,-3.63701e-06,5.78957e-06,-5.78957e-06
4.35,4.2,4.5,1.48684e-05,2.57224e-06,-2.57224e-06,4.65518e-06,-4.65518e-06
4.5,4.2,4.8,-,0,0,0,0
4.65,4.5,4.8,8.3853e-06,2.09632e-06,-2.09632e-06,2.58623e-06,-2.58623e-06
4.949999999999999,4.8,5.1,9.6671e-06,2.41678e-06,-2.41678e-06,3.03256e-06,-3.03256e-06
5.25,5.1,5.4,9.108e-06,3.26981e-06,-3.26981e-06,2.72863e-06,-2.72863e-06

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000356154,1.63831e-05,-1.63831e-05,3.78597e-05,-3.78597e-05
0.55,0.5,0.6,0.00125143,6.50743e-05,-6.50743e-05,6.39944e-05,-6.39944e-05
0.6499999999999999,0.6,0.7,0.00241365,8.68915e-05,-8.68915e-05,8.75594e-05,-8.75594e-05
0.75,0.7,0.8,0.00388815,0.00010498,-0.00010498,0.000145533,-0.000145533
0.8500000000000001,0.8,0.9,0.00518969,0.000114173,-0.000114173,0.000176831,-0.000176831
0.95,0.9,1.0,0.00590427,0.000118085,-0.000118085,0.000196445,-0.000196445
1.05,1.0,1.1,0.00561108,0.00010661,-0.00010661,0.000174936,-0.000174936
1.15,1.1,1.2,0.00475341,9.50682e-05,-9.50682e-05,0.000188405,-0.000188405
