#: table_doi: 10.17182/hepdata.58995.v1/t82
#: name: Table 82
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 19 to 24 GeV.

#: data_file: Table82.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
1.25,1.2,1.3,0.00370711,8.15564e-05,-8.15564e-05,0.000176429,-0.000176429
1.35,1.3,1.4,0.00262128,6.29106e-05,-6.29106e-05,0.000146628,-0.000146628
1.5,1.4,1.6,0.00168179,4.37264e-05,-4.37264e-05,0.000115089,-0.000115089
1.7000000000000002,1.6,1.8,0.000897537,3.05163e-05,-3.05163e-05,8.77386e-05,-8.77386e-05
1.9,1.8,2.0,0.000445204,2.00342e-05,-2.00342e-05,5.19632e-05,-5.19632e-05
2.1,2.0,2.2,0.000253682,1.44599e-05,-1.44599e-05,5.12105e-05,-5.12105e-05
2.3,2.2,2.4,0.000154445,1.09656e-05,-1.09656e-05,3.64553e-05,-3.64553e-05
2.5,2.4,2.6,9.41399e-05,8.66088e-06,-8.66088e-06,2.41579e-05,-2.41579e-05
2.7,2.6,2.8,6.42027e-05,7.57592e-06,-7.57592e-06,1.66655e-05,-1.66655e-05
2.9,2.8,3.0,3.11879e-05,4.55343e-06,-4.55343e-06,9.3092e-06,-9.3092e-06
3.15,3.0,3.3,2.04403e-05,3.33176e-06,-3.33176e-06,5.99311e-06,-5.99311e-06
3.45,3.3,3.6,1.27655e-05,2.19567e-06,-2.19567e-06,2.63981e-06,-2.63981e-06
3.75,3.6,3.9,1.40344e-05,3.4244e-06,-3.4244e-06,4.13497e-06,-4.13497e-06
4.05,3.9,4.2,9.7018e-06,3.01727e-06,-3.01727e-06,2.95807e-06,-2.95807e-06
4.35,4.2,4.5,-,0,0,0,0
4.5,4.2,4.8,4.6803e-06,1.4424e-06,-1.4424e-06,9.39816e-07,-9.39816e-07
4.65,4.5,4.8,-,0,0,0,0
4.949999999999999,4.8,5.1,-,0,0,0,0
5.25,5.1,5.4,-,0,0,0,0

