#: table_doi: 10.17182/hepdata.58995.v1/t122
#: name: Table 122
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 19 to 24 GeV.

#: data_file: Table122.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000139011,1.41791e-05,-1.41791e-05,1.34489e-05,-1.34489e-05
0.75,0.5,1.0,0.000177627,1.50983e-05,-1.50983e-05,7.63589e-06,-7.63589e-06
1.5,1.0,2.0,0.000154139,9.71078e-06,-9.71078e-06,6.0469e-06,-6.0469e-06
2.5,2.0,3.0,0.00014706,8.38245e-06,-8.38245e-06,6.78234e-06,-6.78234e-06
3.5,3.0,4.0,0.000172856,8.81563e-06,-8.81563e-06,8.02616e-06,-8.02616e-06
4.5,4.0,5.0,0.000179089,8.4172e-06,-8.4172e-06,6.36461e-06,-6.36461e-06
5.5,5.0,6.0,0.000171441,7.5434e-06,-7.5434e-06,1.20107e-05,-1.20107e-05
6.5,6.0,7.0,0.000179559,7.54148e-06,-7.54148e-06,6.42661e-06,-6.42661e-06
7.5,7.0,8.0,0.000183439,7.52098e-06,-7.52098e-06,7.15881e-06,-7.15881e-06
8.5,8.0,9.0,0.000167729,6.70915e-06,-6.70915e-06,6.433e-06,-6.433e-06
9.5,9.0,10.0,0.000161696,6.46785e-06,-6.46785e-06,1.0519e-05,-1.0519e-05
11.0,10.0,12.0,0.000159436,5.58028e-06,-5.58028e-06,6.18523e-06,-6.18523e-06
13.5,12.0,15.0,0.000145394,4.65262e-06,-4.65262e-06,5.05546e-06,-5.05546e-06
16.5,15.0,18.0,0.000134593,4.30698e-06,-4.30698e-06,6.13249e-06,-6.13249e-06
19.5,18.0,21.0,0.000116799,3.97118e-06,-3.97118e-06,6.64629e-06,-6.64629e-06
22.5,21.0,24.0,9.325e-05,3.357e-06,-3.357e-06,5.22866e-06,-5.22866e-06
25.5,24.0,27.0,7.8511e-05,3.06193e-06,-3.06193e-06,5.09475e-06,-5.09475e-06
28.5,27.0,30.0,6.35011e-05,2.73055e-06,-2.73055e-06,4.9482e-06,-4.9482e-06
31.5,30.0,33.0,4.57348e-05,2.28674e-06,-2.28674e-06,4.30004e-06,-4.30004e-06
34.5,33.0,36.0,3.15667e-05,1.83087e-06,-1.83087e-06,6.13109e-06,-6.13109e-06
37.5,36.0,39.0,1.93007e-05,1.38965e-06,-1.38965e-06,4.55656e-06,-4.55656e-06
