#: table_doi: 10.17182/hepdata.58995.v1/t122
#: name: Table 122
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 19 to 24 GeV.

#: data_file: Table122.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
40.5,39.0,42.0,1.10628e-05,9.51402e-07,-9.51402e-07,2.20025e-06,-2.20025e-06
43.5,42.0,45.0,7.147e-06,7.43298e-07,-7.43298e-07,1.69149e-06,-1.69149e-06
47.5,45.0,50.0,4.793e-06,5.89533e-07,-5.89533e-07,1.01389e-06,-1.01389e-06

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000371571,2.41521e-05,-2.41521e-05,2.01026e-05,-2.01026e-05
0.75,0.5,1.0,0.000421801,2.36209e-05,-2.36209e-05,2.12539e-05,-2.12539e-05
1.5,1.0,2.0,0.000369771,1.55304e-05,-1.55304e-05,1.30786e-05,-1.30786e-05
2.5,2.0,3.0,0.000357056,1.39252e-05,-1.39252e-05,1.20556e-05,-1.20556e-05
3.5,3.0,4.0,0.000376121,1.35404e-05,-1.35404e-05,1.38042e-05,-1.38042e-05
4.5,4.0,5.0,0.000371451,1.26293e-05,-1.26293e-05,1.22691e-05,-1.22691e-05
5.5,5.0,6.0,0.000313598,1.06623e-05,-1.06623e-05,1.16834e-05,-1.16834e-05
6.5,6.0,7.0,0.00029,9.86e-06,-9.86e-06,1.88478e-05,-1.88478e-05
7.5,7.0,8.0,0.000259276,8.81539e-06,-8.81539e-06,9.96107e-06,-9.96107e-06
8.5,8.0,9.0,0.000223215,7.81252e-06,-7.81252e-06,9.02572e-06,-9.02572e-06
9.5,9.0,10.0,0.000195757,7.24302e-06,-7.24302e-06,8.08551e-06,-8.08551e-06
11.0,10.0,12.0,0.000162001,5.83205e-06,-5.83205e-06,6.80406e-06,-6.80406e-06
13.5,12.0,15.0,0.000107767,3.98738e-06,-3.98738e-06,4.35758e-06,-4.35758e-06
16.5,15.0,18.0,6.69827e-05,3.01422e-06,-3.01422e-06,4.78493e-06,-4.78493e-06
19.5,18.0,21.0,4.02984e-05,2.29701e-06,-2.29701e-06,3.03525e-06,-3.03525e-06
22.5,21.0,24.0,2.2128e-05,1.61535e-06,-1.61535e-06,1.75007e-06,-1.75007e-06
25.5,24.0,27.0,1.26011e-05,1.1089e-06,-1.1089e-06,1.97946e-06,-1.97946e-06
28.5,27.0,30.0,8.0161e-06,8.81776e-07,-8.81776e-07,1.3264e-06,-1.3264e-06
31.5,30.0,33.0,5.1182e-06,6.80719e-07,-6.80719e-07,4.53184e-07,-4.53184e-07
34.5,33.0,36.0,-,0,0,0,0
37.5,36.0,39.0,-,0,0,0,0
40.5,39.0,42.0,-,0,0,0,0
43.5,42.0,45.0,-,0,0,0,0
47.5,45.0,50.0,-,0,0,0,0

