#: table_doi: 10.17182/hepdata.58995.v1/t95
#: name: Table 95
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 50 to 100 GeV.

#: data_file: Table95.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,50.0-100.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,4.916e-06,6.65667e-06,-6.65667e-06,1.10719e-06,-1.10719e-06
0.6,0.5,0.7,1.74885e-05,1.11106e-05,-1.11106e-05,2.23855e-06,-2.23855e-06
0.55,0.5,0.6,-,0,0,0,0
0.6499999999999999,0.6,0.7,-,0,0,0,0
0.75,0.7,0.8,3.6133e-05,2.94845e-05,-2.94845e-05,8.78395e-06,-8.78395e-06
0.8500000000000001,0.8,0.9,4.24671e-05,3.25723e-05,-3.25723e-05,9.08956e-06,-9.08956e-06
0.95,0.9,1.0,5.08413e-05,2.7861e-05,-2.7861e-05,5.21765e-06,-5.21765e-06
1.05,1.0,1.1,6.5438e-05,2.80074e-05,-2.80074e-05,9.58479e-06,-9.58479e-06
1.15,1.1,1.2,9.54287e-05,3.75035e-05,-3.75035e-05,2.41684e-05,-2.41684e-05
1.25,1.2,1.3,5.24095e-05,2.37939e-05,-2.37939e-05,1.1407e-05,-1.1407e-05
1.35,1.3,1.4,4.85826e-05,2.28824e-05,-2.28824e-05,1.50506e-05,-1.50506e-05
1.5,1.4,1.6,6.34978e-05,2.34942e-05,-2.34942e-05,6.07032e-06,-6.07032e-06
1.7000000000000002,1.6,1.8,6.81969e-05,2.46873e-05,-2.46873e-05,1.30029e-05,-1.30029e-05
1.9,1.8,2.0,5.98934e-05,2.16814e-05,-2.16814e-05,2.21014e-05,-2.21014e-05
2.1,2.0,2.2,5.38448e-05,1.9761e-05,-1.9761e-05,3.02244e-05,-3.02244e-05
2.3,2.2,2.4,4.89412e-05,1.75699e-05,-1.75699e-05,2.65801e-05,-2.65801e-05
2.5,2.4,2.6,4.12859e-05,1.49042e-05,-1.49042e-05,2.1163e-05,-2.1163e-05
2.7,2.6,2.8,3.73308e-05,1.41857e-05,-1.41857e-05,2.07739e-05,-2.07739e-05
2.8,2.6,3.0,-,0,0,0,0
2.9,2.8,3.0,2.90006e-05,1.15712e-05,-1.15712e-05,1.69861e-05,-1.69861e-05
3.15,3.0,3.3,2.37704e-05,9.22292e-06,-9.22292e-06,1.3983e-05,-1.3983e-05
3.45,3.0,3.9,-,0,0,0,0
3.45,3.3,3.6,2.07158e-05,8.05845e-06,-8.05845e-06,1.27907e-05,-1.27907e-05
3.75,3.6,3.9,1.94501e-05,8.11071e-06,-8.11071e-06,1.18313e-05,-1.18313e-05
4.05,3.9,4.2,1.1628e-05,5.54657e-06,-5.54657e-06,6.94098e-06,-6.94098e-06
4.35,4.2,4.5,8.1141e-06,4.21935e-06,-4.21935e-06,4.86958e-06,-4.86958e-06
4.65,4.5,4.8,6.2901e-06,3.85582e-06,-3.85582e-06,3.91008e-06,-3.91008e-06
5.1,4.8,5.4,4.427e-06,2.30834e-06,-2.30834e-06,1.8271e-06,-1.8271e-06

#: PT(C=JET) [GeV],,,50.0-100.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,1.11842e-05,7.38159e-06,-7.38159e-06,2.38337e-06,-2.38337e-06
0.6,0.5,0.7,-,0,0,0,0
0.55,0.5,0.6,3.08222e-05,2.34865e-05,-2.34865e-05,6.11948e-06,-6.11948e-06
0.6499999999999999,0.6,0.7,6.89396e-05,3.7641e-05,-3.7641e-05,1.33817e-05,-1.33817e-05
0.75,0.7,0.8,0.000148827,5.56612e-05,-5.56612e-05,2.05472e-05,-2.05472e-05
0.8500000000000001,0.8,0.9,0.000175334,5.90876e-05,-5.90876e-05,1.40117e-05,-1.40117e-05
0.95,0.9,1.0,0.00018583,5.53773e-05,-5.53773e-05,1.74474e-05,-1.74474e-05
1.05,1.0,1.1,0.000173044,4.86255e-05,-4.86255e-05,1.9223e-05,-1.9223e-05
1.15,1.1,1.2,0.000152882,4.61703e-05,-4.61703e-05,3.1181e-05,-3.1181e-05
1.25,1.2,1.3,0.000122785,4.00279e-05,-4.00279e-05,3.04275e-05,-3.04275e-05
1.35,1.3,1.4,8.65844e-05,3.07375e-05,-3.07375e-05,2.5626e-05,-2.5626e-05
1.5,1.4,1.6,6.42809e-05,2.25626e-05,-2.25626e-05,2.02847e-05,-2.02847e-05
1.7000000000000002,1.6,1.8,3.70717e-05,1.68306e-05,-1.68306e-05,9.15013e-06,-9.15013e-06
1.9,1.8,2.0,2.60266e-05,1.35338e-05,-1.35338e-05,1.13039e-05,-1.13039e-05
2.1,2.0,2.2,1.76613e-05,1.02966e-05,-1.02966e-05,9.39729e-06,-9.39729e-06
2.3,2.2,2.4,1.28642e-05,8.10445e-06,-8.10445e-06,8.05028e-06,-8.05028e-06
2.5,2.4,2.6,1.1455e-05,8.32782e-06,-8.32782e-06,6.72826e-06,-6.72826e-06
2.7,2.6,2.8,-,0,0,0,0
2.8,2.6,3.0,6.0635e-06,3.80735e-06,-3.80735e-06,2.69425e-06,-2.69425e-06
2.9,2.8,3.0,-,0,0,0,0
3.15,3.0,3.3,-,0,0,0,0
3.45,3.0,3.9,2.0217e-06,1.57291e-06,-1.57291e-06,7.5342e-07,-7.5342e-07
3.45,3.3,3.6,-,0,0,0,0
3.75,3.6,3.9,-,0,0,0,0
4.05,3.9,4.2,-,0,0,0,0
4.35,4.2,4.5,-,0,0,0,0
4.65,4.5,4.8,-,0,0,0,0
5.1,4.8,5.4,-,0,0,0,0

