#: table_doi: 10.17182/hepdata.70547.v2/t12
#: name: Table 12
#: description: Towards scalar pT sum distribution, Z-boson pT = 10 - 20 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table12.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,1.66646,0.03862918,-0.03862918
0.0554,0.0525,0.0583,1.447634,0.0335689,-0.0335689
0.061149999999999996,0.0583,0.064,1.154247,0.03347848,-0.03347848
0.06684999999999999,0.064,0.0697,0.9942467,0.03537879,-0.03537879
0.07305,0.0697,0.0764,0.847162,0.02732703,-0.02732703
0.0802,0.0764,0.084,0.6403753,0.02453604,-0.02453604
0.0888,0.084,0.0936,0.4710331,0.02157956,-0.02157956
0.09834999999999999,0.0936,0.1031,0.4853466,0.01909009,-0.01909009
0.10885,0.1031,0.1146,0.7293275,0.01787063,-0.01787063
0.12034999999999998,0.1146,0.1261,0.8518548,0.01759227,-0.01759227
0.13085,0.1261,0.1356,0.7533544,0.01756443,-0.01756443
0.14179999999999998,0.1356,0.148,0.6986654,0.01644129,-0.01644129
0.15515,0.148,0.1623,0.6718295,0.01579407,-0.01579407
0.17185,0.1623,0.1814,0.7333408,0.01320829,-0.01320829
0.19095,0.1814,0.2005,0.7258574,0.01389074,-0.01389074
0.21005000000000001,0.2005,0.2196,0.7218361,0.0136485,-0.0136485
0.22915,0.2196,0.2387,0.7124117,0.01364234,-0.01364234
0.25305,0.2387,0.2674,0.7477935,0.01319217,-0.01319217
0.2817,0.2674,0.296,0.7231831,0.0129561,-0.0129561
0.31035,0.296,0.3247,0.7417651,0.01306309,-0.01306309
0.33899999999999997,0.3247,0.3533,0.7164461,0.01162427,-0.01162427
0.3724,0.3533,0.3915,0.7328123,0.01114624,-0.01114624
0.4106,0.3915,0.4297,0.7235121,0.01056755,-0.01056755
0.4488,0.4297,0.4679,0.7171808,0.009797421,-0.009797421
0.49655,0.4679,0.5252,0.6838487,0.008698974,-0.008698974
0.5467,0.5252,0.5682,0.6737463,0.007994149,-0.007994149
0.59685,0.5682,0.6255,0.6497744,0.006657528,-0.006657528
0.6565,0.6255,0.6875,0.6185075,0.006037996,-0.006037996
0.72095,0.6875,0.7544,0.593762,0.005526112,-0.005526112
0.7926,0.7544,0.8308,0.5575824,0.004900335,-0.004900335
0.87375,0.8308,0.9167,0.5141668,0.004781437,-0.004781437
0.9621,0.9167,1.0075,0.4580672,0.004723479,-0.004723479
1.0575999999999999,1.0075,1.1077,0.4166577,0.00446151,-0.00446151
1.165,1.1077,1.2223,0.3673501,0.004249839,-0.004249839
1.282,1.2223,1.3417,0.3235832,0.003851583,-0.003851583
1.40855,1.3417,1.4754,0.2706395,0.003588928,-0.003588928
1.5493999999999999,1.4754,1.6234,0.2218345,0.003224796,-0.003224796
1.70455,1.6234,1.7857,0.1772642,0.002899083,-0.002899083
1.87405,1.7857,1.9624,0.1417759,0.002631118,-0.002631118
2.06025,1.9624,2.1581,0.1079937,0.002267946,-0.002267946
2.26795,2.1581,2.3778,0.07738198,0.001860073,-0.001860073
2.49715,2.3778,2.6165,0.05558613,0.001525487,-0.001525487
2.7454,2.6165,2.8743,0.03717433,0.001227744,-0.001227744
3.01755,2.8743,3.1608,0.02378451,0.001119311,-0.001119311
3.3207500000000003,3.1608,3.4807,0.01312792,0.0008768131,-0.0008768131
3.6550000000000002,3.4807,3.8293,0.007586683,0.0006728447,-0.0006728447
4.02025,3.8293,4.2112,0.004106899,0.0005679096,-0.0005679096
4.4213000000000005,4.2112,4.6314,0.002163487,0.0004373248,-0.0004373248
4.86295,4.6314,5.0945,0.001047091,0.0003050492,-0.0003050492

