#: table_doi: 10.17182/hepdata.90831.v1/t80
#: name: table no 80
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,away region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_80.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.7156,0.0014,-0.0014,0.0063,-0.0063,0.005,-0.005
0.6000000000000001,0.55,0.65,1.2385,0.0019,-0.0019,0.0072,-0.0072,0.0045,-0.0045
0.7,0.65,0.75,1.0285,0.0016,-0.0016,0.0058,-0.0058,0.0032,-0.0032
0.8,0.75,0.85,0.8637,0.0016,-0.0016,0.0044,-0.0044,0.002,-0.002
0.8999999999999999,0.85,0.95,0.7205,0.0015,-0.0015,0.0034,-0.0034,0.0011,-0.0011
1.0,0.95,1.05,0.6106,0.0015,-0.0015,0.0027,-0.0027,0.0008,-0.0008
1.1,1.05,1.15,0.5201,0.0014,-0.0014,0.0023,-0.0023,0.0007,-0.0007
1.2,1.15,1.25,0.4444,0.0014,-0.0014,0.0019,-0.0019,0.0007,-0.0007
1.3,1.25,1.35,0.3827,0.0012,-0.0012,0.0017,-0.0017,0.0007,-0.0007
1.4,1.35,1.45,0.328,0.0012,-0.0012,0.0015,-0.0015,0.0007,-0.0007
1.5,1.45,1.55,0.286,0.0011,-0.0011,0.0014,-0.0014,0.0007,-0.0007
1.6,1.55,1.65,0.2517,0.0011,-0.0011,0.0013,-0.0013,0.0007,-0.0007
1.7,1.65,1.75,0.217,0.001,-0.001,0.001,-0.001,0.001,-0.001
1.8,1.75,1.85,0.194,0.001,-0.001,0.001,-0.001,0.001,-0.001
1.9,1.85,1.95,0.17277,0.00096,-0.00096,0.00097,-0.00097,0.00066,-0.00066
2.0,1.95,2.05,0.15096,0.00089,-0.00089,0.00089,-0.00089,0.00057,-0.00057
2.0999999999999996,2.05,2.15,0.13478,0.00087,-0.00087,0.00084,-0.00084,0.0005,-0.0005
2.2,2.15,2.25,0.12084,0.00082,-0.00082,0.00079,-0.00079,0.00047,-0.00047
2.3,2.25,2.35,0.10857,0.00075,-0.00075,0.00075,-0.00075,0.00046,-0.00046
2.4000000000000004,2.35,2.45,0.09674,0.00072,-0.00072,0.00068,-0.00068,0.00041,-0.00041
2.5,2.45,2.55,0.08741,0.00066,-0.00066,0.00064,-0.00064,0.00038,-0.00038
2.5999999999999996,2.55,2.65,0.08025,0.00061,-0.00061,0.00058,-0.00058,0.00037,-0.00037
2.7,2.65,2.75,0.07289,0.00059,-0.00059,0.00054,-0.00054,0.00036,-0.00036
2.8,2.75,2.85,0.0659,0.0006,-0.0006,0.0005,-0.0005,0.0003,-0.0003
2.9000000000000004,2.85,2.95,0.062,0.00054,-0.00054,0.00048,-0.00048,0.0003,-0.0003
3.0,2.95,3.05,0.055,0.0005,-0.0005,0.0005,-0.0005,0.0003,-0.0003
3.0999999999999996,3.05,3.15,0.05106,0.00044,-0.00044,0.00044,-0.00044,0.00032,-0.00032
3.2,3.15,3.25,0.04788,0.00047,-0.00047,0.00041,-0.00041,0.00031,-0.00031
3.3,3.25,3.35,0.04463,0.00042,-0.00042,0.00038,-0.00038,0.00028,-0.00028
3.4000000000000004,3.35,3.45,0.04018,0.00041,-0.00041,0.00037,-0.00037,0.00025,-0.00025
3.5,3.45,3.55,0.03717,0.00038,-0.00038,0.00034,-0.00034,0.00025,-0.00025
3.5999999999999996,3.55,3.65,0.03494,0.00036,-0.00036,0.00032,-0.00032,0.00025,-0.00025
3.7,3.65,3.75,0.0334,0.00035,-0.00035,0.0003,-0.0003,0.00023,-0.00023
3.8,3.75,3.85,0.03008,0.00034,-0.00034,0.0003,-0.0003,0.0002,-0.0002
3.9000000000000004,3.85,3.95,0.02875,0.00032,-0.00032,0.00028,-0.00028,0.00017,-0.00017
4.0,3.95,4.05,0.02737,0.00031,-0.00031,0.00027,-0.00027,0.00016,-0.00016
4.1,4.05,4.15,0.0253,0.0003,-0.0003,0.0003,-0.0003,0.0002,-0.0002
4.2,4.15,4.25,0.02418,0.00029,-0.00029,0.00025,-0.00025,0.00015,-0.00015
4.3,4.25,4.35,0.02263,0.00029,-0.00029,0.00023,-0.00023,0.00014,-0.00014
