#: table_doi: 10.17182/hepdata.90831.v1/t494
#: name: table no 494
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transverse region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_494.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0843,0.0028,-0.0028,0.0753,-0.0753,0.0121,-0.0121
0.6000000000000001,0.55,0.65,0.4475,0.0068,-0.0068,0.0343,-0.0343,0.0106,-0.0106
0.7,0.65,0.75,0.897,0.0084,-0.0084,0.1022,-0.1022,0.0103,-0.0103
0.8,0.75,0.85,1.3554,0.0098,-0.0098,0.0886,-0.0886,0.0108,-0.0108
0.8999999999999999,0.85,0.95,1.5682,0.0092,-0.0092,0.1158,-0.1158,0.0128,-0.0128
1.0,0.95,1.05,1.4868,0.0087,-0.0087,0.1351,-0.1351,0.014,-0.014
1.1,1.05,1.15,1.222,0.0074,-0.0074,0.1132,-0.1132,0.011,-0.011
1.2,1.15,1.25,0.8872,0.0063,-0.0063,0.0802,-0.0802,0.0081,-0.0081
1.3,1.25,1.35,0.6221,0.0053,-0.0053,0.0474,-0.0474,0.0061,-0.0061
1.4,1.35,1.45,0.411,0.004,-0.004,0.03,-0.03,0.004,-0.004
1.5,1.45,1.55,0.2738,0.0031,-0.0031,0.019,-0.019,0.0038,-0.0038
1.6,1.55,1.65,0.1877,0.0027,-0.0027,0.0216,-0.0216,0.0041,-0.0041
1.7,1.65,1.75,0.133,0.002,-0.002,0.014,-0.014,0.004,-0.004
1.8,1.75,1.85,0.0983,0.0019,-0.0019,0.0145,-0.0145,0.0037,-0.0037
1.9,1.85,1.95,0.0695,0.0016,-0.0016,0.0122,-0.0122,0.003,-0.003
2.0,1.95,2.05,0.0483,0.0013,-0.0013,0.0026,-0.0026,0.0021,-0.0021
2.0999999999999996,2.05,2.15,0.0418,0.0013,-0.0013,0.007,-0.007,0.0018,-0.0018
2.2,2.15,2.25,0.03,0.00089,-0.00089,0.00287,-0.00287,0.00138,-0.00138
2.3,2.25,2.35,0.02541,0.00087,-0.00087,0.00312,-0.00312,0.00122,-0.00122
2.4000000000000004,2.35,2.45,0.01913,0.00073,-0.00073,0.00547,-0.00547,0.00101,-0.00101
2.5,2.45,2.55,0.0146,0.00067,-0.00067,0.00162,-0.00162,0.00108,-0.00108
2.5999999999999996,2.55,2.65,0.0107,0.0006,-0.0006,0.0022,-0.0022,0.0011,-0.0011
2.7,2.65,2.75,0.00807,0.00048,-0.00048,0.00085,-0.00085,0.00104,-0.00104
2.8,2.75,2.85,0.00724,0.00057,-0.00057,0.0032,-0.0032,0.00073,-0.00073
2.9000000000000004,2.85,2.95,0.00745,0.00046,-0.00046,0.00343,-0.00343,0.00073,-0.00073

