#: table_doi: 10.17182/hepdata.90831.v1/t357
#: name: table no 357
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_357.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,0,0,0.000726,-0.000726,0,0
0.6000000000000001,0.55,0.65,0,0,0,0.002686,-0.002686,0.006529,-0.006529
0.7,0.65,0.75,0.004,0.014,-0.014,0.085,-0.085,0.032,-0.032
0.8,0.75,0.85,0.024,0.032,-0.032,0.098,-0.098,0.083,-0.083
0.8999999999999999,0.85,0.95,0.67,0.17,-0.17,0.2,-0.2,0.1,-0.1
1.0,0.95,1.05,0.181,0.096,-0.096,0.162,-0.162,0.11,-0.11
1.1,1.05,1.15,0.2,0.1,-0.1,0,0,0.1,-0.1
1.2,1.15,1.25,0.67,0.17,-0.17,1.0,-1.0,0.19,-0.19
1.3,1.25,1.35,0.33,0.14,-0.14,0.34,-0.34,0.26,-0.26
1.4,1.35,1.45,0.391,0.094,-0.094,0.414,-0.414,0.242,-0.242
1.5,1.45,1.55,1.0,0.2,-0.2,0.3,-0.3,0.3,-0.3
1.6,1.55,1.65,0.86,0.16,-0.16,0.3,-0.3,0.2,-0.2
1.7,1.65,1.75,0.52,0.14,-0.14,0.39,-0.39,0.21,-0.21
1.8,1.75,1.85,0.268,0.099,-0.099,0.413,-0.413,0.172,-0.172
1.9,1.85,1.95,0.257,0.088,-0.088,0.09,-0.09,0.155,-0.155
2.0,1.95,2.05,0.27,0.11,-0.11,0.41,-0.41,0.16,-0.16
2.0999999999999996,2.05,2.15,0.53,0.17,-0.17,0.09,-0.09,0.15,-0.15
2.2,2.15,2.25,0.109,0.078,-0.078,0.038,-0.038,0.168,-0.168
2.3,2.25,2.35,0.181,0.085,-0.085,0.372,-0.372,0.159,-0.159
2.4000000000000004,2.35,2.45,0.31,0.13,-0.13,0.19,-0.19,0.19,-0.19
2.5,2.45,2.55,0.27,0.11,-0.11,0.1,-0.1,0.16,-0.16
2.5999999999999996,2.55,2.65,0.0059,0.0063,-0.0063,0.175,-0.175,0.1094,-0.1094
2.7,2.65,2.75,0.1,0.06,-0.06,0.14,-0.14,0.06,-0.06
2.8,2.75,2.85,0.044,0.043,-0.043,0.186,-0.186,0.087,-0.087
2.9000000000000004,2.85,2.95,0.21,0.12,-0.12,0,0,0.11,-0.11

