#: table_doi: 10.17182/hepdata.90831.v1/t433
#: name: table no 433
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmax region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_433.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.08,0.004,-0.004,0.016,-0.016,0.008,-0.008
0.195,0.1,0.29,0.2828,0.0066,-0.0066,0.0245,-0.0245,0.01,-0.01
0.385,0.29,0.48,0.4169,0.0077,-0.0077,0.0275,-0.0275,0.0119,-0.0119
0.575,0.48,0.67,0.5158,0.0077,-0.0077,0.0266,-0.0266,0.0108,-0.0108
0.765,0.67,0.86,0.5414,0.0068,-0.0068,0.0215,-0.0215,0.0091,-0.0091
0.9550000000000001,0.86,1.05,0.543,0.0064,-0.0064,0.011,-0.011,0.0068,-0.0068
1.145,1.05,1.24,0.5211,0.0062,-0.0062,0.0041,-0.0041,0.0063,-0.0063
1.335,1.24,1.43,0.4608,0.0058,-0.0058,0.0088,-0.0088,0.0059,-0.0059
1.525,1.43,1.62,0.3718,0.0049,-0.0049,0.0214,-0.0214,0.0067,-0.0067
1.715,1.62,1.81,0.3089,0.0043,-0.0043,0.0172,-0.0172,0.0064,-0.0064
1.91,1.81,2.01,0.2485,0.0036,-0.0036,0.0156,-0.0156,0.0054,-0.0054
2.105,2.01,2.2,0.2058,0.0035,-0.0035,0.0122,-0.0122,0.0049,-0.0049
2.295,2.2,2.39,0.1632,0.0032,-0.0032,0.0111,-0.0111,0.0049,-0.0049
2.4850000000000003,2.39,2.58,0.1291,0.0028,-0.0028,0.0115,-0.0115,0.0052,-0.0052
2.675,2.58,2.77,0.0991,0.0022,-0.0022,0.007,-0.007,0.0046,-0.0046
2.865,2.77,2.96,0.078,0.002,-0.002,0.006,-0.006,0.004,-0.004
3.0549999999999997,2.96,3.15,0.0601,0.0018,-0.0018,0.0045,-0.0045,0.0024,-0.0024
3.245,3.15,3.34,0.046,0.0017,-0.0017,0.0033,-0.0033,0.002,-0.002
3.4349999999999996,3.34,3.53,0.0383,0.0014,-0.0014,0.0023,-0.0023,0.002,-0.002
3.625,3.53,3.72,0.0292,0.0011,-0.0011,0.0013,-0.0013,0.0021,-0.0021
3.8200000000000003,3.72,3.92,0.0241,0.0012,-0.0012,0.0012,-0.0012,0.0018,-0.0018
4.015000000000001,3.92,4.11,0.01756,0.00087,-0.00087,0.00027,-0.00027,0.00153,-0.00153
4.205,4.11,4.3,0.015,0.001,-0.001,0.001,-0.001,0.001,-0.001

