#: table_doi: 10.17182/hepdata.90831.v1/t449
#: name: table no 449
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),toward region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_449.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.5432,0.0099,-0.0099,0.0594,-0.0594,0.0185,-0.0185
0.23500000000000001,0.14,0.33,0.5176,0.0093,-0.0093,0.0254,-0.0254,0.0113,-0.0113
0.43000000000000005,0.33,0.53,0.5555,0.0084,-0.0084,0.0166,-0.0166,0.0077,-0.0077
0.625,0.53,0.72,0.5069,0.0073,-0.0073,0.0096,-0.0096,0.0051,-0.0051
0.815,0.72,0.91,0.4742,0.0071,-0.0071,0.0097,-0.0097,0.0043,-0.0043
1.0050000000000001,0.91,1.1,0.4244,0.0063,-0.0063,0.0094,-0.0094,0.0043,-0.0043
1.195,1.1,1.29,0.3682,0.0053,-0.0053,0.0102,-0.0102,0.004,-0.004
1.385,1.29,1.48,0.3215,0.0052,-0.0052,0.0075,-0.0075,0.0039,-0.0039
1.575,1.48,1.67,0.2569,0.0046,-0.0046,0.0058,-0.0058,0.0034,-0.0034
1.7650000000000001,1.67,1.86,0.2102,0.0042,-0.0042,0.0086,-0.0086,0.0054,-0.0054
2.1,1.86,2.34,0.1608,0.0027,-0.0027,0.0068,-0.0068,0.0026,-0.0026
2.5300000000000002,2.34,2.72,0.1087,0.0025,-0.0025,0.0062,-0.0062,0.0035,-0.0035
2.91,2.72,3.1,0.0715,0.0021,-0.0021,0.0018,-0.0018,0.0024,-0.0024
3.295,3.1,3.49,0.0543,0.0017,-0.0017,0.0026,-0.0026,0.0015,-0.0015
3.68,3.49,3.87,0.0392,0.0015,-0.0015,0.0022,-0.0022,0.0012,-0.0012
4.105,3.87,4.34,0.02454,0.00096,-0.00096,0.00103,-0.00103,0.00091,-0.00091
4.58,4.34,4.82,0.0167,0.0008,-0.0008,0.0009,-0.0009,0.0008,-0.0008
5.0600000000000005,4.82,5.3,0.01089,0.00053,-0.00053,0.00043,-0.00043,0.00076,-0.00076
5.54,5.3,5.78,0.01027,0.00065,-0.00065,0.00053,-0.00053,0.00086,-0.00086

