#: table_doi: 10.17182/hepdata.90831.v1/t385
#: name: table no 385
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_385.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.9747,0.0067,-0.0067,0.0636,-0.0636,0.0037,-0.0037
0.6000000000000001,0.55,0.65,1.619,0.009,-0.009,0.066,-0.066,0.004,-0.004
0.7,0.65,0.75,1.2809,0.0082,-0.0082,0.031,-0.031,0.0035,-0.0035
0.8,0.75,0.85,1.0303,0.0074,-0.0074,0.0204,-0.0204,0.004,-0.004
0.8999999999999999,0.85,0.95,0.828,0.007,-0.007,0.013,-0.013,0.003,-0.003
1.0,0.95,1.05,0.6574,0.0064,-0.0064,0.0108,-0.0108,0.0024,-0.0024
1.1,1.05,1.15,0.5573,0.0064,-0.0064,0.0081,-0.0081,0.0019,-0.0019
1.2,1.15,1.25,0.445,0.006,-0.006,0.009,-0.009,0.002,-0.002
1.3,1.25,1.35,0.3583,0.0055,-0.0055,0.013,-0.013,0.0016,-0.0016
1.4,1.35,1.45,0.3081,0.0051,-0.0051,0.0095,-0.0095,0.0015,-0.0015
1.5,1.45,1.55,0.2511,0.0046,-0.0046,0.011,-0.011,0.0016,-0.0016
1.6,1.55,1.65,0.2042,0.0044,-0.0044,0.0099,-0.0099,0.0017,-0.0017
1.7,1.65,1.75,0.18,0.0041,-0.0041,0.0111,-0.0111,0.0018,-0.0018
1.8,1.75,1.85,0.1421,0.0037,-0.0037,0.0113,-0.0113,0.0018,-0.0018
1.9,1.85,1.95,0.1281,0.0033,-0.0033,0.0054,-0.0054,0.0018,-0.0018
2.0,1.95,2.05,0.1166,0.0032,-0.0032,0.0051,-0.0051,0.0019,-0.0019
2.0999999999999996,2.05,2.15,0.0941,0.0031,-0.0031,0.0084,-0.0084,0.0015,-0.0015
2.2,2.15,2.25,0.0793,0.0028,-0.0028,0.0064,-0.0064,0.0012,-0.0012
2.3,2.25,2.35,0.0715,0.0027,-0.0027,0.0082,-0.0082,0.001,-0.001
2.4000000000000004,2.35,2.45,0.0618,0.0024,-0.0024,0.0077,-0.0077,0.0011,-0.0011
2.5,2.45,2.55,0.0532,0.0021,-0.0021,0.0062,-0.0062,0.0017,-0.0017
2.5999999999999996,2.55,2.65,0.0401,0.0019,-0.0019,0.0043,-0.0043,0.0016,-0.0016
2.7,2.65,2.75,0.0392,0.0019,-0.0019,0.0037,-0.0037,0.0016,-0.0016
2.8,2.75,2.85,0.0363,0.0018,-0.0018,0.0041,-0.0041,0.0009,-0.0009
2.9000000000000004,2.85,2.95,0.0315,0.0016,-0.0016,0.0026,-0.0026,0.0007,-0.0007
3.0,2.95,3.05,0.0275,0.0015,-0.0015,0.003,-0.003,0.0007,-0.0007
3.0999999999999996,3.05,3.15,0.025,0.0014,-0.0014,0.0038,-0.0038,0.0008,-0.0008
3.2,3.15,3.25,0.0211,0.0011,-0.0011,0.0032,-0.0032,0.0007,-0.0007
3.3,3.25,3.35,0.0205,0.0012,-0.0012,0.0029,-0.0029,0.0007,-0.0007
3.4000000000000004,3.35,3.45,0.0188,0.0012,-0.0012,0.0021,-0.0021,0.0007,-0.0007
3.5,3.45,3.55,0.0145,0.0011,-0.0011,0.0013,-0.0013,0.0009,-0.0009
3.5999999999999996,3.55,3.65,0.01784,0.00096,-0.00096,0.00165,-0.00165,0.00076,-0.00076
3.7,3.65,3.75,0.01379,0.00088,-0.00088,0.00261,-0.00261,0.00086,-0.00086
3.8,3.75,3.85,0.0146,0.0011,-0.0011,0.0015,-0.0015,0.001,-0.001
3.9000000000000004,3.85,3.95,0.01035,0.00087,-0.00087,0.00076,-0.00076,0.0011,-0.0011
4.0,3.95,4.05,0.00868,0.00082,-0.00082,0.00125,-0.00125,0.00096,-0.00096
4.1,4.05,4.15,0.012,0.001,-0.001,0.001,-0.001,0.001,-0.001
4.2,4.15,4.25,0.00933,0.00091,-0.00091,0.00274,-0.00274,0.00066,-0.00066
4.3,4.25,4.35,0.00979,0.00087,-0.00087,0.00051,-0.00051,0.00059,-0.00059
4.4,4.35,4.45,0.00656,0.00057,-0.00057,0.00112,-0.00112,0.00047,-0.00047
4.5,4.45,4.55,0.00761,0.00073,-0.00073,0.00135,-0.00135,0.00043,-0.00043
4.6,4.55,4.65,0.00569,0.00055,-0.00055,0.00211,-0.00211,0.00051,-0.00051
4.7,4.65,4.75,0.00662,0.00066,-0.00066,0.00018,-0.00018,0.00063,-0.00063
4.8,4.75,4.85,0.00683,0.00064,-0.00064,0.00015,-0.00015,0.00078,-0.00078
4.9,4.85,4.95,0.00594,0.00058,-0.00058,0.0002,-0.0002,0.00071,-0.00071
5.0,4.95,5.05,0.00421,0.00056,-0.00056,0.00143,-0.00143,0.00068,-0.00068
5.1,5.05,5.15,0.00358,0.00047,-0.00047,0.00069,-0.00069,0.00063,-0.00063
5.2,5.15,5.25,0.00521,0.00066,-0.00066,6e-05,-6e-05,0.0007,-0.0007
5.3,5.25,5.35,0.00564,0.00069,-0.00069,0.00041,-0.00041,0.00074,-0.00074
5.4,5.35,5.45,0.0045,0.0006,-0.0006,0.0006,-0.0006,0.0008,-0.0008

