#: table_doi: 10.17182/hepdata.90831.v1/t297
#: name: table no 297
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transverse region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_297.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.009,0.0022,-0.0022,0.0031,-0.0031,0.0028,-0.0028
0.23500000000000001,0.14,0.33,0.0525,0.0044,-0.0044,0.004,-0.004,0.0033,-0.0033
0.43000000000000005,0.33,0.53,0.1106,0.0056,-0.0056,0.0048,-0.0048,0.0066,-0.0066
0.625,0.53,0.72,0.1942,0.0067,-0.0067,0.0064,-0.0064,0.0081,-0.0081
0.815,0.72,0.91,0.2752,0.0078,-0.0078,0.008,-0.008,0.0091,-0.0091
1.0050000000000001,0.91,1.1,0.3259,0.0076,-0.0076,0.0048,-0.0048,0.0092,-0.0092
1.195,1.1,1.29,0.3602,0.0079,-0.0079,0.0066,-0.0066,0.0088,-0.0088
1.385,1.29,1.48,0.388,0.008,-0.008,0.007,-0.007,0.008,-0.008
1.575,1.48,1.67,0.4014,0.0075,-0.0075,0.0057,-0.0057,0.0054,-0.0054
1.7650000000000001,1.67,1.86,0.3847,0.0077,-0.0077,0.0119,-0.0119,0.0069,-0.0069
2.1,1.86,2.34,0.334,0.0054,-0.0054,0.0048,-0.0048,0.0033,-0.0033
2.5300000000000002,2.34,2.72,0.2728,0.0057,-0.0057,0.0043,-0.0043,0.0046,-0.0046
2.91,2.72,3.1,0.1945,0.0046,-0.0046,0.0072,-0.0072,0.004,-0.004
3.295,3.1,3.49,0.1401,0.0034,-0.0034,0.005,-0.005,0.0033,-0.0033
3.68,3.49,3.87,0.102,0.0032,-0.0032,0.007,-0.007,0.0037,-0.0037
4.105,3.87,4.34,0.0659,0.0022,-0.0022,0.0012,-0.0012,0.0032,-0.0032
4.58,4.34,4.82,0.0469,0.0022,-0.0022,0.0004,-0.0004,0.0027,-0.0027
5.0600000000000005,4.82,5.3,0.0307,0.0017,-0.0017,0.0009,-0.0009,0.002,-0.002
5.54,5.3,5.78,0.0187,0.0013,-0.0013,0.0009,-0.0009,0.0016,-0.0016

