#: table_doi: 10.17182/hepdata.90831.v1/t50
#: name: table no 50
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_50.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.825,0.0045,-0.0045,0.0254,-0.0254,0.0048,-0.0048
0.6000000000000001,0.55,0.65,1.4228,0.0058,-0.0058,0.0298,-0.0298,0.0042,-0.0042
0.7,0.65,0.75,1.1528,0.0057,-0.0057,0.0233,-0.0233,0.003,-0.003
0.8,0.75,0.85,0.959,0.005,-0.005,0.018,-0.018,0.002,-0.002
0.8999999999999999,0.85,0.95,0.7826,0.0053,-0.0053,0.0132,-0.0132,0.0016,-0.0016
1.0,0.95,1.05,0.6572,0.0048,-0.0048,0.0105,-0.0105,0.0015,-0.0015
1.1,1.05,1.15,0.543,0.0044,-0.0044,0.0085,-0.0085,0.0017,-0.0017
1.2,1.15,1.25,0.4554,0.0041,-0.0041,0.0071,-0.0071,0.0018,-0.0018
1.3,1.25,1.35,0.3918,0.0041,-0.0041,0.0064,-0.0064,0.0018,-0.0018
1.4,1.35,1.45,0.3237,0.0035,-0.0035,0.0055,-0.0055,0.0016,-0.0016
1.5,1.45,1.55,0.2767,0.0033,-0.0033,0.0051,-0.0051,0.0015,-0.0015
1.6,1.55,1.65,0.2386,0.0032,-0.0032,0.0047,-0.0047,0.0014,-0.0014
1.7,1.65,1.75,0.2075,0.0029,-0.0029,0.0044,-0.0044,0.0011,-0.0011
1.8,1.75,1.85,0.1805,0.0028,-0.0028,0.0041,-0.0041,0.001,-0.001
1.9,1.85,1.95,0.1544,0.0027,-0.0027,0.0038,-0.0038,0.0009,-0.0009
2.0,1.95,2.05,0.1361,0.0025,-0.0025,0.0036,-0.0036,0.001,-0.001
2.0999999999999996,2.05,2.15,0.1205,0.0023,-0.0023,0.0034,-0.0034,0.001,-0.001
2.2,2.15,2.25,0.0964,0.0021,-0.0021,0.0032,-0.0032,0.001,-0.001
2.3,2.25,2.35,0.0885,0.0021,-0.0021,0.003,-0.003,0.001,-0.001
2.4000000000000004,2.35,2.45,0.086,0.002,-0.002,0.003,-0.003,0.001,-0.001
2.5,2.45,2.55,0.0634,0.0018,-0.0018,0.0026,-0.0026,0.0007,-0.0007
2.5999999999999996,2.55,2.65,0.0579,0.0015,-0.0015,0.0023,-0.0023,0.0007,-0.0007
