#: table_doi: 10.17182/hepdata.90831.v1/t50
#: name: table no 50
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_50.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
2.7,2.65,2.75,0.0556,0.0015,-0.0015,0.0022,-0.0022,0.0007,-0.0007
2.8,2.75,2.85,0.052,0.0015,-0.0015,0.0021,-0.0021,0.0006,-0.0006
2.9000000000000004,2.85,2.95,0.0453,0.0014,-0.0014,0.002,-0.002,0.0006,-0.0006
3.0,2.95,3.05,0.0398,0.0012,-0.0012,0.0019,-0.0019,0.0006,-0.0006
3.0999999999999996,3.05,3.15,0.0367,0.0012,-0.0012,0.0017,-0.0017,0.0006,-0.0006
3.2,3.15,3.25,0.0337,0.0011,-0.0011,0.0016,-0.0016,0.0005,-0.0005
3.3,3.25,3.35,0.0308,0.0011,-0.0011,0.0015,-0.0015,0.0004,-0.0004
3.4000000000000004,3.35,3.45,0.027,0.001,-0.001,0.001,-0.001,0,0
3.5,3.45,3.55,0.02188,0.00091,-0.00091,0.00128,-0.00128,0.00047,-0.00047
3.5999999999999996,3.55,3.65,0.02124,0.00086,-0.00086,0.00122,-0.00122,0.00047,-0.00047
3.7,3.65,3.75,0.02189,0.00084,-0.00084,0.00119,-0.00119,0.0004,-0.0004
3.8,3.75,3.85,0.01879,0.00077,-0.00077,0.00112,-0.00112,0.00038,-0.00038
3.9000000000000004,3.85,3.95,0.01697,0.00076,-0.00076,0.00095,-0.00095,0.00038,-0.00038
4.0,3.95,4.05,0.0157,0.0008,-0.0008,0.0009,-0.0009,0.0004,-0.0004
4.1,4.05,4.15,0.01594,0.00069,-0.00069,0.00093,-0.00093,0.00042,-0.00042
4.2,4.15,4.25,0.01427,0.00066,-0.00066,0.00091,-0.00091,0.00039,-0.00039
4.3,4.25,4.35,0.0137,0.0006,-0.0006,0.0008,-0.0008,0.0003,-0.0003
4.4,4.35,4.45,0.01263,0.00064,-0.00064,0.00072,-0.00072,0.0003,-0.0003
4.5,4.45,4.55,0.01134,0.00057,-0.00057,0.00081,-0.00081,0.00029,-0.00029
4.6,4.55,4.65,0.00981,0.00047,-0.00047,0.00069,-0.00069,0.00028,-0.00028
4.7,4.65,4.75,0.00991,0.00056,-0.00056,0.00064,-0.00064,0.00022,-0.00022
4.8,4.75,4.85,0.00856,0.00046,-0.00046,0.00067,-0.00067,0.00018,-0.00018
4.9,4.85,4.95,0.00779,0.00039,-0.00039,0.00064,-0.00064,0.00018,-0.00018
5.0,4.95,5.05,0.00822,0.00046,-0.00046,0.00062,-0.00062,0.00024,-0.00024
5.1,5.05,5.15,0.00843,0.00049,-0.00049,0.00065,-0.00065,0.0003,-0.0003
5.2,5.15,5.25,0.00902,0.00056,-0.00056,0.00072,-0.00072,0.00034,-0.00034
5.3,5.25,5.35,0.00679,0.00044,-0.00044,0.00061,-0.00061,0.00034,-0.00034
5.4,5.35,5.45,0.0064,0.00045,-0.00045,0.0005,-0.0005,0.00034,-0.00034

