#: table_doi: 10.17182/hepdata.90831.v1/t405
#: name: table no 405
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_405.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.429,0.007,-0.007,0.008,-0.008,0.005,-0.005
0.6000000000000001,0.55,0.65,0.74,0.01,-0.01,0.01,-0.01,0,0
0.7,0.65,0.75,0.6368,0.0091,-0.0091,0.0058,-0.0058,0.0033,-0.0033
0.8,0.75,0.85,0.5375,0.0086,-0.0086,0.0039,-0.0039,0.003,-0.003
0.8999999999999999,0.85,0.95,0.4865,0.0085,-0.0085,0.0019,-0.0019,0.003,-0.003
1.0,0.95,1.05,0.421,0.0075,-0.0075,0.0022,-0.0022,0.0029,-0.0029
1.1,1.05,1.15,0.3667,0.0077,-0.0077,0.0014,-0.0014,0.0019,-0.0019
1.2,1.15,1.25,0.3078,0.0073,-0.0073,0.0013,-0.0013,0.0018,-0.0018
1.3,1.25,1.35,0.2941,0.0074,-0.0074,0.0015,-0.0015,0.0018,-0.0018
1.4,1.35,1.45,0.2472,0.0071,-0.0071,0.0012,-0.0012,0.0016,-0.0016
1.5,1.45,1.55,0.2395,0.0069,-0.0069,0.0014,-0.0014,0.0014,-0.0014
1.6,1.55,1.65,0.2132,0.0066,-0.0066,0.0034,-0.0034,0.0015,-0.0015
1.7,1.65,1.75,0.185,0.006,-0.006,0.001,-0.001,0.001,-0.001
1.8,1.75,1.85,0.169,0.006,-0.006,0.001,-0.001,0.001,-0.001
1.9,1.85,1.95,0.1632,0.0059,-0.0059,0.0014,-0.0014,0.0013,-0.0013
2.0,1.95,2.05,0.1516,0.0058,-0.0058,0.0011,-0.0011,0.0012,-0.0012
2.0999999999999996,2.05,2.15,0.1404,0.0055,-0.0055,0.0014,-0.0014,0.0012,-0.0012
2.2,2.15,2.25,0.1325,0.0055,-0.0055,0.0007,-0.0007,0.0011,-0.0011
2.3,2.25,2.35,0.1183,0.0048,-0.0048,0.0005,-0.0005,0.0013,-0.0013
2.4000000000000004,2.35,2.45,0.1051,0.0047,-0.0047,0.0015,-0.0015,0.0012,-0.0012
2.5,2.45,2.55,0.1043,0.0044,-0.0044,0.002,-0.002,0.0012,-0.0012
2.5999999999999996,2.55,2.65,0.0884,0.0047,-0.0047,0.0004,-0.0004,0.001,-0.001
2.7,2.65,2.75,0.0958,0.0044,-0.0044,0.0012,-0.0012,0.0012,-0.0012
2.8,2.75,2.85,0.082,0.0041,-0.0041,0.0003,-0.0003,0.0011,-0.0011
2.9000000000000004,2.85,2.95,0.0843,0.0043,-0.0043,0.0005,-0.0005,0.0013,-0.0013
3.0,2.95,3.05,0.0677,0.0037,-0.0037,0.0008,-0.0008,0.0012,-0.0012
