#: table_doi: 10.17182/hepdata.90831.v1/t222
#: name: table no 222
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmin region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_222.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,1.027,0.0028,-0.0028,0.0163,-0.0163,0.0022,-0.0022
0.6000000000000001,0.55,0.65,1.711,0.0039,-0.0039,0.0269,-0.0269,0.002,-0.002
0.7,0.65,0.75,1.3618,0.0033,-0.0033,0.0217,-0.0217,0.002,-0.002
0.8,0.75,0.85,1.0808,0.0032,-0.0032,0.0171,-0.0171,0.0015,-0.0015
0.8999999999999999,0.85,0.95,0.867,0.0028,-0.0028,0.0138,-0.0138,0.0015,-0.0015
1.0,0.95,1.05,0.702,0.0026,-0.0026,0.0113,-0.0113,0.0015,-0.0015
1.1,1.05,1.15,0.5658,0.0025,-0.0025,0.009,-0.009,0.0013,-0.0013
1.2,1.15,1.25,0.4601,0.0024,-0.0024,0.0071,-0.0071,0.0012,-0.0012
1.3,1.25,1.35,0.3718,0.0023,-0.0023,0.0065,-0.0065,0.001,-0.001
1.4,1.35,1.45,0.309,0.002,-0.002,0.005,-0.005,0.001,-0.001
1.5,1.45,1.55,0.253,0.0018,-0.0018,0.0039,-0.0039,0.0011,-0.0011
1.6,1.55,1.65,0.2101,0.0017,-0.0017,0.0032,-0.0032,0.0009,-0.0009
1.7,1.65,1.75,0.1705,0.0016,-0.0016,0.0029,-0.0029,0.0007,-0.0007
1.8,1.75,1.85,0.141,0.0015,-0.0015,0.0022,-0.0022,0.0006,-0.0006
1.9,1.85,1.95,0.1171,0.0013,-0.0013,0.0018,-0.0018,0.0005,-0.0005
2.0,1.95,2.05,0.0992,0.0012,-0.0012,0.0017,-0.0017,0.0007,-0.0007
2.0999999999999996,2.05,2.15,0.0802,0.0012,-0.0012,0.0029,-0.0029,0.0007,-0.0007
2.2,2.15,2.25,0.0685,0.0011,-0.0011,0.0014,-0.0014,0.0007,-0.0007
2.3,2.25,2.35,0.05753,0.00089,-0.00089,0.00109,-0.00109,0.00053,-0.00053
2.4000000000000004,2.35,2.45,0.0486,0.00083,-0.00083,0.00114,-0.00114,0.00052,-0.00052
2.5,2.45,2.55,0.04265,0.00081,-0.00081,0.00212,-0.00212,0.00041,-0.00041
2.5999999999999996,2.55,2.65,0.03441,0.00068,-0.00068,0.0014,-0.0014,0.00034,-0.00034
2.7,2.65,2.75,0.03024,0.00061,-0.00061,0.00048,-0.00048,0.00025,-0.00025
2.8,2.75,2.85,0.0261,0.0006,-0.0006,0.0013,-0.0013,0.0003,-0.0003
2.9000000000000004,2.85,2.95,0.02165,0.00052,-0.00052,0.00054,-0.00054,0.00029,-0.00029
3.0,2.95,3.05,0.0179,0.00047,-0.00047,0.00088,-0.00088,0.00033,-0.00033
3.0999999999999996,3.05,3.15,0.01566,0.00046,-0.00046,0.00112,-0.00112,0.00028,-0.00028
3.2,3.15,3.25,0.0153,0.0004,-0.0004,0.0007,-0.0007,0.0003,-0.0003
3.3,3.25,3.35,0.01172,0.00036,-0.00036,0.00084,-0.00084,0.00029,-0.00029
3.4000000000000004,3.35,3.45,0.00936,0.00033,-0.00033,0.00091,-0.00091,0.0003,-0.0003
3.5,3.45,3.55,0.0089,0.00032,-0.00032,0.00055,-0.00055,0.00022,-0.00022
3.5999999999999996,3.55,3.65,0.00751,0.00029,-0.00029,0.00047,-0.00047,0.00021,-0.00021
3.7,3.65,3.75,0.00701,0.00027,-0.00027,0.00097,-0.00097,0.00017,-0.00017
3.8,3.75,3.85,0.006,0.00025,-0.00025,0.00028,-0.00028,0.00015,-0.00015
3.9000000000000004,3.85,3.95,0.00474,0.00021,-0.00021,0.00046,-0.00046,0.00012,-0.00012
4.0,3.95,4.05,0.00423,0.00022,-0.00022,0.00058,-0.00058,0.00012,-0.00012
4.1,4.05,4.15,0.00377,0.00019,-0.00019,0.00046,-0.00046,0.00012,-0.00012
4.2,4.15,4.25,0.00364,0.00021,-0.00021,0.00054,-0.00054,0.00011,-0.00011
4.3,4.25,4.35,0.00287,0.00018,-0.00018,0.00017,-0.00017,0.00011,-0.00011
4.4,4.35,4.45,0.00259,0.00016,-0.00016,0.00026,-0.00026,0.00011,-0.00011
4.5,4.45,4.55,0.00267,0.00018,-0.00018,0.00045,-0.00045,0.00012,-0.00012
4.6,4.55,4.65,0.00167,0.00013,-0.00013,0.00018,-0.00018,0.00012,-0.00012
4.7,4.65,4.75,0.00171,0.00012,-0.00012,0.00021,-0.00021,0.00012,-0.00012
4.8,4.75,4.85,0.0017,0.00013,-0.00013,0.00026,-0.00026,0.00011,-0.00011
4.9,4.85,4.95,0.00169,0.00013,-0.00013,0.00028,-0.00028,9e-05,-9e-05
5.0,4.95,5.05,0.00134,9.9e-05,-9.9e-05,0.00016,-0.00016,8e-05,-8e-05
5.1,5.05,5.15,0.00097,8.4e-05,-8.4e-05,0.00011,-0.00011,6e-05,-6e-05
5.2,5.15,5.25,0.0009,8.6e-05,-8.6e-05,0.0001,-0.0001,7e-05,-7e-05
