#: table_doi: 10.17182/hepdata.90831.v1/t342
#: name: table no 342
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmin region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_342.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.111,0.003,-0.003,0.06,-0.06,0.018,-0.018
0.6000000000000001,0.55,0.65,0.6047,0.0072,-0.0072,0.1168,-0.1168,0.0152,-0.0152
0.7,0.65,0.75,1.1342,0.0082,-0.0082,0.0821,-0.0821,0.0147,-0.0147
0.8,0.75,0.85,1.5898,0.0088,-0.0088,0.0228,-0.0228,0.0134,-0.0134
0.8999999999999999,0.85,0.95,1.713,0.0078,-0.0078,0.0707,-0.0707,0.0177,-0.0177
1.0,0.95,1.05,1.5016,0.0067,-0.0067,0.0988,-0.0988,0.0183,-0.0183
1.1,1.05,1.15,1.1129,0.0053,-0.0053,0.0663,-0.0663,0.0127,-0.0127
1.2,1.15,1.25,0.77,0.0045,-0.0045,0.0466,-0.0466,0.0062,-0.0062
1.3,1.25,1.35,0.4968,0.0035,-0.0035,0.0118,-0.0118,0.0036,-0.0036
1.4,1.35,1.45,0.3218,0.0027,-0.0027,0.0047,-0.0047,0.0038,-0.0038
1.5,1.45,1.55,0.2088,0.0021,-0.0021,0.0029,-0.0029,0.0036,-0.0036
1.6,1.55,1.65,0.133,0.0016,-0.0016,0.0039,-0.0039,0.0031,-0.0031
1.7,1.65,1.75,0.0896,0.0014,-0.0014,0.0028,-0.0028,0.0023,-0.0023
1.8,1.75,1.85,0.0568,0.0011,-0.0011,0.0052,-0.0052,0.0023,-0.0023
1.9,1.85,1.95,0.04229,0.00095,-0.00095,0.0028,-0.0028,0.00231,-0.00231
2.0,1.95,2.05,0.03006,0.00079,-0.00079,0.00219,-0.00219,0.00195,-0.00195
2.0999999999999996,2.05,2.15,0.01792,0.00059,-0.00059,0.00256,-0.00256,0.00159,-0.00159
2.2,2.15,2.25,0.01592,0.00067,-0.00067,0.00084,-0.00084,0.00129,-0.00129
2.3,2.25,2.35,0.01183,0.00057,-0.00057,0.00112,-0.00112,0.0013,-0.0013
2.4000000000000004,2.35,2.45,0.00886,0.00047,-0.00047,0.00024,-0.00024,0.00105,-0.00105
2.5,2.45,2.55,0.00438,0.00024,-0.00024,0.00027,-0.00027,0.00097,-0.00097
2.5999999999999996,2.55,2.65,0.00452,0.00049,-0.00049,0.00074,-0.00074,0.00081,-0.00081
2.7,2.65,2.75,0.00382,0.00035,-0.00035,0.00032,-0.00032,0.00073,-0.00073
2.8,2.75,2.85,0.00261,0.00029,-0.00029,0.00051,-0.00051,0.00052,-0.00052
2.9000000000000004,2.85,2.95,0.00172,0.00024,-0.00024,0.00028,-0.00028,0.00037,-0.00037

