#: table_doi: 10.17182/hepdata.90831.v1/t179
#: name: table no 179
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transverse region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_179.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0197,0.0037,-0.0037,0.0114,-0.0114,0.0047,-0.0047
0.6000000000000001,0.55,0.65,0.1019,0.0088,-0.0088,0.0134,-0.0134,0.0054,-0.0054
0.7,0.65,0.75,0.293,0.013,-0.013,0.018,-0.018,0.007,-0.007
0.8,0.75,0.85,0.568,0.018,-0.018,0.025,-0.025,0.009,-0.009
0.8999999999999999,0.85,0.95,0.937,0.021,-0.021,0.033,-0.033,0.011,-0.011
1.0,0.95,1.05,1.248,0.023,-0.023,0.039,-0.039,0.012,-0.012
1.1,1.05,1.15,1.217,0.023,-0.023,0.032,-0.032,0.012,-0.012
1.2,1.15,1.25,1.03,0.02,-0.02,0.02,-0.02,0.01,-0.01
1.3,1.25,1.35,0.83,0.018,-0.018,0.019,-0.019,0.01,-0.01
1.4,1.35,1.45,0.629,0.016,-0.016,0.012,-0.012,0.01,-0.01
1.5,1.45,1.55,0.463,0.012,-0.012,0.008,-0.008,0.009,-0.009
1.6,1.55,1.65,0.34,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.7,1.65,1.75,0.29,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.8,1.75,1.85,0.2472,0.0081,-0.0081,0.0083,-0.0083,0.0072,-0.0072
1.9,1.85,1.95,0.205,0.007,-0.007,0.008,-0.008,0.007,-0.007
2.0,1.95,2.05,0.1688,0.0059,-0.0059,0.0088,-0.0088,0.0078,-0.0078
2.0999999999999996,2.05,2.15,0.1514,0.0062,-0.0062,0.01,-0.01,0.0076,-0.0076
2.2,2.15,2.25,0.1245,0.0052,-0.0052,0.0103,-0.0103,0.0071,-0.0071
2.3,2.25,2.35,0.0968,0.0041,-0.0041,0.009,-0.009,0.0061,-0.0061
2.4000000000000004,2.35,2.45,0.0944,0.0037,-0.0037,0.0089,-0.0089,0.0058,-0.0058
2.5,2.45,2.55,0.0945,0.0035,-0.0035,0.0079,-0.0079,0.0054,-0.0054
2.5999999999999996,2.55,2.65,0.083,0.004,-0.004,0.008,-0.008,0.006,-0.006
2.7,2.65,2.75,0.0725,0.0035,-0.0035,0.0073,-0.0073,0.0057,-0.0057
2.8,2.75,2.85,0.0543,0.0032,-0.0032,0.0062,-0.0062,0.0058,-0.0058
2.9000000000000004,2.85,2.95,0.0499,0.0033,-0.0033,0.0062,-0.0062,0.0053,-0.0053

