#: table_doi: 10.17182/hepdata.90831.v1/t440
#: name: table no 440
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),away region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_440.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0318,0.0022,-0.0022,0.0046,-0.0046,0.0027,-0.0027
0.095,0.05,0.14,0.068,0.003,-0.003,0.004,-0.004,0.003,-0.003
0.19,0.14,0.24,0.0991,0.0031,-0.0031,0.0047,-0.0047,0.0046,-0.0046
0.28500000000000003,0.24,0.33,0.1594,0.0039,-0.0039,0.0069,-0.0069,0.0063,-0.0063
0.38,0.33,0.43,0.2238,0.0043,-0.0043,0.0073,-0.0073,0.0091,-0.0091
0.48,0.43,0.53,0.2925,0.0048,-0.0048,0.0101,-0.0101,0.0119,-0.0119
0.575,0.53,0.62,0.3636,0.0046,-0.0046,0.0159,-0.0159,0.0139,-0.0139
0.6699999999999999,0.62,0.72,0.4343,0.0046,-0.0046,0.0115,-0.0115,0.0138,-0.0138
0.765,0.72,0.81,0.5041,0.0051,-0.0051,0.0108,-0.0108,0.0128,-0.0128
0.8600000000000001,0.81,0.91,0.5521,0.0052,-0.0052,0.0097,-0.0097,0.0118,-0.0118
0.9550000000000001,0.91,1.0,0.6018,0.0052,-0.0052,0.0108,-0.0108,0.011,-0.011
1.05,1.0,1.1,0.6135,0.0051,-0.0051,0.0108,-0.0108,0.0095,-0.0095
1.145,1.1,1.19,0.6032,0.0048,-0.0048,0.0092,-0.0092,0.0079,-0.0079
1.24,1.19,1.29,0.5885,0.0047,-0.0047,0.0092,-0.0092,0.0051,-0.0051
1.335,1.29,1.38,0.56,0.0045,-0.0045,0.0095,-0.0095,0.0039,-0.0039
1.43,1.38,1.48,0.5403,0.0044,-0.0044,0.0107,-0.0107,0.0039,-0.0039
1.53,1.48,1.58,0.506,0.004,-0.004,0.009,-0.009,0.005,-0.005
1.625,1.58,1.67,0.4619,0.0039,-0.0039,0.0083,-0.0083,0.0059,-0.0059
1.72,1.67,1.77,0.4216,0.0037,-0.0037,0.0095,-0.0095,0.006,-0.006
1.815,1.77,1.86,0.3783,0.0035,-0.0035,0.0081,-0.0081,0.0061,-0.0061
1.9100000000000001,1.86,1.96,0.333,0.0032,-0.0032,0.0109,-0.0109,0.0068,-0.0068
2.005,1.96,2.05,0.3022,0.0031,-0.0031,0.0094,-0.0094,0.0067,-0.0067
2.0999999999999996,2.05,2.15,0.2648,0.0028,-0.0028,0.0074,-0.0074,0.0071,-0.0071
2.1950000000000003,2.15,2.24,0.2351,0.0027,-0.0027,0.0052,-0.0052,0.0067,-0.0067
2.29,2.24,2.34,0.2001,0.0024,-0.0024,0.0086,-0.0086,0.0068,-0.0068
2.3899999999999997,2.34,2.44,0.1727,0.0024,-0.0024,0.0057,-0.0057,0.0063,-0.0063
2.485,2.44,2.53,0.149,0.0022,-0.0022,0.0062,-0.0062,0.0061,-0.0061
2.58,2.53,2.63,0.1273,0.0019,-0.0019,0.005,-0.005,0.0078,-0.0078
2.7249999999999996,2.63,2.82,0.1036,0.0017,-0.0017,0.0043,-0.0043,0.0044,-0.0044
2.915,2.82,3.01,0.0747,0.0014,-0.0014,0.0035,-0.0035,0.0046,-0.0046
3.105,3.01,3.2,0.0506,0.0011,-0.0011,0.003,-0.003,0.0034,-0.0034
3.295,3.2,3.39,0.03467,0.00098,-0.00098,0.0033,-0.0033,0.00264,-0.00264
3.4850000000000003,3.39,3.58,0.0243,0.0009,-0.0009,0.002,-0.002,0.0021,-0.0021
3.725,3.58,3.87,0.01522,0.00058,-0.00058,0.00147,-0.00147,0.00137,-0.00137
4.105,3.87,4.34,0.00826,0.00043,-0.00043,0.00089,-0.00089,0.00066,-0.00066

