#: table_doi: 10.17182/hepdata.90831.v1/t416
#: name: table no 416
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transverse region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_416.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.2334,0.0057,-0.0057,0.0499,-0.0499,0.0141,-0.0141
0.095,0.05,0.14,0.436,0.0076,-0.0076,0.0574,-0.0574,0.0157,-0.0157
0.19,0.14,0.24,0.5847,0.0074,-0.0074,0.0515,-0.0515,0.0174,-0.0174
0.28500000000000003,0.24,0.33,0.6906,0.0071,-0.0071,0.0457,-0.0457,0.0173,-0.0173
0.38,0.33,0.43,0.7253,0.0067,-0.0067,0.0329,-0.0329,0.0148,-0.0148
0.48,0.43,0.53,0.7429,0.0067,-0.0067,0.0264,-0.0264,0.0123,-0.0123
0.575,0.53,0.62,0.7302,0.0061,-0.0061,0.0184,-0.0184,0.0096,-0.0096
0.6699999999999999,0.62,0.72,0.6963,0.0057,-0.0057,0.0037,-0.0037,0.0076,-0.0076
0.765,0.72,0.81,0.6619,0.0055,-0.0055,0.0087,-0.0087,0.0049,-0.0049
0.8600000000000001,0.81,0.91,0.608,0.0051,-0.0051,0.0133,-0.0133,0.0042,-0.0042
0.9550000000000001,0.91,1.0,0.5505,0.0047,-0.0047,0.0216,-0.0216,0.0041,-0.0041
1.05,1.0,1.1,0.4882,0.0044,-0.0044,0.0288,-0.0288,0.0063,-0.0063
1.145,1.1,1.19,0.4408,0.0042,-0.0042,0.0314,-0.0314,0.0067,-0.0067
1.24,1.19,1.29,0.3893,0.0037,-0.0037,0.0266,-0.0266,0.0075,-0.0075
1.335,1.29,1.38,0.3424,0.0034,-0.0034,0.0213,-0.0213,0.0071,-0.0071
1.43,1.38,1.48,0.3057,0.0031,-0.0031,0.0163,-0.0163,0.0073,-0.0073
1.53,1.48,1.58,0.26,0.003,-0.003,0.017,-0.017,0.006,-0.006
1.625,1.58,1.67,0.23,0.0029,-0.0029,0.0113,-0.0113,0.0066,-0.0066
1.72,1.67,1.77,0.1892,0.0026,-0.0026,0.0191,-0.0191,0.0061,-0.0061
1.815,1.77,1.86,0.1605,0.0023,-0.0023,0.0081,-0.0081,0.0059,-0.0059
1.9100000000000001,1.86,1.96,0.1413,0.0022,-0.0022,0.0082,-0.0082,0.0051,-0.0051
2.005,1.96,2.05,0.12,0.002,-0.002,0.008,-0.008,0.004,-0.004
2.0999999999999996,2.05,2.15,0.1041,0.0018,-0.0018,0.0051,-0.0051,0.0044,-0.0044
2.1950000000000003,2.15,2.24,0.0868,0.0016,-0.0016,0.0053,-0.0053,0.004,-0.004
2.29,2.24,2.34,0.0821,0.0015,-0.0015,0.0038,-0.0038,0.0038,-0.0038
2.3899999999999997,2.34,2.44,0.0658,0.0014,-0.0014,0.0032,-0.0032,0.0032,-0.0032
2.485,2.44,2.53,0.0545,0.0013,-0.0013,0.0024,-0.0024,0.0031,-0.0031
2.58,2.53,2.63,0.0492,0.0012,-0.0012,0.0038,-0.0038,0.003,-0.003
2.7249999999999996,2.63,2.82,0.041,0.001,-0.001,0.003,-0.003,0.002,-0.002
2.915,2.82,3.01,0.03153,0.00092,-0.00092,0.00297,-0.00297,0.00154,-0.00154
3.105,3.01,3.2,0.02019,0.00077,-0.00077,0.00172,-0.00172,0.00143,-0.00143
3.295,3.2,3.39,0.01602,0.00077,-0.00077,0.00117,-0.00117,0.00115,-0.00115
3.4850000000000003,3.39,3.58,0.0119,0.00065,-0.00065,0.0007,-0.0007,0.0011,-0.0011
3.725,3.58,3.87,0.0072,0.0004,-0.0004,0.0004,-0.0004,0.0007,-0.0007
4.105,3.87,4.34,0.00513,0.00035,-0.00035,0.00014,-0.00014,0.00042,-0.00042

