#: table_doi: 10.17182/hepdata.90831.v1/t128
#: name: table no 128
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d\Sigma p_{t}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_128.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV],Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] LOW,Bin limits$\Sigma p_{T}/(\delta\eta\delta\phi)$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(\Sigma p_{T}/\delta\eta\delta\phi)$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.07,0,0.14,0.4872,0.0045,-0.0045,0.0122,-0.0122,0.019,-0.019
0.23500000000000001,0.14,0.33,0.4693,0.0039,-0.0039,0.0078,-0.0078,0.0128,-0.0128
0.43000000000000005,0.33,0.53,0.534,0.0037,-0.0037,0.0058,-0.0058,0.0099,-0.0099
0.625,0.53,0.72,0.5248,0.0032,-0.0032,0.0046,-0.0046,0.0068,-0.0068
0.815,0.72,0.91,0.4829,0.0031,-0.0031,0.0042,-0.0042,0.0044,-0.0044
1.0050000000000001,0.91,1.1,0.447,0.003,-0.003,0.004,-0.004,0.003,-0.003
1.195,1.1,1.29,0.4054,0.0027,-0.0027,0.004,-0.004,0.0027,-0.0027
1.385,1.29,1.48,0.3495,0.0025,-0.0025,0.0035,-0.0035,0.0032,-0.0032
1.575,1.48,1.67,0.29,0.0022,-0.0022,0.0029,-0.0029,0.0045,-0.0045
1.7650000000000001,1.67,1.86,0.239,0.0021,-0.0021,0.0024,-0.0024,0.0058,-0.0058
2.1,1.86,2.34,0.1746,0.0013,-0.0013,0.0014,-0.0014,0.0028,-0.0028
2.5300000000000002,2.34,2.72,0.114,0.0012,-0.0012,0.001,-0.001,0.0036,-0.0036
2.91,2.72,3.1,0.07827,0.00096,-0.00096,0.00085,-0.00085,0.00323,-0.00323
3.295,3.1,3.49,0.04761,0.00076,-0.00076,0.00076,-0.00076,0.00247,-0.00247
3.68,3.49,3.87,0.03138,0.00061,-0.00061,0.0007,-0.0007,0.00182,-0.00182
4.105,3.87,4.34,0.01995,0.00044,-0.00044,0.00057,-0.00057,0.00102,-0.00102
4.58,4.34,4.82,0.01297,0.00037,-0.00037,0.00059,-0.00059,0.00072,-0.00072
5.0600000000000005,4.82,5.3,0.00844,0.00034,-0.00034,0.00055,-0.00055,0.00053,-0.00053
5.54,5.3,5.78,0.00446,0.00021,-0.00021,0.00048,-0.00048,0.00048,-0.00048

