#: table_doi: 10.17182/hepdata.90831.v1/t116
#: name: table no 116
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmax region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_116.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.0298,0.0047,-0.0047,0.005,-0.005,0.0047,-0.0047
0.195,0.1,0.29,0.15,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.385,0.29,0.48,0.248,0.012,-0.012,0.007,-0.007,0.01,-0.01
0.575,0.48,0.67,0.325,0.012,-0.012,0.007,-0.007,0.012,-0.012
0.765,0.67,0.86,0.366,0.013,-0.013,0.007,-0.007,0.012,-0.012
0.9550000000000001,0.86,1.05,0.402,0.011,-0.011,0.008,-0.008,0.01,-0.01
1.145,1.05,1.24,0.404,0.011,-0.011,0.007,-0.007,0.008,-0.008
1.335,1.24,1.43,0.42,0.01,-0.01,0.01,-0.01,0.01,-0.01
1.525,1.43,1.62,0.4107,0.0097,-0.0097,0.0063,-0.0063,0.007,-0.007
1.715,1.62,1.81,0.3535,0.0087,-0.0087,0.0053,-0.0053,0.0063,-0.0063
1.91,1.81,2.01,0.316,0.0081,-0.0081,0.0044,-0.0044,0.0055,-0.0055
2.105,2.01,2.2,0.2771,0.0072,-0.0072,0.0041,-0.0041,0.0052,-0.0052
2.295,2.2,2.39,0.2317,0.0061,-0.0061,0.0038,-0.0038,0.0053,-0.0053
2.4850000000000003,2.39,2.58,0.2157,0.0065,-0.0065,0.0039,-0.0039,0.0058,-0.0058
2.675,2.58,2.77,0.1825,0.0057,-0.0057,0.0037,-0.0037,0.0056,-0.0056
2.865,2.77,2.96,0.1632,0.0064,-0.0064,0.004,-0.004,0.0056,-0.0056
3.0549999999999997,2.96,3.15,0.1417,0.0053,-0.0053,0.004,-0.004,0.0052,-0.0052
3.245,3.15,3.34,0.1111,0.0046,-0.0046,0.0039,-0.0039,0.0056,-0.0056
3.4349999999999996,3.34,3.53,0.0976,0.0047,-0.0047,0.0029,-0.0029,0.0054,-0.0054
3.625,3.53,3.72,0.0768,0.0046,-0.0046,0.0025,-0.0025,0.0052,-0.0052
3.8200000000000003,3.72,3.92,0.066,0.0041,-0.0041,0.0026,-0.0026,0.0045,-0.0045
4.015000000000001,3.92,4.11,0.0497,0.0031,-0.0031,0.0021,-0.0021,0.0041,-0.0041
4.205,4.11,4.3,0.0387,0.0031,-0.0031,0.0017,-0.0017,0.0039,-0.0039

