#: table_doi: 10.17182/hepdata.90831.v1/t65
#: name: table no 65
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_65.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.9344,0.0049,-0.0049,0.0374,-0.0374,0.0056,-0.0056
0.6000000000000001,0.55,0.65,1.5715,0.0063,-0.0063,0.0358,-0.0358,0.0049,-0.0049
0.7,0.65,0.75,1.2562,0.0057,-0.0057,0.0277,-0.0277,0.0037,-0.0037
0.8,0.75,0.85,1.0239,0.0053,-0.0053,0.019,-0.019,0.0027,-0.0027
0.8999999999999999,0.85,0.95,0.8267,0.0051,-0.0051,0.0112,-0.0112,0.0022,-0.0022
1.0,0.95,1.05,0.6715,0.0046,-0.0046,0.0068,-0.0068,0.0018,-0.0018
1.1,1.05,1.15,0.5601,0.0046,-0.0046,0.0048,-0.0048,0.0017,-0.0017
1.2,1.15,1.25,0.4605,0.0044,-0.0044,0.0043,-0.0043,0.0015,-0.0015
1.3,1.25,1.35,0.3795,0.0038,-0.0038,0.0047,-0.0047,0.0015,-0.0015
1.4,1.35,1.45,0.32,0.004,-0.004,0.005,-0.005,0.001,-0.001
1.5,1.45,1.55,0.2665,0.0037,-0.0037,0.0059,-0.0059,0.0015,-0.0015
1.6,1.55,1.65,0.2191,0.0031,-0.0031,0.0062,-0.0062,0.0016,-0.0016
1.7,1.65,1.75,0.1859,0.0032,-0.0032,0.0063,-0.0063,0.0016,-0.0016
1.8,1.75,1.85,0.1561,0.0027,-0.0027,0.0065,-0.0065,0.0015,-0.0015
1.9,1.85,1.95,0.1331,0.0025,-0.0025,0.0062,-0.0062,0.0014,-0.0014
2.0,1.95,2.05,0.1225,0.0024,-0.0024,0.006,-0.006,0.0011,-0.0011
2.0999999999999996,2.05,2.15,0.1003,0.0022,-0.0022,0.0056,-0.0056,0.0009,-0.0009
2.2,2.15,2.25,0.082,0.002,-0.002,0.005,-0.005,0.001,-0.001
2.3,2.25,2.35,0.0755,0.0018,-0.0018,0.005,-0.005,0.0009,-0.0009
2.4000000000000004,2.35,2.45,0.0679,0.0019,-0.0019,0.0047,-0.0047,0.0009,-0.0009
2.5,2.45,2.55,0.054,0.0016,-0.0016,0.0044,-0.0044,0.0008,-0.0008
2.5999999999999996,2.55,2.65,0.0456,0.0015,-0.0015,0.004,-0.004,0.0007,-0.0007
