#: table_doi: 10.17182/hepdata.90831.v1/t378
#: name: table no 378
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transverse region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_378.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8096,0.0052,-0.0052,0.0311,-0.0311,0.0041,-0.0041
0.6000000000000001,0.55,0.65,1.4023,0.0069,-0.0069,0.0362,-0.0362,0.0034,-0.0034
0.7,0.65,0.75,1.1169,0.0065,-0.0065,0.0145,-0.0145,0.0039,-0.0039
0.8,0.75,0.85,0.937,0.006,-0.006,0.013,-0.013,0.003,-0.003
0.8999999999999999,0.85,0.95,0.7608,0.0063,-0.0063,0.008,-0.008,0.003,-0.003
1.0,0.95,1.05,0.6357,0.0057,-0.0057,0.0047,-0.0047,0.0024,-0.0024
1.1,1.05,1.15,0.529,0.005,-0.005,0.003,-0.003,0.001,-0.001
1.2,1.15,1.25,0.444,0.005,-0.005,0.003,-0.003,0.001,-0.001
1.3,1.25,1.35,0.3661,0.0047,-0.0047,0.0024,-0.0024,0.0014,-0.0014
1.4,1.35,1.45,0.3194,0.0041,-0.0041,0.0051,-0.0051,0.0014,-0.0014
1.5,1.45,1.55,0.27,0.0039,-0.0039,0.0032,-0.0032,0.0013,-0.0013
1.6,1.55,1.65,0.231,0.004,-0.004,0.004,-0.004,0.001,-0.001
1.7,1.65,1.75,0.2109,0.0036,-0.0036,0.0066,-0.0066,0.0015,-0.0015
1.8,1.75,1.85,0.1698,0.0034,-0.0034,0.0039,-0.0039,0.0021,-0.0021
1.9,1.85,1.95,0.1493,0.0033,-0.0033,0.0051,-0.0051,0.002,-0.002
2.0,1.95,2.05,0.1367,0.0033,-0.0033,0.0044,-0.0044,0.002,-0.002
2.0999999999999996,2.05,2.15,0.1098,0.0029,-0.0029,0.0016,-0.0016,0.0011,-0.0011
2.2,2.15,2.25,0.1038,0.0026,-0.0026,0.0019,-0.0019,0.0008,-0.0008
2.3,2.25,2.35,0.0966,0.0025,-0.0025,0.0049,-0.0049,0.0006,-0.0006
2.4000000000000004,2.35,2.45,0.0805,0.0025,-0.0025,0.0014,-0.0014,0.0007,-0.0007
2.5,2.45,2.55,0.071,0.0021,-0.0021,0.0038,-0.0038,0.0009,-0.0009
2.5999999999999996,2.55,2.65,0.062,0.0021,-0.0021,0.0011,-0.0011,0.0009,-0.0009
2.7,2.65,2.75,0.061,0.002,-0.002,0.003,-0.003,0.001,-0.001
2.8,2.75,2.85,0.0513,0.0018,-0.0018,0.0023,-0.0023,0.0008,-0.0008
2.9000000000000004,2.85,2.95,0.0482,0.0017,-0.0017,0.0003,-0.0003,0.0009,-0.0009
3.0,2.95,3.05,0.0453,0.0017,-0.0017,0.0037,-0.0037,0.0009,-0.0009
3.0999999999999996,3.05,3.15,0.0424,0.0016,-0.0016,0.002,-0.002,0.0008,-0.0008
3.2,3.15,3.25,0.0377,0.0016,-0.0016,0.0011,-0.0011,0.0007,-0.0007
3.3,3.25,3.35,0.0333,0.0013,-0.0013,0.0007,-0.0007,0.0006,-0.0006
3.4000000000000004,3.35,3.45,0.029,0.0013,-0.0013,0.0015,-0.0015,0.0007,-0.0007
3.5,3.45,3.55,0.0258,0.0012,-0.0012,0.0021,-0.0021,0.0007,-0.0007
3.5999999999999996,3.55,3.65,0.0267,0.0012,-0.0012,0.0012,-0.0012,0.0008,-0.0008
3.7,3.65,3.75,0.0278,0.0013,-0.0013,0.0006,-0.0006,0.0006,-0.0006
3.8,3.75,3.85,0.02142,0.00099,-0.00099,0.00192,-0.00192,0.00061,-0.00061
3.9000000000000004,3.85,3.95,0.0221,0.0011,-0.0011,0.0007,-0.0007,0.0005,-0.0005
4.0,3.95,4.05,0.01999,0.00096,-0.00096,0.00152,-0.00152,0.0005,-0.0005
4.1,4.05,4.15,0.0169,0.00093,-0.00093,0.00167,-0.00167,0.00041,-0.00041
4.2,4.15,4.25,0.016,0.0009,-0.0009,0.0009,-0.0009,0.0007,-0.0007
4.3,4.25,4.35,0.0163,0.00089,-0.00089,0.00054,-0.00054,0.0007,-0.0007
4.4,4.35,4.45,0.01462,0.00076,-0.00076,0.00141,-0.00141,0.00074,-0.00074
