#: table_doi: 10.17182/hepdata.90831.v1/t340
#: name: table no 340
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transverse region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_340.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,1.1e-07,-1.1e-07,0.00026,-0.00026,0,0
0.6000000000000001,0.55,0.65,0,5.8e-07,-5.8e-07,0.00183,-0.00183,0.00633,-0.00633
0.7,0.65,0.75,0.069,0.025,-0.025,0.032,-0.032,0.012,-0.012
0.8,0.75,0.85,0.104,0.027,-0.027,0.27,-0.27,0.018,-0.018
0.8999999999999999,0.85,0.95,0.261,0.047,-0.047,0.064,-0.064,0.028,-0.028
1.0,0.95,1.05,0.542,0.061,-0.061,0.169,-0.169,0.047,-0.047
1.1,1.05,1.15,0.966,0.081,-0.081,0.855,-0.855,0.064,-0.064
1.2,1.15,1.25,1.047,0.079,-0.079,0.183,-0.183,0.06,-0.06
1.3,1.25,1.35,0.837,0.072,-0.072,0.288,-0.288,0.052,-0.052
1.4,1.35,1.45,0.832,0.089,-0.089,0.228,-0.228,0.051,-0.051
1.5,1.45,1.55,0.641,0.064,-0.064,0.062,-0.062,0.064,-0.064
1.6,1.55,1.65,0.514,0.047,-0.047,0.313,-0.313,0.074,-0.074
1.7,1.65,1.75,0.526,0.057,-0.057,0.19,-0.19,0.075,-0.075
1.8,1.75,1.85,0.419,0.051,-0.051,0.089,-0.089,0.061,-0.061
1.9,1.85,1.95,0.296,0.038,-0.038,0.405,-0.405,0.056,-0.056
2.0,1.95,2.05,0.351,0.049,-0.049,0.117,-0.117,0.054,-0.054
2.0999999999999996,2.05,2.15,0.377,0.039,-0.039,0.018,-0.018,0.061,-0.061
2.2,2.15,2.25,0.209,0.035,-0.035,0.153,-0.153,0.055,-0.055
2.3,2.25,2.35,0.243,0.035,-0.035,0.1,-0.1,0.043,-0.043
2.4000000000000004,2.35,2.45,0.171,0.035,-0.035,0.124,-0.124,0.036,-0.036
2.5,2.45,2.55,0.12,0.02,-0.02,0.04,-0.04,0.04,-0.04
2.5999999999999996,2.55,2.65,0.15,0.03,-0.03,0.19,-0.19,0.05,-0.05
2.7,2.65,2.75,0.189,0.038,-0.038,0.039,-0.039,0.038,-0.038
2.8,2.75,2.85,0.044,0.013,-0.013,0.039,-0.039,0.031,-0.031
2.9000000000000004,2.85,2.95,0.095,0.023,-0.023,0.032,-0.032,0.021,-0.021

