#: table_doi: 10.17182/hepdata.90831.v1/t275
#: name: table no 275
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmax region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_275.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.0008,0.0004,-0.0004,0.0011,-0.0011,0.0011,-0.0011
0.195,0.1,0.29,0.0096,0.0039,-0.0039,0.0028,-0.0028,0.0027,-0.0027
0.385,0.29,0.48,0.0369,0.0069,-0.0069,0.0115,-0.0115,0.0051,-0.0051
0.575,0.48,0.67,0.076,0.008,-0.008,0.006,-0.006,0.009,-0.009
0.765,0.67,0.86,0.157,0.013,-0.013,0.013,-0.013,0.014,-0.014
0.9550000000000001,0.86,1.05,0.229,0.015,-0.015,0.036,-0.036,0.014,-0.014
1.145,1.05,1.24,0.264,0.014,-0.014,0.028,-0.028,0.012,-0.012
1.335,1.24,1.43,0.299,0.012,-0.012,0.01,-0.01,0.012,-0.012
1.525,1.43,1.62,0.358,0.015,-0.015,0.006,-0.006,0.013,-0.013
1.715,1.62,1.81,0.371,0.015,-0.015,0.02,-0.02,0.016,-0.016
1.91,1.81,2.01,0.444,0.016,-0.016,0.009,-0.009,0.014,-0.014
2.105,2.01,2.2,0.434,0.016,-0.016,0.01,-0.01,0.013,-0.013
2.295,2.2,2.39,0.358,0.014,-0.014,0.007,-0.007,0.01,-0.01
2.4850000000000003,2.39,2.58,0.328,0.012,-0.012,0.012,-0.012,0.01,-0.01
2.675,2.58,2.77,0.305,0.013,-0.013,0.009,-0.009,0.009,-0.009
2.865,2.77,2.96,0.271,0.012,-0.012,0.007,-0.007,0.01,-0.01
3.0549999999999997,2.96,3.15,0.223,0.012,-0.012,0.019,-0.019,0.009,-0.009
3.245,3.15,3.34,0.1958,0.0089,-0.0089,0.0022,-0.0022,0.0106,-0.0106
3.4349999999999996,3.34,3.53,0.196,0.011,-0.011,0.015,-0.015,0.01,-0.01
3.625,3.53,3.72,0.168,0.011,-0.011,0.012,-0.012,0.011,-0.011
3.8200000000000003,3.72,3.92,0.111,0.008,-0.008,0.015,-0.015,0.009,-0.009
4.015000000000001,3.92,4.11,0.0835,0.0065,-0.0065,0.0029,-0.0029,0.0083,-0.0083
4.205,4.11,4.3,0.079,0.007,-0.007,0.011,-0.011,0.008,-0.008

