#: table_doi: 10.17182/hepdata.90831.v1/t501
#: name: table no 501
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),transverse region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_501.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0145,0.0099,-0.0099,0.0121,-0.0121,0.0078,-0.0078
0.6000000000000001,0.55,0.65,0.085,0.022,-0.022,0.003,-0.003,0.01,-0.01
0.7,0.65,0.75,0.237,0.039,-0.039,0.009,-0.009,0.015,-0.015
0.8,0.75,0.85,0.54,0.05,-0.05,0.03,-0.03,0.02,-0.02
0.8999999999999999,0.85,0.95,0.905,0.066,-0.066,0.017,-0.017,0.039,-0.039
1.0,0.95,1.05,1.089,0.067,-0.067,0.059,-0.059,0.042,-0.042
1.1,1.05,1.15,0.925,0.062,-0.062,0.034,-0.034,0.035,-0.035
1.2,1.15,1.25,0.828,0.053,-0.053,0.017,-0.017,0.023,-0.023
1.3,1.25,1.35,0.88,0.06,-0.06,0.03,-0.03,0.03,-0.03
1.4,1.35,1.45,0.66,0.05,-0.05,0.02,-0.02,0.02,-0.02
1.5,1.45,1.55,0.513,0.045,-0.045,0.019,-0.019,0.021,-0.021
1.6,1.55,1.65,0.372,0.034,-0.034,0.014,-0.014,0.015,-0.015
1.7,1.65,1.75,0.293,0.034,-0.034,0.01,-0.01,0.017,-0.017
1.8,1.75,1.85,0.273,0.029,-0.029,0.006,-0.006,0.021,-0.021
1.9,1.85,1.95,0.24,0.03,-0.03,0.01,-0.01,0.03,-0.03
2.0,1.95,2.05,0.23,0.021,-0.021,0.007,-0.007,0.031,-0.031
2.0999999999999996,2.05,2.15,0.205,0.026,-0.026,0.004,-0.004,0.033,-0.033
2.2,2.15,2.25,0.17,0.023,-0.023,0.012,-0.012,0.028,-0.028
2.3,2.25,2.35,0.114,0.014,-0.014,0.006,-0.006,0.021,-0.021
2.4000000000000004,2.35,2.45,0.086,0.012,-0.012,0.002,-0.002,0.018,-0.018
2.5,2.45,2.55,0.094,0.013,-0.013,0.003,-0.003,0.019,-0.019
2.5999999999999996,2.55,2.65,0.082,0.018,-0.018,0.007,-0.007,0.022,-0.022
2.7,2.65,2.75,0.105,0.023,-0.023,0.003,-0.003,0.022,-0.022
2.8,2.75,2.85,0.06,0.01,-0.01,0,0,0.02,-0.02
2.9000000000000004,2.85,2.95,0.0321,0.0078,-0.0078,0.0051,-0.0051,0.0154,-0.0154

