#: table_doi: 10.17182/hepdata.90831.v1/t265
#: name: table no 265
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),transmin region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_265.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.0874,0.0061,-0.0061,0.0061,-0.0061,0.0066,-0.0066
0.195,0.1,0.29,0.2097,0.0088,-0.0088,0.0102,-0.0102,0.0097,-0.0097
0.385,0.29,0.48,0.3203,0.0089,-0.0089,0.0156,-0.0156,0.0124,-0.0124
0.575,0.48,0.67,0.4434,0.0093,-0.0093,0.0072,-0.0072,0.0143,-0.0143
0.765,0.67,0.86,0.5366,0.0093,-0.0093,0.0065,-0.0065,0.0127,-0.0127
0.9550000000000001,0.86,1.05,0.5583,0.0091,-0.0091,0.0043,-0.0043,0.0089,-0.0089
1.145,1.05,1.24,0.5315,0.0081,-0.0081,0.0035,-0.0035,0.0061,-0.0061
1.335,1.24,1.43,0.496,0.008,-0.008,0.029,-0.029,0.004,-0.004
1.525,1.43,1.62,0.4232,0.0071,-0.0071,0.0197,-0.0197,0.005,-0.005
1.715,1.62,1.81,0.3619,0.0057,-0.0057,0.0062,-0.0062,0.0076,-0.0076
1.91,1.81,2.01,0.3011,0.0055,-0.0055,0.0193,-0.0193,0.0091,-0.0091
2.105,2.01,2.2,0.229,0.005,-0.005,0.011,-0.011,0.009,-0.009
2.295,2.2,2.39,0.1807,0.0041,-0.0041,0.0074,-0.0074,0.0068,-0.0068
2.4850000000000003,2.39,2.58,0.1408,0.0039,-0.0039,0.0076,-0.0076,0.0056,-0.0056
2.675,2.58,2.77,0.104,0.0029,-0.0029,0.0005,-0.0005,0.0051,-0.0051
2.865,2.77,2.96,0.0781,0.0029,-0.0029,0.0041,-0.0041,0.0048,-0.0048
3.0549999999999997,2.96,3.15,0.0639,0.0025,-0.0025,0.0035,-0.0035,0.0053,-0.0053
3.245,3.15,3.34,0.0464,0.0026,-0.0026,0.001,-0.001,0.0046,-0.0046
3.4349999999999996,3.34,3.53,0.0403,0.0023,-0.0023,0.0012,-0.0012,0.0058,-0.0058
3.625,3.53,3.72,0.0278,0.0022,-0.0022,0.0012,-0.0012,0.0045,-0.0045
3.8200000000000003,3.72,3.92,0.0186,0.0017,-0.0017,0.0013,-0.0013,0.0039,-0.0039
4.015000000000001,3.92,4.11,0.014,0.0014,-0.0014,0.0012,-0.0012,0.0029,-0.0029
4.205,4.11,4.3,0.0102,0.0014,-0.0014,0.0001,-0.0001,0.0028,-0.0028

