#: table_doi: 10.17182/hepdata.90831.v1/t410
#: name: table no 410
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_410.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.23,0.013,-0.013,0.037,-0.037,0.013,-0.013
0.095,0.05,0.14,0.353,0.016,-0.016,0.034,-0.034,0.014,-0.014
0.19,0.14,0.24,0.442,0.016,-0.016,0.03,-0.03,0.017,-0.017
0.28500000000000003,0.24,0.33,0.544,0.016,-0.016,0.024,-0.024,0.017,-0.017
0.38,0.33,0.43,0.579,0.014,-0.014,0.02,-0.02,0.015,-0.015
0.48,0.43,0.53,0.612,0.014,-0.014,0.014,-0.014,0.01,-0.01
0.575,0.53,0.62,0.6,0.013,-0.013,0.019,-0.019,0.008,-0.008
0.6699999999999999,0.62,0.72,0.583,0.014,-0.014,0.014,-0.014,0.009,-0.009
0.765,0.72,0.81,0.588,0.012,-0.012,0.014,-0.014,0.011,-0.011
0.8600000000000001,0.81,0.91,0.585,0.012,-0.012,0.014,-0.014,0.009,-0.009
0.9550000000000001,0.91,1.0,0.554,0.012,-0.012,0.014,-0.014,0.01,-0.01
1.05,1.0,1.1,0.508,0.011,-0.011,0.016,-0.016,0.008,-0.008
1.145,1.1,1.19,0.48,0.01,-0.01,0.02,-0.02,0.01,-0.01
1.24,1.19,1.29,0.4482,0.0097,-0.0097,0.0168,-0.0168,0.0049,-0.0049
1.335,1.29,1.38,0.415,0.0092,-0.0092,0.0118,-0.0118,0.005,-0.005
1.43,1.38,1.48,0.3779,0.0087,-0.0087,0.0123,-0.0123,0.0047,-0.0047
1.53,1.48,1.58,0.335,0.008,-0.008,0.009,-0.009,0.005,-0.005
1.625,1.58,1.67,0.3055,0.0081,-0.0081,0.0099,-0.0099,0.0058,-0.0058
1.72,1.67,1.77,0.2542,0.0076,-0.0076,0.0102,-0.0102,0.0072,-0.0072
1.815,1.77,1.86,0.226,0.0069,-0.0069,0.0141,-0.0141,0.0079,-0.0079
1.9100000000000001,1.86,1.96,0.2017,0.0061,-0.0061,0.0066,-0.0066,0.0071,-0.0071
2.005,1.96,2.05,0.1723,0.0054,-0.0054,0.0071,-0.0071,0.0058,-0.0058
2.0999999999999996,2.05,2.15,0.1504,0.0052,-0.0052,0.0152,-0.0152,0.0047,-0.0047
2.1950000000000003,2.15,2.24,0.1432,0.0051,-0.0051,0.0065,-0.0065,0.0048,-0.0048
2.29,2.24,2.34,0.1211,0.0042,-0.0042,0.0046,-0.0046,0.005,-0.005
2.3899999999999997,2.34,2.44,0.1078,0.0044,-0.0044,0.0031,-0.0031,0.0053,-0.0053
2.485,2.44,2.53,0.0866,0.0042,-0.0042,0.0028,-0.0028,0.0054,-0.0054
2.58,2.53,2.63,0.0797,0.0036,-0.0036,0.0031,-0.0031,0.007,-0.007
2.7249999999999996,2.63,2.82,0.0565,0.0029,-0.0029,0.0028,-0.0028,0.0042,-0.0042
2.915,2.82,3.01,0.0378,0.0023,-0.0023,0.0061,-0.0061,0.0041,-0.0041
3.105,3.01,3.2,0.0295,0.0023,-0.0023,0.0047,-0.0047,0.0031,-0.0031
3.295,3.2,3.39,0.0193,0.0015,-0.0015,0.0033,-0.0033,0.002,-0.002
3.4850000000000003,3.39,3.58,0.0141,0.0018,-0.0018,0.0027,-0.0027,0.002,-0.002
3.725,3.58,3.87,0.01,0.001,-0.001,0.001,-0.001,0.001,-0.001
4.105,3.87,4.34,0.00446,0.00069,-0.00069,0.0013,-0.0013,0.00118,-0.00118

