#: table_doi: 10.17182/hepdata.90831.v1/t248
#: name: table no 248
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),toward region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_248.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0639,0.0036,-0.0036,0.002,-0.002,0.0045,-0.0045
0.095,0.05,0.14,0.1283,0.0047,-0.0047,0.0031,-0.0031,0.0065,-0.0065
0.19,0.14,0.24,0.2112,0.0053,-0.0053,0.0034,-0.0034,0.0085,-0.0085
0.28500000000000003,0.24,0.33,0.2834,0.0053,-0.0053,0.0048,-0.0048,0.0109,-0.0109
0.38,0.33,0.43,0.3595,0.0058,-0.0058,0.0097,-0.0097,0.0124,-0.0124
0.48,0.43,0.53,0.4236,0.0054,-0.0054,0.0054,-0.0054,0.0133,-0.0133
0.575,0.53,0.62,0.4906,0.0058,-0.0058,0.0123,-0.0123,0.0141,-0.0141
0.6699999999999999,0.62,0.72,0.5349,0.0055,-0.0055,0.0049,-0.0049,0.0132,-0.0132
0.765,0.72,0.81,0.565,0.0056,-0.0056,0.0064,-0.0064,0.0134,-0.0134
0.8600000000000001,0.81,0.91,0.5848,0.0056,-0.0056,0.0046,-0.0046,0.0115,-0.0115
0.9550000000000001,0.91,1.0,0.579,0.0051,-0.0051,0.0056,-0.0056,0.0101,-0.0101
1.05,1.0,1.1,0.5816,0.0051,-0.0051,0.0095,-0.0095,0.008,-0.008
1.145,1.1,1.19,0.5598,0.0052,-0.0052,0.0039,-0.0039,0.0064,-0.0064
1.24,1.19,1.29,0.5366,0.0051,-0.0051,0.0039,-0.0039,0.0045,-0.0045
1.335,1.29,1.38,0.506,0.0049,-0.0049,0.0056,-0.0056,0.0033,-0.0033
1.43,1.38,1.48,0.4687,0.0044,-0.0044,0.0032,-0.0032,0.0026,-0.0026
1.53,1.48,1.58,0.4296,0.0041,-0.0041,0.0026,-0.0026,0.0034,-0.0034
1.625,1.58,1.67,0.3875,0.0038,-0.0038,0.0025,-0.0025,0.0049,-0.0049
1.72,1.67,1.77,0.3464,0.0036,-0.0036,0.0065,-0.0065,0.0069,-0.0069
1.815,1.77,1.86,0.3125,0.0036,-0.0036,0.0061,-0.0061,0.008,-0.008
1.9100000000000001,1.86,1.96,0.2812,0.0036,-0.0036,0.0016,-0.0016,0.0079,-0.0079
2.005,1.96,2.05,0.2476,0.0032,-0.0032,0.0071,-0.0071,0.0073,-0.0073
2.0999999999999996,2.05,2.15,0.2241,0.0029,-0.0029,0.0065,-0.0065,0.0069,-0.0069
2.1950000000000003,2.15,2.24,0.1995,0.0026,-0.0026,0.005,-0.005,0.0074,-0.0074
2.29,2.24,2.34,0.1805,0.0026,-0.0026,0.0045,-0.0045,0.0077,-0.0077
2.3899999999999997,2.34,2.44,0.1476,0.0023,-0.0023,0.0018,-0.0018,0.0076,-0.0076
2.485,2.44,2.53,0.1352,0.0023,-0.0023,0.0019,-0.0019,0.007,-0.007
2.58,2.53,2.63,0.1135,0.0022,-0.0022,0.0019,-0.0019,0.008,-0.008
2.7249999999999996,2.63,2.82,0.0876,0.0018,-0.0018,0.0007,-0.0007,0.0042,-0.0042
2.915,2.82,3.01,0.0637,0.0014,-0.0014,0.0014,-0.0014,0.0043,-0.0043
3.105,3.01,3.2,0.0465,0.0012,-0.0012,0.0003,-0.0003,0.0037,-0.0037
3.295,3.2,3.39,0.0312,0.0011,-0.0011,0.0035,-0.0035,0.003,-0.003
3.4850000000000003,3.39,3.58,0.02191,0.00084,-0.00084,0.00121,-0.00121,0.00239,-0.00239
3.725,3.58,3.87,0.01351,0.00065,-0.00065,0.0006,-0.0006,0.00129,-0.00129
4.105,3.87,4.34,0.00605,0.00039,-0.00039,0.0004,-0.0004,0.00063,-0.00063

