#: table_doi: 10.17182/hepdata.90831.v1/t349
#: name: table no 349
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmin region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_349.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,0.009,-0.009,0.008,-0.008,0.042,-0.042
0.6000000000000001,0.55,0.65,0.3,0.1,-0.1,0.3,-0.3,0.1,-0.1
0.7,0.65,0.75,0.32,0.16,-0.16,0.83,-0.83,0.13,-0.13
0.8,0.75,0.85,0.7,0.2,-0.2,0.1,-0.1,0.2,-0.2
0.8999999999999999,0.85,0.95,1.26,0.23,-0.23,0.29,-0.29,0.15,-0.15
1.0,0.95,1.05,0.91,0.15,-0.15,0.1,-0.1,0.19,-0.19
1.1,1.05,1.15,1.06,0.19,-0.19,0.32,-0.32,0.32,-0.32
1.2,1.15,1.25,0.76,0.13,-0.13,0.43,-0.43,0.41,-0.41
1.3,1.25,1.35,1.0,0.15,-0.15,0.41,-0.41,0.46,-0.46
1.4,1.35,1.45,0.88,0.14,-0.14,0.15,-0.15,0.31,-0.31
1.5,1.45,1.55,0.21,0.084,-0.084,0.274,-0.274,0.256,-0.256
1.6,1.55,1.65,0.35,0.13,-0.13,0.06,-0.06,0.25,-0.25
1.7,1.65,1.75,0.58,0.16,-0.16,0.18,-0.18,0.3,-0.3
1.8,1.75,1.85,0.45,0.15,-0.15,0.23,-0.23,0.3,-0.3
1.9,1.85,1.95,0.4,0.2,-0.2,0.1,-0.1,0.2,-0.2
2.0,1.95,2.05,0.203,0.069,-0.069,0.354,-0.354,0.133,-0.133
2.0999999999999996,2.05,2.15,0.027,0.035,-0.035,0.252,-0.252,0.074,-0.074
2.2,2.15,2.25,0.148,0.071,-0.071,0.266,-0.266,0.057,-0.057
2.3,2.25,2.35,0.041,0.057,-0.057,0.162,-0.162,0.031,-0.031
2.4000000000000004,2.35,2.45,0.117,0.061,-0.061,0.041,-0.041,0.026,-0.026
2.5,2.45,2.55,0.0035,0.0097,-0.0097,0.2116,-0.2116,0.0475,-0.0475
2.5999999999999996,2.55,2.65,0.03,0.044,-0.044,0.235,-0.235,0.076,-0.076
2.7,2.65,2.75,0.005,0.016,-0.016,0.058,-0.058,0.076,-0.076
2.8,2.75,2.85,0,0,0,0.000583,-0.000583,0.064946,-0.064946
2.9000000000000004,2.85,2.95,0.026,0.026,-0.026,0.23,-0.23,0,0

