#: table_doi: 10.17182/hepdata.90831.v1/t221
#: name: table no 221
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transverse region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_221.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.669,0.032,-0.032,0.017,-0.017,0.016,-0.016
0.6000000000000001,0.55,0.65,1.117,0.039,-0.039,0.021,-0.021,0.019,-0.019
0.7,0.65,0.75,0.932,0.039,-0.039,0.022,-0.022,0.025,-0.025
0.8,0.75,0.85,0.744,0.035,-0.035,0.014,-0.014,0.026,-0.026
0.8999999999999999,0.85,0.95,0.632,0.032,-0.032,0.053,-0.053,0.023,-0.023
1.0,0.95,1.05,0.589,0.031,-0.031,0.015,-0.015,0.017,-0.017
1.1,1.05,1.15,0.531,0.032,-0.032,0.013,-0.013,0.015,-0.015
1.2,1.15,1.25,0.403,0.029,-0.029,0.055,-0.055,0.015,-0.015
1.3,1.25,1.35,0.346,0.027,-0.027,0.065,-0.065,0.017,-0.017
1.4,1.35,1.45,0.292,0.025,-0.025,0.017,-0.017,0.015,-0.015
1.5,1.45,1.55,0.242,0.023,-0.023,0.045,-0.045,0.016,-0.016
1.6,1.55,1.65,0.231,0.026,-0.026,0.04,-0.04,0.017,-0.017
1.7,1.65,1.75,0.186,0.021,-0.021,0.026,-0.026,0.019,-0.019
1.8,1.75,1.85,0.228,0.023,-0.023,0.006,-0.006,0.016,-0.016
1.9,1.85,1.95,0.141,0.019,-0.019,0.005,-0.005,0.012,-0.012
2.0,1.95,2.05,0.225,0.025,-0.025,0.014,-0.014,0.011,-0.011
2.0999999999999996,2.05,2.15,0.16,0.02,-0.02,0.03,-0.03,0.01,-0.01
2.2,2.15,2.25,0.175,0.021,-0.021,0.017,-0.017,0.008,-0.008
2.3,2.25,2.35,0.097,0.017,-0.017,0.019,-0.019,0.01,-0.01
2.4000000000000004,2.35,2.45,0.12,0.018,-0.018,0.03,-0.03,0.011,-0.011
2.5,2.45,2.55,0.109,0.016,-0.016,0.005,-0.005,0.009,-0.009
2.5999999999999996,2.55,2.65,0.066,0.013,-0.013,0.012,-0.012,0.007,-0.007
2.7,2.65,2.75,0.083,0.013,-0.013,0.018,-0.018,0.006,-0.006
2.8,2.75,2.85,0.102,0.015,-0.015,0.013,-0.013,0.009,-0.009
2.9000000000000004,2.85,2.95,0.092,0.016,-0.016,0.012,-0.012,0.009,-0.009
3.0,2.95,3.05,0.065,0.015,-0.015,0.039,-0.039,0.009,-0.009
3.0999999999999996,3.05,3.15,0.05,0.01,-0.01,0.02,-0.02,0.01,-0.01
3.2,3.15,3.25,0.0495,0.0078,-0.0078,0.0116,-0.0116,0.0057,-0.0057
3.3,3.25,3.35,0.0207,0.0069,-0.0069,0.0059,-0.0059,0.007,-0.007
3.4000000000000004,3.35,3.45,0.092,0.016,-0.016,0.001,-0.001,0.007,-0.007
3.5,3.45,3.55,0.0274,0.0081,-0.0081,0.0075,-0.0075,0.0074,-0.0074
3.5999999999999996,3.55,3.65,0.0401,0.0096,-0.0096,0.02,-0.02,0.0065,-0.0065
3.7,3.65,3.75,0.0364,0.0093,-0.0093,0.0117,-0.0117,0.0064,-0.0064
3.8,3.75,3.85,0.065,0.012,-0.012,0.001,-0.001,0.009,-0.009
3.9000000000000004,3.85,3.95,0.038,0.012,-0.012,0.007,-0.007,0.007,-0.007
4.0,3.95,4.05,0.017,0.007,-0.007,0.003,-0.003,0.008,-0.008
4.1,4.05,4.15,0.054,0.011,-0.011,0.028,-0.028,0.01,-0.01
4.2,4.15,4.25,0.0163,0.0042,-0.0042,0.0051,-0.0051,0.0092,-0.0092
4.3,4.25,4.35,0.0122,0.0058,-0.0058,0.0095,-0.0095,0.0066,-0.0066
4.4,4.35,4.45,0.0133,0.0047,-0.0047,0.0079,-0.0079,0.0026,-0.0026
4.5,4.45,4.55,0.0131,0.0035,-0.0035,0.0059,-0.0059,0.0034,-0.0034
4.6,4.55,4.65,0.0306,0.0074,-0.0074,0.0056,-0.0056,0.0039,-0.0039
4.7,4.65,4.75,0.03,0.01,-0.01,0.01,-0.01,0.01,-0.01
4.8,4.75,4.85,0.024,0.008,-0.008,0.011,-0.011,0.007,-0.007
4.9,4.85,4.95,0.022,0.0079,-0.0079,0.0179,-0.0179,0.0074,-0.0074
5.0,4.95,5.05,0.0124,0.0046,-0.0046,0.01,-0.01,0.0064,-0.0064
5.1,5.05,5.15,0.023,0.006,-0.006,0,0,0.005,-0.005
5.2,5.15,5.25,0.0365,0.0092,-0.0092,0.0119,-0.0119,0.0043,-0.0043
5.3,5.25,5.35,0.0264,0.0086,-0.0086,0.004,-0.004,0.0038,-0.0038
5.4,5.35,5.45,0.0147,0.0067,-0.0067,0.0064,-0.0064,0.0035,-0.0035

