#: table_doi: 10.17182/hepdata.90831.v1/t334
#: name: table no 334
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transverse region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_334.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0179,0.0013,-0.0013,0.0041,-0.0041,0.0031,-0.0031
0.6000000000000001,0.55,0.65,0.1346,0.0034,-0.0034,0.0279,-0.0279,0.0052,-0.0052
0.7,0.65,0.75,0.4587,0.0055,-0.0055,0.0672,-0.0672,0.006,-0.006
0.8,0.75,0.85,1.0546,0.0074,-0.0074,0.0948,-0.0948,0.0086,-0.0086
0.8999999999999999,0.85,0.95,1.7155,0.0083,-0.0083,0.1165,-0.1165,0.0111,-0.0111
1.0,0.95,1.05,1.9771,0.0084,-0.0084,0.1329,-0.1329,0.014,-0.014
1.1,1.05,1.15,1.6966,0.0073,-0.0073,0.1235,-0.1235,0.0106,-0.0106
1.2,1.15,1.25,1.1642,0.0061,-0.0061,0.0823,-0.0823,0.0064,-0.0064
1.3,1.25,1.35,0.7175,0.0047,-0.0047,0.0492,-0.0492,0.0042,-0.0042
1.4,1.35,1.45,0.4159,0.0035,-0.0035,0.0291,-0.0291,0.0049,-0.0049
1.5,1.45,1.55,0.2472,0.0026,-0.0026,0.0193,-0.0193,0.0048,-0.0048
1.6,1.55,1.65,0.146,0.002,-0.002,0.013,-0.013,0.004,-0.004
1.7,1.65,1.75,0.0866,0.0014,-0.0014,0.0089,-0.0089,0.0033,-0.0033
1.8,1.75,1.85,0.055,0.0012,-0.0012,0.0055,-0.0055,0.0025,-0.0025
1.9,1.85,1.95,0.03242,0.00073,-0.00073,0.00402,-0.00402,0.00169,-0.00169
2.0,1.95,2.05,0.02431,0.00071,-0.00071,0.00271,-0.00271,0.00129,-0.00129
2.0999999999999996,2.05,2.15,0.01658,0.00073,-0.00073,0.00214,-0.00214,0.00106,-0.00106
2.2,2.15,2.25,0.0123,0.0007,-0.0007,0.0016,-0.0016,0.001,-0.001
2.3,2.25,2.35,0.00657,0.00051,-0.00051,0.00136,-0.00136,0.00075,-0.00075
2.4000000000000004,2.35,2.45,0.0053,0.0005,-0.0005,0.0009,-0.0009,0.0007,-0.0007
2.5,2.45,2.55,0.0038,0.0004,-0.0004,0.0008,-0.0008,0.0007,-0.0007
2.5999999999999996,2.55,2.65,0.00317,0.00038,-0.00038,0.00119,-0.00119,0.00056,-0.00056
2.7,2.65,2.75,0.00162,0.00026,-0.00026,0.00047,-0.00047,0.00043,-0.00043
2.8,2.75,2.85,0.00094,0.00012,-0.00012,0.00039,-0.00039,0.00023,-0.00023
2.9000000000000004,2.85,2.95,0.0007,0.0002,-0.0002,0.0004,-0.0004,0.0002,-0.0002

