#: table_doi: 10.17182/hepdata.90831.v1/t522
#: name: table no 522
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),away region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_522.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.007,0.0025,-0.0025,0.0005,-0.0005,0.0015,-0.0015
0.6000000000000001,0.55,0.65,0.0121,0.0032,-0.0032,0.0015,-0.0015,0.0021,-0.0021
0.7,0.65,0.75,0.0195,0.0043,-0.0043,0.0018,-0.0018,0.0035,-0.0035
0.8,0.75,0.85,0.0446,0.0057,-0.0057,0.0039,-0.0039,0.0042,-0.0042
0.8999999999999999,0.85,0.95,0.064,0.0065,-0.0065,0.0058,-0.0058,0.0039,-0.0039
1.0,0.95,1.05,0.086,0.007,-0.007,0.013,-0.013,0.003,-0.003
1.1,1.05,1.15,0.1195,0.0086,-0.0086,0.0119,-0.0119,0.0047,-0.0047
1.2,1.15,1.25,0.155,0.009,-0.009,0.017,-0.017,0.007,-0.007
1.3,1.25,1.35,0.1965,0.0097,-0.0097,0.0241,-0.0241,0.0077,-0.0077
1.4,1.35,1.45,0.209,0.0098,-0.0098,0.0229,-0.0229,0.0075,-0.0075
1.5,1.45,1.55,0.26,0.01,-0.01,0.03,-0.03,0.01,-0.01
1.6,1.55,1.65,0.299,0.011,-0.011,0.028,-0.028,0.007,-0.007
1.7,1.65,1.75,0.388,0.012,-0.012,0.033,-0.033,0.008,-0.008
1.8,1.75,1.85,0.413,0.011,-0.011,0.032,-0.032,0.009,-0.009
1.9,1.85,1.95,0.449,0.011,-0.011,0.036,-0.036,0.007,-0.007
2.0,1.95,2.05,0.461,0.012,-0.012,0.03,-0.03,0.006,-0.006
2.0999999999999996,2.05,2.15,0.478,0.012,-0.012,0.03,-0.03,0.007,-0.007
2.2,2.15,2.25,0.462,0.011,-0.011,0.029,-0.029,0.008,-0.008
2.3,2.25,2.35,0.4445,0.0099,-0.0099,0.0268,-0.0268,0.0073,-0.0073
2.4000000000000004,2.35,2.45,0.42,0.01,-0.01,0.03,-0.03,0.01,-0.01
2.5,2.45,2.55,0.4059,0.0093,-0.0093,0.0239,-0.0239,0.0056,-0.0056
2.5999999999999996,2.55,2.65,0.3801,0.0092,-0.0092,0.0224,-0.0224,0.0069,-0.0069
2.7,2.65,2.75,0.363,0.0085,-0.0085,0.0218,-0.0218,0.0062,-0.0062
2.8,2.75,2.85,0.3401,0.0083,-0.0083,0.0213,-0.0213,0.0059,-0.0059
2.9000000000000004,2.85,2.95,0.3144,0.0079,-0.0079,0.0191,-0.0191,0.0039,-0.0039

