#: table_doi: 10.17182/hepdata.90831.v1/t400
#: name: table no 400
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),away region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_400.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.687,0.002,-0.002,0.005,-0.005,0.004,-0.004
0.6000000000000001,0.55,0.65,1.1869,0.0025,-0.0025,0.0057,-0.0057,0.0034,-0.0034
0.7,0.65,0.75,0.9849,0.0025,-0.0025,0.0045,-0.0045,0.0029,-0.0029
0.8,0.75,0.85,0.8245,0.0023,-0.0023,0.0041,-0.0041,0.0017,-0.0017
0.8999999999999999,0.85,0.95,0.6904,0.0021,-0.0021,0.0031,-0.0031,0.0012,-0.0012
1.0,0.95,1.05,0.5839,0.0021,-0.0021,0.0029,-0.0029,0.0009,-0.0009
1.1,1.05,1.15,0.5014,0.0019,-0.0019,0.0022,-0.0022,0.0008,-0.0008
1.2,1.15,1.25,0.4307,0.0019,-0.0019,0.0026,-0.0026,0.0006,-0.0006
1.3,1.25,1.35,0.37,0.0017,-0.0017,0.0018,-0.0018,0.0006,-0.0006
1.4,1.35,1.45,0.3204,0.0016,-0.0016,0.0014,-0.0014,0.0005,-0.0005
1.5,1.45,1.55,0.277,0.0017,-0.0017,0.0025,-0.0025,0.0005,-0.0005
1.6,1.55,1.65,0.2482,0.0016,-0.0016,0.0011,-0.0011,0.0006,-0.0006
1.7,1.65,1.75,0.2144,0.0015,-0.0015,0.0011,-0.0011,0.0007,-0.0007
1.8,1.75,1.85,0.1933,0.0015,-0.0015,0.0021,-0.0021,0.0008,-0.0008
1.9,1.85,1.95,0.1732,0.0014,-0.0014,0.0008,-0.0008,0.0007,-0.0007
2.0,1.95,2.05,0.1532,0.0012,-0.0012,0.0007,-0.0007,0.0005,-0.0005
2.0999999999999996,2.05,2.15,0.136,0.0012,-0.0012,0.0009,-0.0009,0.0005,-0.0005
2.2,2.15,2.25,0.1236,0.0012,-0.0012,0.0012,-0.0012,0.0005,-0.0005
2.3,2.25,2.35,0.1144,0.0011,-0.0011,0.0008,-0.0008,0.0005,-0.0005
2.4000000000000004,2.35,2.45,0.10273,0.00099,-0.00099,0.00047,-0.00047,0.00032,-0.00032
2.5,2.45,2.55,0.09032,0.00096,-0.00096,0.00115,-0.00115,0.00037,-0.00037
2.5999999999999996,2.55,2.65,0.08326,0.00091,-0.00091,0.00043,-0.00043,0.0004,-0.0004
2.7,2.65,2.75,0.07897,0.00088,-0.00088,0.00037,-0.00037,0.00039,-0.00039
2.8,2.75,2.85,0.07264,0.00087,-0.00087,0.00058,-0.00058,0.00028,-0.00028
2.9000000000000004,2.85,2.95,0.06641,0.00078,-0.00078,0.00092,-0.00092,0.00028,-0.00028
3.0,2.95,3.05,0.05969,0.00075,-0.00075,0.00038,-0.00038,0.00033,-0.00033
3.0999999999999996,3.05,3.15,0.05645,0.00073,-0.00073,0.00058,-0.00058,0.00036,-0.00036
3.2,3.15,3.25,0.05279,0.00068,-0.00068,0.00051,-0.00051,0.0003,-0.0003
3.3,3.25,3.35,0.05076,0.00067,-0.00067,0.00063,-0.00063,0.00025,-0.00025
3.4000000000000004,3.35,3.45,0.04517,0.00061,-0.00061,0.00024,-0.00024,0.00022,-0.00022
3.5,3.45,3.55,0.0419,0.0006,-0.0006,0.0004,-0.0004,0.0002,-0.0002
3.5999999999999996,3.55,3.65,0.03998,0.00059,-0.00059,0.00031,-0.00031,0.00035,-0.00035
3.7,3.65,3.75,0.03874,0.00059,-0.00059,0.00018,-0.00018,0.00036,-0.00036
3.8,3.75,3.85,0.03489,0.00055,-0.00055,0.00063,-0.00063,0.00029,-0.00029
3.9000000000000004,3.85,3.95,0.0333,0.0005,-0.0005,0.0002,-0.0002,0.0002,-0.0002
4.0,3.95,4.05,0.03265,0.00049,-0.00049,0.00047,-0.00047,0.00019,-0.00019
4.1,4.05,4.15,0.03026,0.00046,-0.00046,0.00029,-0.00029,0.00021,-0.00021
4.2,4.15,4.25,0.02858,0.00042,-0.00042,0.00011,-0.00011,0.00019,-0.00019
4.3,4.25,4.35,0.02664,0.00043,-0.00043,0.0001,-0.0001,0.00018,-0.00018
4.4,4.35,4.45,0.02635,0.00041,-0.00041,0.00012,-0.00012,0.00019,-0.00019
4.5,4.45,4.55,0.02564,0.00042,-0.00042,0.00036,-0.00036,0.00018,-0.00018
4.6,4.55,4.65,0.0237,0.0004,-0.0004,0.0001,-0.0001,0.0002,-0.0002
4.7,4.65,4.75,0.02154,0.00037,-0.00037,9e-05,-9e-05,0.00018,-0.00018
4.8,4.75,4.85,0.01991,0.00034,-0.00034,0.00012,-0.00012,0.00021,-0.00021
4.9,4.85,4.95,0.02,0.00037,-0.00037,0.00028,-0.00028,0.00016,-0.00016
5.0,4.95,5.05,0.01896,0.00034,-0.00034,0.00022,-0.00022,0.00014,-0.00014
5.1,5.05,5.15,0.01818,0.00032,-0.00032,0.00029,-0.00029,0.00015,-0.00015
5.2,5.15,5.25,0.01764,0.00033,-0.00033,0.00046,-0.00046,0.00018,-0.00018
5.3,5.25,5.35,0.01666,0.00031,-0.00031,0.00012,-0.00012,0.00016,-0.00016
