#: table_doi: 10.17182/hepdata.90831.v1/t189
#: name: table no 189
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmin region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_189.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.167,0.035,-0.035,0.077,-0.077,0.022,-0.022
0.6000000000000001,0.55,0.65,0.475,0.053,-0.053,0.07,-0.07,0.027,-0.027
0.7,0.65,0.75,0.868,0.066,-0.066,0.062,-0.062,0.033,-0.033
0.8,0.75,0.85,1.101,0.072,-0.072,0.066,-0.066,0.049,-0.049
0.8999999999999999,0.85,0.95,1.177,0.078,-0.078,0.069,-0.069,0.062,-0.062
1.0,0.95,1.05,1.196,0.071,-0.071,0.071,-0.071,0.075,-0.075
1.1,1.05,1.15,1.012,0.056,-0.056,0.06,-0.06,0.064,-0.064
1.2,1.15,1.25,0.887,0.056,-0.056,0.049,-0.049,0.054,-0.054
1.3,1.25,1.35,0.733,0.048,-0.048,0.038,-0.038,0.043,-0.043
1.4,1.35,1.45,0.502,0.041,-0.041,0.025,-0.025,0.038,-0.038
1.5,1.45,1.55,0.383,0.037,-0.037,0.02,-0.02,0.034,-0.034
1.6,1.55,1.65,0.253,0.032,-0.032,0.015,-0.015,0.029,-0.029
1.7,1.65,1.75,0.274,0.033,-0.033,0.018,-0.018,0.026,-0.026
1.8,1.75,1.85,0.175,0.027,-0.027,0.013,-0.013,0.029,-0.029
1.9,1.85,1.95,0.077,0.018,-0.018,0.008,-0.008,0.034,-0.034
2.0,1.95,2.05,0.145,0.032,-0.032,0.008,-0.008,0.04,-0.04
2.0999999999999996,2.05,2.15,0.057,0.018,-0.018,0.005,-0.005,0.035,-0.035
2.2,2.15,2.25,0.0349,0.0087,-0.0087,0.0063,-0.0063,0.0288,-0.0288
2.3,2.25,2.35,0.0504,0.0089,-0.0089,0.0065,-0.0065,0.0249,-0.0249
2.4000000000000004,2.35,2.45,0.035,0.013,-0.013,0.007,-0.007,0.024,-0.024
2.5,2.45,2.55,0.0214,0.0099,-0.0099,0.0053,-0.0053,0.0302,-0.0302
2.5999999999999996,2.55,2.65,0.02,0.01,-0.01,0,0,0.03,-0.03
2.7,2.65,2.75,0.087,0.026,-0.026,0.005,-0.005,0.032,-0.032
2.8,2.75,2.85,0.0133,0.0069,-0.0069,0.0028,-0.0028,0.022,-0.022
2.9000000000000004,2.85,2.95,0.069,0.017,-0.017,0.004,-0.004,0.015,-0.015

