#: table_doi: 10.17182/hepdata.90831.v1/t424
#: name: table no 424
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmin region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_424.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.7636,0.0067,-0.0067,0.092,-0.092,0.0206,-0.0206
0.195,0.1,0.29,0.8502,0.0072,-0.0072,0.0515,-0.0515,0.0167,-0.0167
0.385,0.29,0.48,0.7923,0.0061,-0.0061,0.015,-0.015,0.0091,-0.0091
0.575,0.48,0.67,0.6774,0.0046,-0.0046,0.0084,-0.0084,0.0051,-0.0051
0.765,0.67,0.86,0.543,0.004,-0.004,0.026,-0.026,0.005,-0.005
0.9550000000000001,0.86,1.05,0.4245,0.0035,-0.0035,0.0303,-0.0303,0.0061,-0.0061
1.145,1.05,1.24,0.3122,0.0029,-0.0029,0.0254,-0.0254,0.0067,-0.0067
1.335,1.24,1.43,0.2303,0.0024,-0.0024,0.0187,-0.0187,0.0068,-0.0068
1.525,1.43,1.62,0.169,0.002,-0.002,0.018,-0.018,0.006,-0.006
1.715,1.62,1.81,0.1216,0.0016,-0.0016,0.0102,-0.0102,0.0053,-0.0053
1.91,1.81,2.01,0.0907,0.0014,-0.0014,0.008,-0.008,0.0039,-0.0039
2.105,2.01,2.2,0.0651,0.0012,-0.0012,0.0041,-0.0041,0.0032,-0.0032
2.295,2.2,2.39,0.0465,0.0011,-0.0011,0.0025,-0.0025,0.0026,-0.0026
2.4850000000000003,2.39,2.58,0.03541,0.00089,-0.00089,0.00129,-0.00129,0.00212,-0.00212
2.675,2.58,2.77,0.0259,0.00073,-0.00073,0.00162,-0.00162,0.00149,-0.00149
2.865,2.77,2.96,0.0201,0.00066,-0.00066,0.00137,-0.00137,0.00114,-0.00114
3.0549999999999997,2.96,3.15,0.01608,0.00055,-0.00055,0.00039,-0.00039,0.00073,-0.00073
3.245,3.15,3.34,0.01305,0.00048,-0.00048,0.00076,-0.00076,0.00078,-0.00078
3.4349999999999996,3.34,3.53,0.01004,0.00057,-0.00057,0.0007,-0.0007,0.00078,-0.00078
3.625,3.53,3.72,0.0072,0.0004,-0.0004,0.0002,-0.0002,0.0008,-0.0008
3.8200000000000003,3.72,3.92,0.00624,0.00044,-0.00044,0.0007,-0.0007,0.00082,-0.00082
4.015000000000001,3.92,4.11,0.00409,0.00033,-0.00033,0.00064,-0.00064,0.0009,-0.0009
4.205,4.11,4.3,0.00379,0.00039,-0.00039,0.00058,-0.00058,0.00076,-0.00076

