#: table_doi: 10.17182/hepdata.90831.v1/t353
#: name: table no 353
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$40GeV<p_{T}^{Z}<60GeV$

#: data_file: table_no_353.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.001,0.001,-0.001,0.001,-0.001,0.002,-0.002
0.6000000000000001,0.55,0.65,0.0231,0.0047,-0.0047,0.0015,-0.0015,0.003,-0.003
0.7,0.65,0.75,0.1091,0.0089,-0.0089,0.0091,-0.0091,0.0052,-0.0052
0.8,0.75,0.85,0.343,0.015,-0.015,0.019,-0.019,0.008,-0.008
0.8999999999999999,0.85,0.95,0.69,0.021,-0.021,0.01,-0.01,0.009,-0.009
1.0,0.95,1.05,1.092,0.023,-0.023,0.013,-0.013,0.014,-0.014
1.1,1.05,1.15,1.265,0.024,-0.024,0.013,-0.013,0.018,-0.018
1.2,1.15,1.25,1.202,0.022,-0.022,0.036,-0.036,0.018,-0.018
1.3,1.25,1.35,1.03,0.019,-0.019,0.015,-0.015,0.013,-0.013
1.4,1.35,1.45,0.834,0.017,-0.017,0.01,-0.01,0.009,-0.009
1.5,1.45,1.55,0.656,0.015,-0.015,0.024,-0.024,0.009,-0.009
1.6,1.55,1.65,0.518,0.012,-0.012,0.011,-0.011,0.009,-0.009
1.7,1.65,1.75,0.394,0.011,-0.011,0.005,-0.005,0.008,-0.008
1.8,1.75,1.85,0.3205,0.0099,-0.0099,0.0068,-0.0068,0.0066,-0.0066
1.9,1.85,1.95,0.2607,0.0082,-0.0082,0.0091,-0.0091,0.0051,-0.0051
2.0,1.95,2.05,0.1833,0.0071,-0.0071,0.0122,-0.0122,0.0049,-0.0049
2.0999999999999996,2.05,2.15,0.1763,0.0076,-0.0076,0.0079,-0.0079,0.0048,-0.0048
2.2,2.15,2.25,0.1305,0.0052,-0.0052,0.0105,-0.0105,0.0052,-0.0052
2.3,2.25,2.35,0.1088,0.0049,-0.0049,0.0053,-0.0053,0.0046,-0.0046
2.4000000000000004,2.35,2.45,0.0998,0.0057,-0.0057,0.0053,-0.0053,0.0046,-0.0046
2.5,2.45,2.55,0.0656,0.0044,-0.0044,0.0036,-0.0036,0.0049,-0.0049
2.5999999999999996,2.55,2.65,0.0621,0.0045,-0.0045,0.0025,-0.0025,0.0046,-0.0046
2.7,2.65,2.75,0.0681,0.0045,-0.0045,0.0018,-0.0018,0.0046,-0.0046
2.8,2.75,2.85,0.0561,0.0045,-0.0045,0.002,-0.002,0.0044,-0.0044
2.9000000000000004,2.85,2.95,0.0344,0.0029,-0.0029,0.0015,-0.0015,0.005,-0.005

