#: table_doi: 10.17182/hepdata.90831.v1/t356
#: name: table no 356
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust(T<0.75),transmax region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_356.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0,0.00016,-0.00016,0.00049,-0.00049,0.00029,-0.00029
0.6000000000000001,0.55,0.65,0.0007,0.0029,-0.0029,0.0034,-0.0034,0.0067,-0.0067
0.7,0.65,0.75,0.107,0.033,-0.033,0.02,-0.02,0.013,-0.013
0.8,0.75,0.85,0.102,0.026,-0.026,0.027,-0.027,0.024,-0.024
0.8999999999999999,0.85,0.95,0.278,0.047,-0.047,0.07,-0.07,0.031,-0.031
1.0,0.95,1.05,0.403,0.045,-0.045,0.075,-0.075,0.04,-0.04
1.1,1.05,1.15,0.66,0.072,-0.072,0.043,-0.043,0.046,-0.046
1.2,1.15,1.25,0.732,0.069,-0.069,0.037,-0.037,0.051,-0.051
1.3,1.25,1.35,0.64,0.07,-0.07,0.08,-0.08,0.06,-0.06
1.4,1.35,1.45,0.71,0.063,-0.063,0.08,-0.08,0.055,-0.055
1.5,1.45,1.55,0.724,0.076,-0.076,0.055,-0.055,0.059,-0.059
1.6,1.55,1.65,0.547,0.062,-0.062,0.079,-0.079,0.043,-0.043
1.7,1.65,1.75,0.417,0.033,-0.033,0.017,-0.017,0.046,-0.046
1.8,1.75,1.85,0.468,0.046,-0.046,0.049,-0.049,0.042,-0.042
1.9,1.85,1.95,0.441,0.054,-0.054,0.03,-0.03,0.054,-0.054
2.0,1.95,2.05,0.408,0.037,-0.037,0.124,-0.124,0.049,-0.049
2.0999999999999996,2.05,2.15,0.35,0.042,-0.042,0.114,-0.114,0.047,-0.047
2.2,2.15,2.25,0.241,0.028,-0.028,0.037,-0.037,0.038,-0.038
2.3,2.25,2.35,0.16,0.03,-0.03,0.01,-0.01,0.03,-0.03
2.4000000000000004,2.35,2.45,0.124,0.018,-0.018,0.057,-0.057,0.022,-0.022
2.5,2.45,2.55,0.135,0.024,-0.024,0.077,-0.077,0.031,-0.031
2.5999999999999996,2.55,2.65,0.201,0.038,-0.038,0.054,-0.054,0.038,-0.038
2.7,2.65,2.75,0.117,0.025,-0.025,0.057,-0.057,0.05,-0.05
2.8,2.75,2.85,0.157,0.038,-0.038,0.061,-0.061,0.047,-0.047
2.9000000000000004,2.85,2.95,0.145,0.032,-0.032,0.028,-0.028,0.052,-0.052

