#: table_doi: 10.17182/hepdata.90831.v1/t373
#: name: table no 373
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),toward region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_373.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.751,0.014,-0.014,0.026,-0.026,0.005,-0.005
0.6000000000000001,0.55,0.65,1.29,0.018,-0.018,0.023,-0.023,0.006,-0.006
0.7,0.65,0.75,1.046,0.017,-0.017,0.018,-0.018,0.005,-0.005
0.8,0.75,0.85,0.871,0.016,-0.016,0.016,-0.016,0.006,-0.006
0.8999999999999999,0.85,0.95,0.734,0.016,-0.016,0.011,-0.011,0.005,-0.005
1.0,0.95,1.05,0.628,0.016,-0.016,0.009,-0.009,0.004,-0.004
1.1,1.05,1.15,0.56,0.014,-0.014,0.008,-0.008,0.004,-0.004
1.2,1.15,1.25,0.449,0.013,-0.013,0.007,-0.007,0.004,-0.004
1.3,1.25,1.35,0.352,0.012,-0.012,0.005,-0.005,0.004,-0.004
1.4,1.35,1.45,0.319,0.012,-0.012,0.006,-0.006,0.004,-0.004
1.5,1.45,1.55,0.267,0.011,-0.011,0.004,-0.004,0.003,-0.003
1.6,1.55,1.65,0.239,0.011,-0.011,0.005,-0.005,0.003,-0.003
1.7,1.65,1.75,0.19,0.01,-0.01,0.01,-0.01,0,0
1.8,1.75,1.85,0.1856,0.0098,-0.0098,0.0043,-0.0043,0.0037,-0.0037
1.9,1.85,1.95,0.1591,0.0089,-0.0089,0.0025,-0.0025,0.0035,-0.0035
2.0,1.95,2.05,0.117,0.008,-0.008,0.004,-0.004,0.002,-0.002
2.0999999999999996,2.05,2.15,0.1368,0.0082,-0.0082,0.0038,-0.0038,0.0037,-0.0037
2.2,2.15,2.25,0.1181,0.0075,-0.0075,0.0021,-0.0021,0.0041,-0.0041
2.3,2.25,2.35,0.0939,0.0072,-0.0072,0.0017,-0.0017,0.0039,-0.0039
2.4000000000000004,2.35,2.45,0.0915,0.0069,-0.0069,0.002,-0.002,0.0027,-0.0027
2.5,2.45,2.55,0.0848,0.0065,-0.0065,0.0019,-0.0019,0.0022,-0.0022
2.5999999999999996,2.55,2.65,0.0681,0.0057,-0.0057,0.0029,-0.0029,0.0027,-0.0027
2.7,2.65,2.75,0.0725,0.0056,-0.0056,0.0014,-0.0014,0.0035,-0.0035
2.8,2.75,2.85,0.0505,0.0045,-0.0045,0.0038,-0.0038,0.0038,-0.0038
2.9000000000000004,2.85,2.95,0.057,0.0052,-0.0052,0.0009,-0.0009,0.0032,-0.0032
3.0,2.95,3.05,0.0529,0.0052,-0.0052,0.0023,-0.0023,0.002,-0.002
3.0999999999999996,3.05,3.15,0.0312,0.0036,-0.0036,0.0026,-0.0026,0.0016,-0.0016
3.2,3.15,3.25,0.0415,0.0038,-0.0038,0.0006,-0.0006,0.0021,-0.0021
3.3,3.25,3.35,0.035,0.0035,-0.0035,0.0014,-0.0014,0.0019,-0.0019
3.4000000000000004,3.35,3.45,0.0373,0.0031,-0.0031,0.0015,-0.0015,0.0016,-0.0016
3.5,3.45,3.55,0.031,0.0033,-0.0033,0.0011,-0.0011,0.0011,-0.0011
3.5999999999999996,3.55,3.65,0.0228,0.0032,-0.0032,0.0016,-0.0016,0.0009,-0.0009
3.7,3.65,3.75,0.0294,0.0035,-0.0035,0.0012,-0.0012,0.0014,-0.0014
3.8,3.75,3.85,0.0414,0.0039,-0.0039,0.0006,-0.0006,0.0011,-0.0011
3.9000000000000004,3.85,3.95,0.0244,0.0025,-0.0025,0.0011,-0.0011,0.0014,-0.0014
4.0,3.95,4.05,0.0225,0.0027,-0.0027,0.0006,-0.0006,0.0009,-0.0009
4.1,4.05,4.15,0.0129,0.0025,-0.0025,0.0007,-0.0007,0.0012,-0.0012
4.2,4.15,4.25,0.0247,0.0033,-0.0033,0.0004,-0.0004,0.0013,-0.0013
4.3,4.25,4.35,0.0223,0.0026,-0.0026,0.0019,-0.0019,0.0018,-0.0018
4.4,4.35,4.45,0.015,0.0022,-0.0022,0.0002,-0.0002,0.0017,-0.0017
4.5,4.45,4.55,0.0162,0.0028,-0.0028,0.0005,-0.0005,0.0015,-0.0015
4.6,4.55,4.65,0.0181,0.0023,-0.0023,0.0008,-0.0008,0.0013,-0.0013
4.7,4.65,4.75,0.0186,0.0025,-0.0025,0.0004,-0.0004,0.0021,-0.0021
4.8,4.75,4.85,0.0163,0.0028,-0.0028,0.0004,-0.0004,0.0025,-0.0025
4.9,4.85,4.95,0.0172,0.0017,-0.0017,0.0006,-0.0006,0.0024,-0.0024
5.0,4.95,5.05,0.013,0.0016,-0.0016,0.0016,-0.0016,0.0019,-0.0019
5.1,5.05,5.15,0.0143,0.0026,-0.0026,0.0005,-0.0005,0.0017,-0.0017
5.2,5.15,5.25,0.0144,0.0021,-0.0021,0.0006,-0.0006,0.0019,-0.0019
5.3,5.25,5.35,0.0115,0.0021,-0.0021,0.0002,-0.0002,0.0014,-0.0014
5.4,5.35,5.45,0.0106,0.0013,-0.0013,0.0006,-0.0006,0.0012,-0.0012

