#: table_doi: 10.17182/hepdata.90831.v1/t432
#: name: table no 432
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transmax region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_432.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.111,0.0031,-0.0031,0.0274,-0.0274,0.0094,-0.0094
0.195,0.1,0.29,0.369,0.005,-0.005,0.046,-0.046,0.011,-0.011
0.385,0.29,0.48,0.5456,0.0053,-0.0053,0.0418,-0.0418,0.0131,-0.0131
0.575,0.48,0.67,0.6121,0.0046,-0.0046,0.0272,-0.0272,0.0117,-0.0117
0.765,0.67,0.86,0.6101,0.0044,-0.0044,0.0093,-0.0093,0.0086,-0.0086
0.9550000000000001,0.86,1.05,0.5637,0.0042,-0.0042,0.0088,-0.0088,0.0058,-0.0058
1.145,1.05,1.24,0.4794,0.0037,-0.0037,0.0184,-0.0184,0.0053,-0.0053
1.335,1.24,1.43,0.4044,0.0032,-0.0032,0.0238,-0.0238,0.005,-0.005
1.525,1.43,1.62,0.3372,0.0029,-0.0029,0.022,-0.022,0.0055,-0.0055
1.715,1.62,1.81,0.2658,0.0025,-0.0025,0.0172,-0.0172,0.0052,-0.0052
1.91,1.81,2.01,0.2119,0.0022,-0.0022,0.0158,-0.0158,0.0054,-0.0054
2.105,2.01,2.2,0.167,0.002,-0.002,0.011,-0.011,0.005,-0.005
2.295,2.2,2.39,0.1285,0.0016,-0.0016,0.0089,-0.0089,0.0043,-0.0043
2.4850000000000003,2.39,2.58,0.0967,0.0014,-0.0014,0.0067,-0.0067,0.0037,-0.0037
2.675,2.58,2.77,0.0769,0.0012,-0.0012,0.0055,-0.0055,0.003,-0.003
2.865,2.77,2.96,0.0601,0.0011,-0.0011,0.0029,-0.0029,0.0024,-0.0024
3.0549999999999997,2.96,3.15,0.04477,0.00091,-0.00091,0.00295,-0.00295,0.00169,-0.00169
3.245,3.15,3.34,0.03506,0.00085,-0.00085,0.00306,-0.00306,0.00142,-0.00142
3.4349999999999996,3.34,3.53,0.0279,0.0007,-0.0007,0.0018,-0.0018,0.0016,-0.0016
3.625,3.53,3.72,0.02119,0.00066,-0.00066,0.00043,-0.00043,0.00162,-0.00162
3.8200000000000003,3.72,3.92,0.01631,0.00051,-0.00051,0.00265,-0.00265,0.00159,-0.00159
4.015000000000001,3.92,4.11,0.01338,0.00048,-0.00048,0.00078,-0.00078,0.0011,-0.0011
4.205,4.11,4.3,0.00979,0.00049,-0.00049,0.00035,-0.00035,0.00107,-0.00107

