#: table_doi: 10.17182/hepdata.90831.v1/t487
#: name: table no 487
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{d(mean p_{T})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75<=T),toward region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_487.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.083,0.0036,-0.0036,0.0647,-0.0647,0.0099,-0.0099
0.6000000000000001,0.55,0.65,0.3605,0.0069,-0.0069,0.0237,-0.0237,0.0092,-0.0092
0.7,0.65,0.75,0.7362,0.0099,-0.0099,0.0591,-0.0591,0.0101,-0.0101
0.8,0.75,0.85,1.145,0.011,-0.011,0.058,-0.058,0.009,-0.009
0.8999999999999999,0.85,0.95,1.469,0.012,-0.012,0.067,-0.067,0.014,-0.014
1.0,0.95,1.05,1.49,0.011,-0.011,0.078,-0.078,0.014,-0.014
1.1,1.05,1.15,1.234,0.011,-0.011,0.069,-0.069,0.011,-0.011
1.2,1.15,1.25,0.9576,0.0085,-0.0085,0.0486,-0.0486,0.0061,-0.0061
1.3,1.25,1.35,0.68,0.007,-0.007,0.031,-0.031,0.005,-0.005
1.4,1.35,1.45,0.4808,0.0058,-0.0058,0.0199,-0.0199,0.0046,-0.0046
1.5,1.45,1.55,0.341,0.005,-0.005,0.019,-0.019,0.005,-0.005
1.6,1.55,1.65,0.2362,0.0038,-0.0038,0.0098,-0.0098,0.0034,-0.0034
1.7,1.65,1.75,0.1687,0.0031,-0.0031,0.0108,-0.0108,0.0032,-0.0032
1.8,1.75,1.85,0.1207,0.0027,-0.0027,0.0066,-0.0066,0.0027,-0.0027
1.9,1.85,1.95,0.0878,0.0022,-0.0022,0.0058,-0.0058,0.0024,-0.0024
2.0,1.95,2.05,0.0666,0.0019,-0.0019,0.0021,-0.0021,0.0021,-0.0021
2.0999999999999996,2.05,2.15,0.0553,0.0017,-0.0017,0.0053,-0.0053,0.0021,-0.0021
2.2,2.15,2.25,0.0444,0.0016,-0.0016,0.0013,-0.0013,0.0021,-0.0021
2.3,2.25,2.35,0.0376,0.0015,-0.0015,0.0012,-0.0012,0.0018,-0.0018
2.4000000000000004,2.35,2.45,0.029,0.0014,-0.0014,0.0012,-0.0012,0.0018,-0.0018
2.5,2.45,2.55,0.0237,0.0013,-0.0013,0.0012,-0.0012,0.0014,-0.0014
2.5999999999999996,2.55,2.65,0.0216,0.0012,-0.0012,0.0012,-0.0012,0.0012,-0.0012
2.7,2.65,2.75,0.01539,0.00089,-0.00089,0.00252,-0.00252,0.00132,-0.00132
2.8,2.75,2.85,0.016,0.001,-0.001,0.001,-0.001,0.001,-0.001
2.9000000000000004,2.85,2.95,0.01224,0.00096,-0.00096,0.00079,-0.00079,0.00111,-0.00111

