#: table_doi: 10.17182/hepdata.90831.v1/t166
#: name: table no 166
#: description: $\frac{N_{ev}}{d(mean p_{t})}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_166.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$mean p_{T}$ [GeV],Bin limits$mean p_{T}$ [GeV] LOW,Bin limits$mean p_{T}$ [GeV] HIGH,$1/N_{ev} dN_{ev}/d(mean p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.0615,0.0015,-0.0015,0.0386,-0.0386,0.0096,-0.0096
0.6000000000000001,0.55,0.65,0.3133,0.0035,-0.0035,0.037,-0.037,0.0096,-0.0096
0.7,0.65,0.75,0.6571,0.0046,-0.0046,0.0433,-0.0433,0.0102,-0.0102
0.8,0.75,0.85,1.2004,0.0059,-0.0059,0.0696,-0.0696,0.0123,-0.0123
0.8999999999999999,0.85,0.95,1.657,0.0062,-0.0062,0.0943,-0.0943,0.0149,-0.0149
1.0,0.95,1.05,1.7495,0.0061,-0.0061,0.0992,-0.0992,0.0154,-0.0154
1.1,1.05,1.15,1.4631,0.0054,-0.0054,0.0828,-0.0828,0.0129,-0.0129
1.2,1.15,1.25,1.0239,0.0045,-0.0045,0.0579,-0.0579,0.0093,-0.0093
1.3,1.25,1.35,0.6602,0.0036,-0.0036,0.0373,-0.0373,0.0069,-0.0069
1.4,1.35,1.45,0.4074,0.0027,-0.0027,0.023,-0.023,0.0059,-0.0059
1.5,1.45,1.55,0.255,0.002,-0.002,0.014,-0.014,0.005,-0.005
1.6,1.55,1.65,0.1649,0.0017,-0.0017,0.0092,-0.0092,0.0039,-0.0039
1.7,1.65,1.75,0.1048,0.0012,-0.0012,0.0059,-0.0059,0.003,-0.003
1.8,1.75,1.85,0.07068,0.00098,-0.00098,0.00411,-0.00411,0.00239,-0.00239
1.9,1.85,1.95,0.04967,0.00084,-0.00084,0.00301,-0.00301,0.00191,-0.00191
2.0,1.95,2.05,0.03578,0.00071,-0.00071,0.00223,-0.00223,0.00153,-0.00153
2.0999999999999996,2.05,2.15,0.02687,0.00064,-0.00064,0.00169,-0.00169,0.00111,-0.00111
2.2,2.15,2.25,0.0181,0.00048,-0.00048,0.00125,-0.00125,0.00082,-0.00082
2.3,2.25,2.35,0.01424,0.00041,-0.00041,0.00104,-0.00104,0.0007,-0.0007
2.4000000000000004,2.35,2.45,0.0118,0.0004,-0.0004,0.0009,-0.0009,0.0007,-0.0007
2.5,2.45,2.55,0.00904,0.00033,-0.00033,0.00073,-0.00073,0.00068,-0.00068
2.5999999999999996,2.55,2.65,0.0081,0.00039,-0.00039,0.00066,-0.00066,0.00062,-0.00062
2.7,2.65,2.75,0.00522,0.00028,-0.00028,0.00054,-0.00054,0.00058,-0.00058
2.8,2.75,2.85,0.0045,0.00027,-0.00027,0.00049,-0.00049,0.0005,-0.0005
2.9000000000000004,2.85,2.95,0.00385,0.00023,-0.00023,0.00042,-0.00042,0.00047,-0.00047

